# ell    tt_lensed   ee_lensed   bb_lensed   te_lensed   tt_unlensed ee_unlensed bb_unlensed te_unlensed kk
14358 7.823958e-02 8.149830e-04 7.583160e-04 -9.811416e-04 7.774949e-12 1.083110e-15 0.000000e+00 6.153000e-14 7.334359e+05
14359 7.813023e-02 8.148203e-04 7.582360e-04 -9.812230e-04 7.771482e-12 1.082481e-15 0.000000e+00 6.149750e-14 7.335526e+05
14360 7.803016e-02 8.146624e-04 7.581549e-04 -9.812861e-04 7.768016e-12 1.081852e-15 0.000000e+00 6.146502e-14 7.336694e+05
14361 7.794043e-02 8.145100e-04 7.580725e-04 -9.813287e-04 7.764553e-12 1.081224e-15 0.000000e+00 6.143255e-14 7.337862e+05
14362 7.786194e-02 8.143634e-04 7.579887e-04 -9.813488e-04 7.761091e-12 1.080596e-15 0.000000e+00 6.140011e-14 7.339029e+05
14363 7.779551e-02 8.142232e-04 7.579033e-04 -9.813447e-04 7.757630e-12 1.079968e-15 0.000000e+00 6.136768e-14 7.340197e+05
14364 7.774179e-02 8.140898e-04 7.578164e-04 -9.813149e-04 7.754172e-12 1.079341e-15 0.000000e+00 6.133527e-14 7.341365e+05
14365 7.770128e-02 8.139634e-04 7.577278e-04 -9.812581e-04 7.750715e-12 1.078714e-15 0.000000e+00 6.130289e-14 7.342533e+05
14366 7.767434e-02 8.138443e-04 7.576374e-04 -9.811737e-04 7.747260e-12 1.078088e-15 0.000000e+00 6.127051e-14 7.343701e+05
14367 7.766118e-02 8.137325e-04 7.575454e-04 -9.810610e-04 7.743806e-12 1.077461e-15 0.000000e+00 6.123816e-14 7.344869e+05
14368 7.766182e-02 8.136283e-04 7.574516e-04 -9.809198e-04 7.740354e-12 1.076836e-15 0.000000e+00 6.120583e-14 7.346038e+05
14369 7.767616e-02 8.135315e-04 7.573561e-04 -9.807503e-04 7.736904e-12 1.076210e-15 0.000000e+00 6.117351e-14 7.347206e+05
14370 7.770391e-02 8.134419e-04 7.572589e-04 -9.805528e-04 7.733456e-12 1.075585e-15 0.000000e+00 6.114121e-14 7.348375e+05
14371 7.774465e-02 8.133595e-04 7.571601e-04 -9.803282e-04 7.730010e-12 1.074961e-15 0.000000e+00 6.110894e-14 7.349543e+05
14372 7.779778e-02 8.132839e-04 7.570598e-04 -9.800774e-04 7.726565e-12 1.074337e-15 0.000000e+00 6.107667e-14 7.350712e+05
14373 7.786259e-02 8.132147e-04 7.569579e-04 -9.798019e-04 7.723122e-12 1.073713e-15 0.000000e+00 6.104443e-14 7.351881e+05
14374 7.793822e-02 8.131515e-04 7.568547e-04 -9.795032e-04 7.719681e-12 1.073089e-15 0.000000e+00 6.101221e-14 7.353050e+05
14375 7.802367e-02 8.130938e-04 7.567503e-04 -9.791834e-04 7.716241e-12 1.072466e-15 0.000000e+00 6.098000e-14 7.354217e+05
14376 7.811785e-02 8.130410e-04 7.566448e-04 -9.788446e-04 7.712803e-12 1.071843e-15 0.000000e+00 6.094781e-14 7.355386e+05
14377 7.821955e-02 8.129924e-04 7.565384e-04 -9.784891e-04 7.709367e-12 1.071221e-15 0.000000e+00 6.091564e-14 7.356555e+05
14378 7.832749e-02 8.129475e-04 7.564312e-04 -9.781196e-04 7.705932e-12 1.070599e-15 0.000000e+00 6.088349e-14 7.357724e+05
14379 7.844032e-02 8.129054e-04 7.563234e-04 -9.777387e-04 7.702500e-12 1.069978e-15 0.000000e+00 6.085136e-14 7.358894e+05
14380 7.855660e-02 8.128654e-04 7.562152e-04 -9.773493e-04 7.699069e-12 1.069356e-15 0.000000e+00 6.081925e-14 7.360063e+05
14381 7.867490e-02 8.128268e-04 7.561068e-04 -9.769544e-04 7.695639e-12 1.068736e-15 0.000000e+00 6.078715e-14 7.361233e+05
14382 7.879372e-02 8.127886e-04 7.559983e-04 -9.765571e-04 7.692212e-12 1.068115e-15 0.000000e+00 6.075507e-14 7.362402e+05
14383 7.891157e-02 8.127502e-04 7.558899e-04 -9.761602e-04 7.688786e-12 1.067495e-15 0.000000e+00 6.072301e-14 7.363572e+05
14384 7.902700e-02 8.127107e-04 7.557819e-04 -9.757670e-04 7.685362e-12 1.066875e-15 0.000000e+00 6.069097e-14 7.364742e+05
14385 7.913854e-02 8.126694e-04 7.556744e-04 -9.753803e-04 7.681939e-12 1.066256e-15 0.000000e+00 6.065895e-14 7.365912e+05
14386 7.924480e-02 8.126254e-04 7.555675e-04 -9.750032e-04 7.678518e-12 1.065637e-15 0.000000e+00 6.062694e-14 7.367082e+05
14387 7.934443e-02 8.125781e-04 7.554616e-04 -9.746385e-04 7.675099e-12 1.065019e-15 0.000000e+00 6.059495e-14 7.368252e+05
14388 7.943618e-02 8.125267e-04 7.553566e-04 -9.742888e-04 7.671682e-12 1.064400e-15 0.000000e+00 6.056298e-14 7.369422e+05
14389 7.951886e-02 8.124706e-04 7.552528e-04 -9.739566e-04 7.668266e-12 1.063783e-15 0.000000e+00 6.053103e-14 7.370592e+05
14390 7.959141e-02 8.124092e-04 7.551503e-04 -9.736444e-04 7.664852e-12 1.063165e-15 0.000000e+00 6.049910e-14 7.371763e+05
14391 7.965288e-02 8.123419e-04 7.550493e-04 -9.733540e-04 7.661440e-12 1.062548e-15 0.000000e+00 6.046719e-14 7.372933e+05
14392 7.970244e-02 8.122684e-04 7.549498e-04 -9.730875e-04 7.658030e-12 1.061931e-15 0.000000e+00 6.043529e-14 7.374104e+05
14393 7.973941e-02 8.121882e-04 7.548519e-04 -9.728462e-04 7.654621e-12 1.061315e-15 0.000000e+00 6.040341e-14 7.375275e+05
14394 7.976325e-02 8.121010e-04 7.547556e-04 -9.726316e-04 7.651214e-12 1.060699e-15 0.000000e+00 6.037155e-14 7.376445e+05
14395 7.977357e-02 8.120065e-04 7.546611e-04 -9.724446e-04 7.647808e-12 1.060084e-15 0.000000e+00 6.033971e-14 7.377616e+05
14396 7.977014e-02 8.119047e-04 7.545684e-04 -9.722857e-04 7.644405e-12 1.059469e-15 0.000000e+00 6.030788e-14 7.378787e+05
14397 7.975289e-02 8.117955e-04 7.544774e-04 -9.721555e-04 7.641003e-12 1.058854e-15 0.000000e+00 6.027608e-14 7.379958e+05
14398 7.972189e-02 8.116788e-04 7.543882e-04 -9.720538e-04 7.637602e-12 1.058239e-15 0.000000e+00 6.024429e-14 7.381129e+05
14399 7.967741e-02 8.115549e-04 7.543008e-04 -9.719803e-04 7.634204e-12 1.057625e-15 0.000000e+00 6.021252e-14 7.382301e+05
14400 7.961983e-02 8.114239e-04 7.542150e-04 -9.719344e-04 7.630807e-12 1.057012e-15 0.000000e+00 6.018077e-14 7.383470e+05
14401 7.954971e-02 8.112860e-04 7.541308e-04 -9.719151e-04 7.627412e-12 1.056398e-15 0.000000e+00 6.014903e-14 7.384642e+05
14402 7.946776e-02 8.111417e-04 7.540481e-04 -9.719211e-04 7.624018e-12 1.055785e-15 0.000000e+00 6.011732e-14 7.385813e+05
14403 7.937480e-02 8.109914e-04 7.539669e-04 -9.719510e-04 7.620626e-12 1.055173e-15 0.000000e+00 6.008562e-14 7.386985e+05
14404 7.927180e-02 8.108356e-04 7.538869e-04 -9.720028e-04 7.617236e-12 1.054561e-15 0.000000e+00 6.005394e-14 7.388157e+05
14405 7.915983e-02 8.106749e-04 7.538081e-04 -9.720745e-04 7.613848e-12 1.053949e-15 0.000000e+00 6.002228e-14 7.389328e+05
14406 7.904008e-02 8.105099e-04 7.537303e-04 -9.721638e-04 7.610461e-12 1.053337e-15 0.000000e+00 5.999064e-14 7.390500e+05
14407 7.891381e-02 8.103412e-04 7.536534e-04 -9.722681e-04 7.607076e-12 1.052726e-15 0.000000e+00 5.995901e-14 7.391672e+05
14408 7.878238e-02 8.101697e-04 7.535771e-04 -9.723848e-04 7.603693e-12 1.052116e-15 0.000000e+00 5.992740e-14 7.392845e+05
14409 7.864719e-02 8.099960e-04 7.535013e-04 -9.725111e-04 7.600311e-12 1.051505e-15 0.000000e+00 5.989581e-14 7.394017e+05
14410 7.850969e-02 8.098209e-04 7.534259e-04 -9.726441e-04 7.596931e-12 1.050895e-15 0.000000e+00 5.986424e-14 7.395189e+05
14411 7.837135e-02 8.096453e-04 7.533506e-04 -9.727806e-04 7.593553e-12 1.050286e-15 0.000000e+00 5.983269e-14 7.396361e+05
14412 7.823366e-02 8.094699e-04 7.532752e-04 -9.729178e-04 7.590177e-12 1.049677e-15 0.000000e+00 5.980115e-14 7.397534e+05
14413 7.809810e-02 8.092956e-04 7.531995e-04 -9.730525e-04 7.586802e-12 1.049068e-15 0.000000e+00 5.976963e-14 7.398707e+05
14414 7.796612e-02 8.091231e-04 7.531235e-04 -9.731818e-04 7.583429e-12 1.048459e-15 0.000000e+00 5.973813e-14 7.399879e+05
14415 7.783913e-02 8.089532e-04 7.530468e-04 -9.733026e-04 7.580057e-12 1.047851e-15 0.000000e+00 5.970665e-14 7.401052e+05
14416 7.771849e-02 8.087866e-04 7.529693e-04 -9.734122e-04 7.576687e-12 1.047243e-15 0.000000e+00 5.967518e-14 7.402225e+05
14417 7.760548e-02 8.086241e-04 7.528909e-04 -9.735077e-04 7.573319e-12 1.046636e-15 0.000000e+00 5.964374e-14 7.403398e+05
14418 7.750128e-02 8.084663e-04 7.528114e-04 -9.735867e-04 7.569953e-12 1.046029e-15 0.000000e+00 5.961231e-14 7.404571e+05
14419 7.740698e-02 8.083138e-04 7.527306e-04 -9.736467e-04 7.566588e-12 1.045422e-15 0.000000e+00 5.958090e-14 7.405744e+05
14420 7.732357e-02 8.081671e-04 7.526485e-04 -9.736856e-04 7.563225e-12 1.044816e-15 0.000000e+00 5.954951e-14 7.406917e+05
14421 7.725188e-02 8.080267e-04 7.525650e-04 -9.737015e-04 7.559864e-12 1.044210e-15 0.000000e+00 5.951813e-14 7.408091e+05
14422 7.719264e-02 8.078931e-04 7.524798e-04 -9.736927e-04 7.556504e-12 1.043605e-15 0.000000e+00 5.948677e-14 7.409264e+05
14423 7.714641e-02 8.077665e-04 7.523931e-04 -9.736579e-04 7.553146e-12 1.043000e-15 0.000000e+00 5.945543e-14 7.410438e+05
14424 7.711360e-02 8.076471e-04 7.523046e-04 -9.735960e-04 7.549789e-12 1.042395e-15 0.000000e+00 5.942411e-14 7.411610e+05
14425 7.709449e-02 8.075351e-04 7.522145e-04 -9.735062e-04 7.546435e-12 1.041791e-15 0.000000e+00 5.939281e-14 7.412783e+05
14426 7.708917e-02 8.074307e-04 7.521226e-04 -9.733881e-04 7.543082e-12 1.041187e-15 0.000000e+00 5.936152e-14 7.413957e+05
14427 7.709760e-02 8.073337e-04 7.520290e-04 -9.732417e-04 7.539730e-12 1.040583e-15 0.000000e+00 5.933025e-14 7.415131e+05
14428 7.711955e-02 8.072441e-04 7.519337e-04 -9.730671e-04 7.536381e-12 1.039980e-15 0.000000e+00 5.929900e-14 7.416305e+05
14429 7.715466e-02 8.071616e-04 7.518367e-04 -9.728648e-04 7.533033e-12 1.039377e-15 0.000000e+00 5.926777e-14 7.417479e+05
14430 7.720240e-02 8.070861e-04 7.517381e-04 -9.726357e-04 7.529687e-12 1.038774e-15 0.000000e+00 5.923656e-14 7.418653e+05
14431 7.726211e-02 8.070171e-04 7.516381e-04 -9.723810e-04 7.526342e-12 1.038172e-15 0.000000e+00 5.920536e-14 7.419828e+05
14432 7.733298e-02 8.069542e-04 7.515366e-04 -9.721022e-04 7.522999e-12 1.037570e-15 0.000000e+00 5.917418e-14 7.421002e+05
14433 7.741407e-02 8.068969e-04 7.514339e-04 -9.718009e-04 7.519658e-12 1.036969e-15 0.000000e+00 5.914302e-14 7.422177e+05
14434 7.750434e-02 8.068447e-04 7.513300e-04 -9.714792e-04 7.516318e-12 1.036368e-15 0.000000e+00 5.911187e-14 7.423351e+05
14435 7.760262e-02 8.067969e-04 7.512251e-04 -9.711392e-04 7.512980e-12 1.035767e-15 0.000000e+00 5.908075e-14 7.424526e+05
14436 7.770766e-02 8.067529e-04 7.511193e-04 -9.707834e-04 7.509644e-12 1.035166e-15 0.000000e+00 5.904964e-14 7.425701e+05
14437 7.781814e-02 8.067118e-04 7.510129e-04 -9.704144e-04 7.506309e-12 1.034566e-15 0.000000e+00 5.901855e-14 7.426876e+05
14438 7.793265e-02 8.066731e-04 7.509060e-04 -9.700350e-04 7.502976e-12 1.033967e-15 0.000000e+00 5.898747e-14 7.428051e+05
14439 7.804977e-02 8.066358e-04 7.507987e-04 -9.696481e-04 7.499645e-12 1.033368e-15 0.000000e+00 5.895642e-14 7.429226e+05
14440 7.816803e-02 8.065992e-04 7.506913e-04 -9.692565e-04 7.496316e-12 1.032769e-15 0.000000e+00 5.892538e-14 7.430401e+05
14441 7.828594e-02 8.065625e-04 7.505840e-04 -9.688634e-04 7.492988e-12 1.032170e-15 0.000000e+00 5.889436e-14 7.431576e+05
14442 7.840203e-02 8.065249e-04 7.504769e-04 -9.684717e-04 7.489661e-12 1.031572e-15 0.000000e+00 5.886336e-14 7.432751e+05
14443 7.851485e-02 8.064856e-04 7.503702e-04 -9.680844e-04 7.486337e-12 1.030974e-15 0.000000e+00 5.883237e-14 7.433927e+05
14444 7.862298e-02 8.064438e-04 7.502641e-04 -9.677046e-04 7.483014e-12 1.030377e-15 0.000000e+00 5.880141e-14 7.435102e+05
14445 7.872506e-02 8.063988e-04 7.501588e-04 -9.673350e-04 7.479693e-12 1.029780e-15 0.000000e+00 5.877046e-14 7.436278e+05
14446 7.881980e-02 8.063498e-04 7.500544e-04 -9.669785e-04 7.476373e-12 1.029183e-15 0.000000e+00 5.873952e-14 7.437454e+05
14447 7.890600e-02 8.062962e-04 7.499511e-04 -9.666376e-04 7.473055e-12 1.028587e-15 0.000000e+00 5.870861e-14 7.438630e+05
14448 7.898255e-02 8.062374e-04 7.498491e-04 -9.663147e-04 7.469739e-12 1.027991e-15 0.000000e+00 5.867771e-14 7.439806e+05
14449 7.904845e-02 8.061729e-04 7.497484e-04 -9.660121e-04 7.466424e-12 1.027395e-15 0.000000e+00 5.864683e-14 7.440980e+05
14450 7.910284e-02 8.061021e-04 7.496492e-04 -9.657318e-04 7.463111e-12 1.026800e-15 0.000000e+00 5.861597e-14 7.442156e+05
14451 7.914498e-02 8.060247e-04 7.495515e-04 -9.654754e-04 7.459800e-12 1.026205e-15 0.000000e+00 5.858513e-14 7.443332e+05
14452 7.917427e-02 8.059403e-04 7.494555e-04 -9.652443e-04 7.456490e-12 1.025610e-15 0.000000e+00 5.855430e-14 7.444508e+05
14453 7.919028e-02 8.058487e-04 7.493612e-04 -9.650399e-04 7.453182e-12 1.025016e-15 0.000000e+00 5.852349e-14 7.445685e+05
14454 7.919270e-02 8.057498e-04 7.492686e-04 -9.648628e-04 7.449876e-12 1.024422e-15 0.000000e+00 5.849270e-14 7.446861e+05
14455 7.918142e-02 8.056434e-04 7.491777e-04 -9.647136e-04 7.446571e-12 1.023829e-15 0.000000e+00 5.846193e-14 7.448038e+05
14456 7.915644e-02 8.055295e-04 7.490886e-04 -9.645926e-04 7.443268e-12 1.023236e-15 0.000000e+00 5.843117e-14 7.449215e+05
14457 7.911795e-02 8.054083e-04 7.490013e-04 -9.644995e-04 7.439967e-12 1.022643e-15 0.000000e+00 5.840043e-14 7.450391e+05
14458 7.906630e-02 8.052799e-04 7.489156e-04 -9.644341e-04 7.436667e-12 1.022051e-15 0.000000e+00 5.836971e-14 7.451568e+05
14459 7.900197e-02 8.051446e-04 7.488316e-04 -9.643955e-04 7.433369e-12 1.021459e-15 0.000000e+00 5.833900e-14 7.452745e+05
14460 7.892561e-02 8.050027e-04 7.487491e-04 -9.643827e-04 7.430073e-12 1.020867e-15 0.000000e+00 5.830832e-14 7.453922e+05
14461 7.883799e-02 8.048548e-04 7.486680e-04 -9.643944e-04 7.426778e-12 1.020276e-15 0.000000e+00 5.827765e-14 7.455100e+05
14462 7.874001e-02 8.047012e-04 7.485883e-04 -9.644288e-04 7.423485e-12 1.019685e-15 0.000000e+00 5.824700e-14 7.456277e+05
14463 7.863271e-02 8.045425e-04 7.485098e-04 -9.644842e-04 7.420193e-12 1.019095e-15 0.000000e+00 5.821636e-14 7.457454e+05
14464 7.851722e-02 8.043793e-04 7.484323e-04 -9.645583e-04 7.416903e-12 1.018504e-15 0.000000e+00 5.818575e-14 7.458632e+05
14465 7.839476e-02 8.042124e-04 7.483558e-04 -9.646489e-04 7.413615e-12 1.017915e-15 0.000000e+00 5.815515e-14 7.459809e+05
14466 7.826666e-02 8.040424e-04 7.482800e-04 -9.647534e-04 7.410328e-12 1.017325e-15 0.000000e+00 5.812456e-14 7.460987e+05
14467 7.813427e-02 8.038701e-04 7.482048e-04 -9.648692e-04 7.407044e-12 1.016736e-15 0.000000e+00 5.809400e-14 7.462165e+05
14468 7.799902e-02 8.036963e-04 7.481300e-04 -9.649934e-04 7.403760e-12 1.016147e-15 0.000000e+00 5.806345e-14 7.463343e+05
14469 7.786237e-02 8.035218e-04 7.480553e-04 -9.651232e-04 7.400479e-12 1.015559e-15 0.000000e+00 5.803292e-14 7.464520e+05
14470 7.772579e-02 8.033473e-04 7.479808e-04 -9.652555e-04 7.397199e-12 1.014971e-15 0.000000e+00 5.800241e-14 7.465698e+05
14471 7.759075e-02 8.031737e-04 7.479060e-04 -9.653874e-04 7.393920e-12 1.014383e-15 0.000000e+00 5.797192e-14 7.466877e+05
14472 7.745869e-02 8.030017e-04 7.478309e-04 -9.655159e-04 7.390644e-12 1.013796e-15 0.000000e+00 5.794144e-14 7.468055e+05
14473 7.733103e-02 8.028323e-04 7.477553e-04 -9.656381e-04 7.387369e-12 1.013209e-15 0.000000e+00 5.791098e-14 7.469233e+05
14474 7.720914e-02 8.026660e-04 7.476790e-04 -9.657511e-04 7.384095e-12 1.012622e-15 0.000000e+00 5.788054e-14 7.470410e+05
14475 7.709431e-02 8.025036e-04 7.476018e-04 -9.658521e-04 7.380823e-12 1.012036e-15 0.000000e+00 5.785011e-14 7.471588e+05
14476 7.698775e-02 8.023459e-04 7.475236e-04 -9.659386e-04 7.377553e-12 1.011450e-15 0.000000e+00 5.781970e-14 7.472767e+05
14477 7.689059e-02 8.021933e-04 7.474442e-04 -9.660081e-04 7.374285e-12 1.010865e-15 0.000000e+00 5.778931e-14 7.473946e+05
14478 7.680383e-02 8.020465e-04 7.473636e-04 -9.660584e-04 7.371018e-12 1.010280e-15 0.000000e+00 5.775894e-14 7.475124e+05
14479 7.672835e-02 8.019059e-04 7.472815e-04 -9.660875e-04 7.367752e-12 1.009695e-15 0.000000e+00 5.772858e-14 7.476303e+05
14480 7.666491e-02 8.017720e-04 7.471980e-04 -9.660935e-04 7.364489e-12 1.009110e-15 0.000000e+00 5.769824e-14 7.477482e+05
14481 7.661413e-02 8.016450e-04 7.471129e-04 -9.660750e-04 7.361227e-12 1.008526e-15 0.000000e+00 5.766792e-14 7.478661e+05
14482 7.657647e-02 8.015253e-04 7.470261e-04 -9.660307e-04 7.357967e-12 1.007943e-15 0.000000e+00 5.763761e-14 7.479841e+05
14483 7.655226e-02 8.014131e-04 7.469377e-04 -9.659598e-04 7.354708e-12 1.007359e-15 0.000000e+00 5.760733e-14 7.481020e+05
14484 7.654164e-02 8.013083e-04 7.468476e-04 -9.658617e-04 7.351451e-12 1.006776e-15 0.000000e+00 5.757706e-14 7.482199e+05
14485 7.654464e-02 8.012111e-04 7.467558e-04 -9.657359e-04 7.348195e-12 1.006194e-15 0.000000e+00 5.754680e-14 7.483379e+05
14486 7.656108e-02 8.011213e-04 7.466623e-04 -9.655826e-04 7.344941e-12 1.005611e-15 0.000000e+00 5.751657e-14 7.484558e+05
14487 7.659066e-02 8.010387e-04 7.465671e-04 -9.654021e-04 7.341689e-12 1.005029e-15 0.000000e+00 5.748635e-14 7.485738e+05
14488 7.663291e-02 8.009631e-04 7.464704e-04 -9.651950e-04 7.338439e-12 1.004448e-15 0.000000e+00 5.745615e-14 7.486918e+05
14489 7.668724e-02 8.008941e-04 7.463721e-04 -9.649623e-04 7.335190e-12 1.003866e-15 0.000000e+00 5.742597e-14 7.488098e+05
14490 7.675288e-02 8.008314e-04 7.462724e-04 -9.647053e-04 7.331942e-12 1.003286e-15 0.000000e+00 5.739580e-14 7.489278e+05
14491 7.682895e-02 8.007744e-04 7.461714e-04 -9.644254e-04 7.328697e-12 1.002705e-15 0.000000e+00 5.736565e-14 7.490458e+05
14492 7.691447e-02 8.007227e-04 7.460692e-04 -9.641244e-04 7.325452e-12 1.002125e-15 0.000000e+00 5.733552e-14 7.491638e+05
14493 7.700831e-02 8.006754e-04 7.459660e-04 -9.638044e-04 7.322210e-12 1.001545e-15 0.000000e+00 5.730540e-14 7.492818e+05
14494 7.710928e-02 8.006321e-04 7.458619e-04 -9.634677e-04 7.318969e-12 1.000966e-15 0.000000e+00 5.727530e-14 7.493998e+05
14495 7.721609e-02 8.005920e-04 7.457570e-04 -9.631166e-04 7.315730e-12 1.000387e-15 0.000000e+00 5.724522e-14 7.495179e+05
14496 7.732738e-02 8.005544e-04 7.456516e-04 -9.627537e-04 7.312492e-12 9.998078e-16 0.000000e+00 5.721516e-14 7.496359e+05
14497 7.744176e-02 8.005183e-04 7.455458e-04 -9.623818e-04 7.309256e-12 9.992294e-16 0.000000e+00 5.718511e-14 7.497540e+05
14498 7.755777e-02 8.004832e-04 7.454398e-04 -9.620038e-04 7.306022e-12 9.986514e-16 0.000000e+00 5.715508e-14 7.498721e+05
14499 7.767396e-02 8.004481e-04 7.453337e-04 -9.616224e-04 7.302789e-12 9.980737e-16 0.000000e+00 5.712507e-14 7.499900e+05
14500 7.778888e-02 8.004123e-04 7.452278e-04 -9.612407e-04 7.299558e-12 9.974964e-16 0.000000e+00 5.709508e-14 7.501081e+05
14501 7.790109e-02 8.003749e-04 7.451223e-04 -9.608615e-04 7.296329e-12 9.969194e-16 0.000000e+00 5.706510e-14 7.502262e+05
14502 7.800916e-02 8.003351e-04 7.450172e-04 -9.604878e-04 7.293101e-12 9.963428e-16 0.000000e+00 5.703514e-14 7.503443e+05
14503 7.811174e-02 8.002923e-04 7.449129e-04 -9.601223e-04 7.289874e-12 9.957665e-16 0.000000e+00 5.700519e-14 7.504624e+05
14504 7.820754e-02 8.002457e-04 7.448094e-04 -9.597679e-04 7.286650e-12 9.951906e-16 0.000000e+00 5.697527e-14 7.505805e+05
14505 7.829533e-02 8.001946e-04 7.447069e-04 -9.594271e-04 7.283427e-12 9.946150e-16 0.000000e+00 5.694536e-14 7.506987e+05
14506 7.837400e-02 8.001384e-04 7.446056e-04 -9.591024e-04 7.280205e-12 9.940398e-16 0.000000e+00 5.691546e-14 7.508168e+05
14507 7.844252e-02 8.000765e-04 7.445055e-04 -9.587959e-04 7.276985e-12 9.934650e-16 0.000000e+00 5.688559e-14 7.509350e+05
14508 7.849999e-02 8.000085e-04 7.444069e-04 -9.585099e-04 7.273767e-12 9.928905e-16 0.000000e+00 5.685573e-14 7.510531e+05
14509 7.854566e-02 7.999339e-04 7.443097e-04 -9.582459e-04 7.270551e-12 9.923163e-16 0.000000e+00 5.682589e-14 7.511713e+05
14510 7.857887e-02 7.998524e-04 7.442141e-04 -9.580056e-04 7.267336e-12 9.917425e-16 0.000000e+00 5.679606e-14 7.512895e+05
14511 7.859916e-02 7.997637e-04 7.441202e-04 -9.577903e-04 7.264122e-12 9.911691e-16 0.000000e+00 5.676625e-14 7.514077e+05
14512 7.860617e-02 7.996676e-04 7.440279e-04 -9.576009e-04 7.260910e-12 9.905960e-16 0.000000e+00 5.673646e-14 7.515259e+05
14513 7.859973e-02 7.995640e-04 7.439374e-04 -9.574381e-04 7.257700e-12 9.900232e-16 0.000000e+00 5.670669e-14 7.516441e+05
14514 7.857981e-02 7.994530e-04 7.438486e-04 -9.573023e-04 7.254492e-12 9.894508e-16 0.000000e+00 5.667693e-14 7.517623e+05
14515 7.854655e-02 7.993345e-04 7.437614e-04 -9.571935e-04 7.251285e-12 9.888788e-16 0.000000e+00 5.664719e-14 7.518806e+05
14516 7.850021e-02 7.992089e-04 7.436760e-04 -9.571114e-04 7.248079e-12 9.883071e-16 0.000000e+00 5.661747e-14 7.519988e+05
14517 7.844126e-02 7.990762e-04 7.435921e-04 -9.570556e-04 7.244876e-12 9.877357e-16 0.000000e+00 5.658776e-14 7.521171e+05
14518 7.837025e-02 7.989369e-04 7.435098e-04 -9.570251e-04 7.241673e-12 9.871647e-16 0.000000e+00 5.655807e-14 7.522353e+05
14519 7.828793e-02 7.987914e-04 7.434289e-04 -9.570189e-04 7.238473e-12 9.865941e-16 0.000000e+00 5.652840e-14 7.523536e+05
14520 7.819513e-02 7.986400e-04 7.433494e-04 -9.570353e-04 7.235274e-12 9.860238e-16 0.000000e+00 5.649875e-14 7.524719e+05
14521 7.809284e-02 7.984835e-04 7.432711e-04 -9.570729e-04 7.232076e-12 9.854538e-16 0.000000e+00 5.646911e-14 7.525902e+05
14522 7.798214e-02 7.983224e-04 7.431939e-04 -9.571296e-04 7.228881e-12 9.848842e-16 0.000000e+00 5.643949e-14 7.527085e+05
14523 7.786421e-02 7.981573e-04 7.431176e-04 -9.572033e-04 7.225687e-12 9.843150e-16 0.000000e+00 5.640988e-14 7.528268e+05
14524 7.774031e-02 7.979890e-04 7.430422e-04 -9.572916e-04 7.222494e-12 9.837461e-16 0.000000e+00 5.638030e-14 7.529450e+05
14525 7.761177e-02 7.978182e-04 7.429673e-04 -9.573921e-04 7.219303e-12 9.831775e-16 0.000000e+00 5.635073e-14 7.530633e+05
14526 7.747999e-02 7.976457e-04 7.428929e-04 -9.575021e-04 7.216114e-12 9.826093e-16 0.000000e+00 5.632117e-14 7.531816e+05
14527 7.734637e-02 7.974724e-04 7.428188e-04 -9.576188e-04 7.212926e-12 9.820414e-16 0.000000e+00 5.629163e-14 7.533000e+05
14528 7.721238e-02 7.972989e-04 7.427447e-04 -9.577395e-04 7.209740e-12 9.814739e-16 0.000000e+00 5.626211e-14 7.534183e+05
14529 7.707944e-02 7.971261e-04 7.426706e-04 -9.578612e-04 7.206555e-12 9.809068e-16 0.000000e+00 5.623261e-14 7.535367e+05
14530 7.694899e-02 7.969548e-04 7.425962e-04 -9.579812e-04 7.203372e-12 9.803400e-16 0.000000e+00 5.620312e-14 7.536551e+05
14531 7.682244e-02 7.967858e-04 7.425213e-04 -9.580965e-04 7.200191e-12 9.797735e-16 0.000000e+00 5.617365e-14 7.537735e+05
14532 7.670114e-02 7.966199e-04 7.424458e-04 -9.582044e-04 7.197011e-12 9.792074e-16 0.000000e+00 5.614420e-14 7.538919e+05
14533 7.658638e-02 7.964578e-04 7.423695e-04 -9.583022e-04 7.193833e-12 9.786416e-16 0.000000e+00 5.611477e-14 7.540103e+05
14534 7.647938e-02 7.963001e-04 7.422923e-04 -9.583874e-04 7.190656e-12 9.780762e-16 0.000000e+00 5.608535e-14 7.541287e+05
14535 7.638127e-02 7.961475e-04 7.422140e-04 -9.584574e-04 7.187481e-12 9.775111e-16 0.000000e+00 5.605594e-14 7.542471e+05
14536 7.629307e-02 7.960006e-04 7.421345e-04 -9.585102e-04 7.184308e-12 9.769464e-16 0.000000e+00 5.602656e-14 7.543656e+05
14537 7.621568e-02 7.958598e-04 7.420537e-04 -9.585435e-04 7.181136e-12 9.763820e-16 0.000000e+00 5.599719e-14 7.544840e+05
14538 7.614989e-02 7.957256e-04 7.419714e-04 -9.585557e-04 7.177965e-12 9.758179e-16 0.000000e+00 5.596784e-14 7.546025e+05
14539 7.609633e-02 7.955983e-04 7.418877e-04 -9.585452e-04 7.174797e-12 9.752543e-16 0.000000e+00 5.593850e-14 7.547209e+05
14540 7.605551e-02 7.954783e-04 7.418023e-04 -9.585106e-04 7.171630e-12 9.746909e-16 0.000000e+00 5.590918e-14 7.548394e+05
