# ell    tt_lensed   ee_lensed   bb_lensed   te_lensed   tt_unlensed ee_unlensed bb_unlensed te_unlensed kk
3940 3.796392e+00 1.134985e-01 8.462740e-03 -1.714053e-01 1.021997e-06 3.374643e-08 0.000000e+00 -6.548310e-08 3.478389e+04
3941 3.789591e+00 1.132068e-01 8.457628e-03 -1.709494e-01 1.019647e-06 3.355012e-08 0.000000e+00 -6.512829e-08 3.480483e+04
3942 3.782786e+00 1.129153e-01 8.452521e-03 -1.704905e-01 1.017281e-06 3.335446e-08 0.000000e+00 -6.476843e-08 3.482579e+04
3943 3.775995e+00 1.126245e-01 8.447418e-03 -1.700293e-01 1.014905e-06 3.315975e-08 0.000000e+00 -6.440380e-08 3.484674e+04
3944 3.769217e+00 1.123345e-01 8.442321e-03 -1.695661e-01 1.012517e-06 3.296600e-08 0.000000e+00 -6.403471e-08 3.486772e+04
3945 3.762439e+00 1.120453e-01 8.437228e-03 -1.691007e-01 1.010113e-06 3.277320e-08 0.000000e+00 -6.366113e-08 3.488869e+04
3946 3.755670e+00 1.117566e-01 8.432140e-03 -1.686330e-01 1.007695e-06 3.258134e-08 0.000000e+00 -6.328307e-08 3.490967e+04
3947 3.748912e+00 1.114692e-01 8.427056e-03 -1.681625e-01 1.005264e-06 3.239073e-08 0.000000e+00 -6.290051e-08 3.493066e+04
3948 3.742164e+00 1.111824e-01 8.421976e-03 -1.676907e-01 1.002819e-06 3.220105e-08 0.000000e+00 -6.251405e-08 3.495166e+04
3949 3.735428e+00 1.108967e-01 8.416899e-03 -1.672165e-01 1.000360e-06 3.201260e-08 0.000000e+00 -6.212338e-08 3.497266e+04
3950 3.728704e+00 1.106113e-01 8.411827e-03 -1.667403e-01 9.978868e-07 3.182509e-08 0.000000e+00 -6.172878e-08 3.499367e+04
3951 3.721986e+00 1.103270e-01 8.406759e-03 -1.662619e-01 9.953973e-07 3.163880e-08 0.000000e+00 -6.133024e-08 3.501469e+04
3952 3.715281e+00 1.100436e-01 8.401695e-03 -1.657811e-01 9.928940e-07 3.145373e-08 0.000000e+00 -6.092776e-08 3.503572e+04
3953 3.708583e+00 1.097604e-01 8.396634e-03 -1.652991e-01 9.903739e-07 3.126958e-08 0.000000e+00 -6.052193e-08 3.505675e+04
3954 3.701906e+00 1.094788e-01 8.391577e-03 -1.648148e-01 9.878429e-07 3.108694e-08 0.000000e+00 -6.011243e-08 3.507779e+04
3955 3.695229e+00 1.091979e-01 8.386523e-03 -1.643280e-01 9.852922e-07 3.090552e-08 0.000000e+00 -5.969925e-08 3.509884e+04
3956 3.688573e+00 1.089178e-01 8.381473e-03 -1.638400e-01 9.827305e-07 3.072529e-08 0.000000e+00 -5.928299e-08 3.511989e+04
3957 3.681923e+00 1.086391e-01 8.376427e-03 -1.633505e-01 9.801521e-07 3.054657e-08 0.000000e+00 -5.886363e-08 3.514096e+04
3958 3.675288e+00 1.083610e-01 8.371385e-03 -1.628599e-01 9.775598e-07 3.036905e-08 0.000000e+00 -5.844146e-08 3.516203e+04
3959 3.668666e+00 1.080842e-01 8.366346e-03 -1.623672e-01 9.749537e-07 3.019302e-08 0.000000e+00 -5.801618e-08 3.518311e+04
3960 3.662057e+00 1.078078e-01 8.361311e-03 -1.618730e-01 9.723339e-07 3.001818e-08 0.000000e+00 -5.758807e-08 3.520419e+04
3961 3.655453e+00 1.075327e-01 8.356279e-03 -1.613776e-01 9.696974e-07 2.984484e-08 0.000000e+00 -5.715743e-08 3.522529e+04
3962 3.648861e+00 1.072587e-01 8.351252e-03 -1.608809e-01 9.670472e-07 2.967297e-08 0.000000e+00 -5.672424e-08 3.524639e+04
3963 3.642279e+00 1.069858e-01 8.346229e-03 -1.603826e-01 9.643834e-07 2.950259e-08 0.000000e+00 -5.628851e-08 3.526750e+04
3964 3.635701e+00 1.067139e-01 8.341210e-03 -1.598839e-01 9.617031e-07 2.933368e-08 0.000000e+00 -5.585081e-08 3.528861e+04
3965 3.629132e+00 1.064430e-01 8.336195e-03 -1.593830e-01 9.590091e-07 2.916626e-08 0.000000e+00 -5.541054e-08 3.530974e+04
3966 3.622571e+00 1.061731e-01 8.331184e-03 -1.588812e-01 9.563017e-07 2.900030e-08 0.000000e+00 -5.496829e-08 3.533087e+04
3967 3.616010e+00 1.059041e-01 8.326178e-03 -1.583789e-01 9.535778e-07 2.883581e-08 0.000000e+00 -5.452435e-08 3.535201e+04
3968 3.609455e+00 1.056366e-01 8.321176e-03 -1.578752e-01 9.508405e-07 2.867308e-08 0.000000e+00 -5.407841e-08 3.537315e+04
3969 3.602897e+00 1.053700e-01 8.316180e-03 -1.573705e-01 9.480868e-07 2.851182e-08 0.000000e+00 -5.363075e-08 3.539430e+04
3970 3.596343e+00 1.051042e-01 8.311188e-03 -1.568652e-01 9.453197e-07 2.835202e-08 0.000000e+00 -5.318167e-08 3.541547e+04
3971 3.589792e+00 1.048398e-01 8.306201e-03 -1.563585e-01 9.425393e-07 2.819397e-08 0.000000e+00 -5.273085e-08 3.543663e+04
3972 3.583241e+00 1.045769e-01 8.301220e-03 -1.558521e-01 9.397457e-07 2.803766e-08 0.000000e+00 -5.227918e-08 3.545781e+04
3973 3.576684e+00 1.043145e-01 8.296243e-03 -1.553445e-01 9.369358e-07 2.788278e-08 0.000000e+00 -5.182606e-08 3.547899e+04
3974 3.570132e+00 1.040535e-01 8.291273e-03 -1.548359e-01 9.341157e-07 2.772961e-08 0.000000e+00 -5.137176e-08 3.550018e+04
3975 3.563571e+00 1.037936e-01 8.286308e-03 -1.543271e-01 9.312794e-07 2.757812e-08 0.000000e+00 -5.091659e-08 3.552138e+04
3976 3.557007e+00 1.035349e-01 8.281348e-03 -1.538184e-01 9.284299e-07 2.742831e-08 0.000000e+00 -5.046083e-08 3.554259e+04
3977 3.550437e+00 1.032773e-01 8.276395e-03 -1.533088e-01 9.255671e-07 2.728018e-08 0.000000e+00 -5.000419e-08 3.556380e+04
3978 3.543862e+00 1.030209e-01 8.271447e-03 -1.527988e-01 9.226912e-07 2.713376e-08 0.000000e+00 -4.954695e-08 3.558502e+04
3979 3.537280e+00 1.027657e-01 8.266506e-03 -1.522890e-01 9.198020e-07 2.698907e-08 0.000000e+00 -4.908940e-08 3.560624e+04
3980 3.530690e+00 1.025116e-01 8.261571e-03 -1.517783e-01 9.168997e-07 2.684609e-08 0.000000e+00 -4.863125e-08 3.562748e+04
3981 3.524092e+00 1.022588e-01 8.256642e-03 -1.512680e-01 9.139841e-07 2.670487e-08 0.000000e+00 -4.817309e-08 3.564872e+04
3982 3.517485e+00 1.020072e-01 8.251719e-03 -1.507578e-01 9.110553e-07 2.656540e-08 0.000000e+00 -4.771489e-08 3.566998e+04
3983 3.510874e+00 1.017568e-01 8.246802e-03 -1.502475e-01 9.081162e-07 2.642767e-08 0.000000e+00 -4.725667e-08 3.569123e+04
3984 3.504253e+00 1.015075e-01 8.241892e-03 -1.497375e-01 9.051639e-07 2.629169e-08 0.000000e+00 -4.679871e-08 3.571250e+04
3985 3.497621e+00 1.012595e-01 8.236988e-03 -1.492269e-01 9.021984e-07 2.615750e-08 0.000000e+00 -4.634071e-08 3.573377e+04
3986 3.490978e+00 1.010128e-01 8.232091e-03 -1.487177e-01 8.992196e-07 2.602509e-08 0.000000e+00 -4.588355e-08 3.575504e+04
3987 3.484330e+00 1.007672e-01 8.227200e-03 -1.482080e-01 8.962306e-07 2.589446e-08 0.000000e+00 -4.542662e-08 3.577634e+04
3988 3.477678e+00 1.005228e-01 8.222315e-03 -1.476985e-01 8.932313e-07 2.576558e-08 0.000000e+00 -4.497023e-08 3.579763e+04
3989 3.471014e+00 1.002798e-01 8.217436e-03 -1.471897e-01 8.902187e-07 2.563854e-08 0.000000e+00 -4.451466e-08 3.581893e+04
3990 3.464338e+00 1.000379e-01 8.212564e-03 -1.466819e-01 8.871929e-07 2.551327e-08 0.000000e+00 -4.406019e-08 3.584024e+04
3991 3.457665e+00 9.979731e-02 8.207697e-03 -1.461743e-01 8.841598e-07 2.538981e-08 0.000000e+00 -4.360653e-08 3.586156e+04
3992 3.450987e+00 9.955794e-02 8.202837e-03 -1.456673e-01 8.811162e-07 2.526815e-08 0.000000e+00 -4.315395e-08 3.588288e+04
3993 3.444305e+00 9.931988e-02 8.197983e-03 -1.451606e-01 8.780623e-07 2.514833e-08 0.000000e+00 -4.270245e-08 3.590422e+04
3994 3.437619e+00 9.908307e-02 8.193134e-03 -1.446556e-01 8.749979e-07 2.503030e-08 0.000000e+00 -4.225260e-08 3.592556e+04
3995 3.430929e+00 9.884756e-02 8.188291e-03 -1.441512e-01 8.719229e-07 2.491411e-08 0.000000e+00 -4.180410e-08 3.594691e+04
3996 3.424242e+00 9.861336e-02 8.183453e-03 -1.436479e-01 8.688402e-07 2.479974e-08 0.000000e+00 -4.135722e-08 3.596826e+04
3997 3.417552e+00 9.838047e-02 8.178621e-03 -1.431455e-01 8.657469e-07 2.468720e-08 0.000000e+00 -4.091196e-08 3.598963e+04
3998 3.410866e+00 9.814881e-02 8.173794e-03 -1.426444e-01 8.626457e-07 2.457646e-08 0.000000e+00 -4.046859e-08 3.601099e+04
3999 3.404185e+00 9.791838e-02 8.168973e-03 -1.421445e-01 8.595367e-07 2.446751e-08 0.000000e+00 -4.002710e-08 3.603237e+04
4000 3.397501e+00 9.768935e-02 8.164156e-03 -1.416454e-01 8.564168e-07 2.436042e-08 0.000000e+00 -3.958748e-08 3.605375e+04
4001 3.390822e+00 9.746157e-02 8.159344e-03 -1.411478e-01 8.532890e-07 2.425512e-08 0.000000e+00 -3.915001e-08 3.607515e+04
4002 3.384149e+00 9.723503e-02 8.154536e-03 -1.406513e-01 8.501530e-07 2.415161e-08 0.000000e+00 -3.871467e-08 3.609655e+04
4003 3.377489e+00 9.700983e-02 8.149733e-03 -1.401557e-01 8.470119e-07 2.404993e-08 0.000000e+00 -3.828146e-08 3.611796e+04
4004 3.370827e+00 9.678589e-02 8.144935e-03 -1.396623e-01 8.438596e-07 2.395003e-08 0.000000e+00 -3.785094e-08 3.613937e+04
4005 3.364179e+00 9.656324e-02 8.140140e-03 -1.391694e-01 8.407020e-07 2.385192e-08 0.000000e+00 -3.742252e-08 3.616079e+04
4006 3.357536e+00 9.634187e-02 8.135350e-03 -1.386790e-01 8.375361e-07 2.375560e-08 0.000000e+00 -3.699705e-08 3.618222e+04
4007 3.350900e+00 9.612180e-02 8.130564e-03 -1.381893e-01 8.343618e-07 2.366107e-08 0.000000e+00 -3.657395e-08 3.620365e+04
4008 3.344285e+00 9.590297e-02 8.125782e-03 -1.377016e-01 8.311849e-07 2.356830e-08 0.000000e+00 -3.615377e-08 3.622510e+04
4009 3.337676e+00 9.568546e-02 8.121003e-03 -1.372150e-01 8.279995e-07 2.347731e-08 0.000000e+00 -3.573623e-08 3.624655e+04
4010 3.331080e+00 9.546923e-02 8.116228e-03 -1.367300e-01 8.248087e-07 2.338808e-08 0.000000e+00 -3.532158e-08 3.626801e+04
4011 3.324490e+00 9.525421e-02 8.111456e-03 -1.362472e-01 8.216094e-07 2.330058e-08 0.000000e+00 -3.491012e-08 3.628948e+04
4012 3.317921e+00 9.504050e-02 8.106688e-03 -1.357656e-01 8.184075e-07 2.321483e-08 0.000000e+00 -3.450155e-08 3.631096e+04
4013 3.311364e+00 9.482803e-02 8.101924e-03 -1.352864e-01 8.152001e-07 2.313080e-08 0.000000e+00 -3.409642e-08 3.633243e+04
4014 3.304819e+00 9.461684e-02 8.097163e-03 -1.348088e-01 8.119872e-07 2.304850e-08 0.000000e+00 -3.369444e-08 3.635393e+04
4015 3.298293e+00 9.440687e-02 8.092405e-03 -1.343326e-01 8.087717e-07 2.296790e-08 0.000000e+00 -3.329560e-08 3.637542e+04
4016 3.291771e+00 9.419822e-02 8.087651e-03 -1.338590e-01 8.055478e-07 2.288902e-08 0.000000e+00 -3.290046e-08 3.639693e+04
4017 3.285274e+00 9.399076e-02 8.082900e-03 -1.333871e-01 8.023243e-07 2.281181e-08 0.000000e+00 -3.250872e-08 3.641844e+04
4018 3.278785e+00 9.378451e-02 8.078152e-03 -1.329168e-01 7.990953e-07 2.273626e-08 0.000000e+00 -3.212036e-08 3.643996e+04
4019 3.272313e+00 9.357951e-02 8.073408e-03 -1.324493e-01 7.958638e-07 2.266238e-08 0.000000e+00 -3.173596e-08 3.646148e+04
4020 3.265854e+00 9.337578e-02 8.068668e-03 -1.319837e-01 7.926296e-07 2.259016e-08 0.000000e+00 -3.135521e-08 3.648302e+04
4021 3.259409e+00 9.317327e-02 8.063930e-03 -1.315199e-01 7.893930e-07 2.251958e-08 0.000000e+00 -3.097810e-08 3.650456e+04
4022 3.252976e+00 9.297201e-02 8.059197e-03 -1.310584e-01 7.861537e-07 2.245063e-08 0.000000e+00 -3.060490e-08 3.652611e+04
4023 3.246561e+00 9.277196e-02 8.054467e-03 -1.305991e-01 7.829148e-07 2.238329e-08 0.000000e+00 -3.023560e-08 3.654766e+04
4024 3.240155e+00 9.257314e-02 8.049741e-03 -1.301419e-01 7.796734e-07 2.231755e-08 0.000000e+00 -2.987019e-08 3.656923e+04
4025 3.233764e+00 9.237552e-02 8.045019e-03 -1.296872e-01 7.764323e-07 2.225339e-08 0.000000e+00 -2.950894e-08 3.659080e+04
4026 3.227387e+00 9.217905e-02 8.040301e-03 -1.292349e-01 7.731915e-07 2.219078e-08 0.000000e+00 -2.915185e-08 3.661239e+04
4027 3.221014e+00 9.198377e-02 8.035587e-03 -1.287850e-01 7.699481e-07 2.212972e-08 0.000000e+00 -2.879891e-08 3.663397e+04
4028 3.214658e+00 9.178972e-02 8.030877e-03 -1.283381e-01 7.667078e-07 2.207020e-08 0.000000e+00 -2.845041e-08 3.665557e+04
4029 3.208311e+00 9.159685e-02 8.026171e-03 -1.278928e-01 7.634677e-07 2.201220e-08 0.000000e+00 -2.810585e-08 3.667717e+04
4030 3.201963e+00 9.140505e-02 8.021470e-03 -1.274503e-01 7.602249e-07 2.195567e-08 0.000000e+00 -2.776578e-08 3.669878e+04
4031 3.195627e+00 9.121451e-02 8.016774e-03 -1.270105e-01 7.569852e-07 2.190066e-08 0.000000e+00 -2.743014e-08 3.672039e+04
4032 3.189302e+00 9.102505e-02 8.012082e-03 -1.265732e-01 7.537485e-07 2.184708e-08 0.000000e+00 -2.709895e-08 3.674201e+04
4033 3.182979e+00 9.083671e-02 8.007395e-03 -1.261387e-01 7.505118e-07 2.179493e-08 0.000000e+00 -2.677228e-08 3.676365e+04
4034 3.176663e+00 9.064952e-02 8.002713e-03 -1.257067e-01 7.472781e-07 2.174422e-08 0.000000e+00 -2.645014e-08 3.678528e+04
4035 3.170352e+00 9.046345e-02 7.998036e-03 -1.252776e-01 7.440472e-07 2.169492e-08 0.000000e+00 -2.613262e-08 3.680694e+04
4036 3.164046e+00 9.027855e-02 7.993364e-03 -1.248512e-01 7.408193e-07 2.164703e-08 0.000000e+00 -2.581975e-08 3.682859e+04
4037 3.157735e+00 9.009471e-02 7.988698e-03 -1.244276e-01 7.375912e-07 2.160048e-08 0.000000e+00 -2.551156e-08 3.685025e+04
4038 3.151432e+00 8.991198e-02 7.984037e-03 -1.240069e-01 7.343689e-07 2.155529e-08 0.000000e+00 -2.520812e-08 3.687192e+04
4039 3.145137e+00 8.973031e-02 7.979381e-03 -1.235890e-01 7.311521e-07 2.151141e-08 0.000000e+00 -2.490943e-08 3.689360e+04
4040 3.138840e+00 8.954969e-02 7.974731e-03 -1.231739e-01 7.279381e-07 2.146884e-08 0.000000e+00 -2.461553e-08 3.691528e+04
4041 3.132541e+00 8.937009e-02 7.970087e-03 -1.227619e-01 7.247267e-07 2.142752e-08 0.000000e+00 -2.432650e-08 3.693697e+04
4042 3.126252e+00 8.919162e-02 7.965448e-03 -1.223528e-01 7.215237e-07 2.138751e-08 0.000000e+00 -2.404232e-08 3.695867e+04
4043 3.119959e+00 8.901411e-02 7.960815e-03 -1.219467e-01 7.183233e-07 2.134870e-08 0.000000e+00 -2.376309e-08 3.698038e+04
4044 3.113668e+00 8.883762e-02 7.956187e-03 -1.215436e-01 7.151282e-07 2.131111e-08 0.000000e+00 -2.348876e-08 3.700209e+04
4045 3.107378e+00 8.866210e-02 7.951566e-03 -1.211436e-01 7.119385e-07 2.127470e-08 0.000000e+00 -2.321940e-08 3.702381e+04
4046 3.101087e+00 8.848762e-02 7.946950e-03 -1.207467e-01 7.087539e-07 2.123948e-08 0.000000e+00 -2.295504e-08 3.704554e+04
4047 3.094803e+00 8.831416e-02 7.942339e-03 -1.203528e-01 7.055775e-07 2.120541e-08 0.000000e+00 -2.269567e-08 3.706728e+04
4048 3.088518e+00 8.814167e-02 7.937735e-03 -1.199620e-01 7.024061e-07 2.117247e-08 0.000000e+00 -2.244132e-08 3.708902e+04
4049 3.082246e+00 8.797008e-02 7.933136e-03 -1.195744e-01 6.992455e-07 2.114061e-08 0.000000e+00 -2.219206e-08 3.711078e+04
4050 3.075972e+00 8.779958e-02 7.928542e-03 -1.191899e-01 6.960898e-07 2.110988e-08 0.000000e+00 -2.194785e-08 3.713253e+04
4051 3.069703e+00 8.763000e-02 7.923955e-03 -1.188086e-01 6.929419e-07 2.108020e-08 0.000000e+00 -2.170870e-08 3.715430e+04
4052 3.063439e+00 8.746131e-02 7.919372e-03 -1.184304e-01 6.898017e-07 2.105154e-08 0.000000e+00 -2.147466e-08 3.717607e+04
4053 3.057179e+00 8.729365e-02 7.914795e-03 -1.180555e-01 6.866691e-07 2.102393e-08 0.000000e+00 -2.124573e-08 3.719786e+04
4054 3.050930e+00 8.712684e-02 7.910224e-03 -1.176837e-01 6.835469e-07 2.099728e-08 0.000000e+00 -2.102188e-08 3.721964e+04
4055 3.044686e+00 8.696095e-02 7.905657e-03 -1.173152e-01 6.804321e-07 2.097160e-08 0.000000e+00 -2.080320e-08 3.724144e+04
4056 3.038454e+00 8.679595e-02 7.901096e-03 -1.169498e-01 6.773276e-07 2.094686e-08 0.000000e+00 -2.058959e-08 3.726324e+04
4057 3.032226e+00 8.663189e-02 7.896540e-03 -1.165878e-01 6.742304e-07 2.092307e-08 0.000000e+00 -2.038117e-08 3.728506e+04
4058 3.026009e+00 8.646861e-02 7.891988e-03 -1.162290e-01 6.711434e-07 2.090013e-08 0.000000e+00 -2.017786e-08 3.730687e+04
4059 3.019812e+00 8.630623e-02 7.887441e-03 -1.158733e-01 6.680692e-07 2.087808e-08 0.000000e+00 -1.997967e-08 3.732871e+04
4060 3.013619e+00 8.614475e-02 7.882899e-03 -1.155210e-01 6.650022e-07 2.085689e-08 0.000000e+00 -1.978662e-08 3.735054e+04
4061 3.007439e+00 8.598406e-02 7.878362e-03 -1.151719e-01 6.619452e-07 2.083650e-08 0.000000e+00 -1.959869e-08 3.737238e+04
4062 3.001278e+00 8.582422e-02 7.873828e-03 -1.148259e-01 6.589010e-07 2.081693e-08 0.000000e+00 -1.941586e-08 3.739423e+04
4063 2.995130e+00 8.566515e-02 7.869299e-03 -1.144832e-01 6.558668e-07 2.079810e-08 0.000000e+00 -1.923813e-08 3.741609e+04
4064 2.989002e+00 8.550689e-02 7.864775e-03 -1.141438e-01 6.528453e-07 2.078004e-08 0.000000e+00 -1.906552e-08 3.743795e+04
4065 2.982894e+00 8.534944e-02 7.860254e-03 -1.138076e-01 6.498366e-07 2.076270e-08 0.000000e+00 -1.889797e-08 3.745983e+04
4066 2.976799e+00 8.519277e-02 7.855737e-03 -1.134746e-01 6.468378e-07 2.074606e-08 0.000000e+00 -1.873551e-08 3.748170e+04
4067 2.970724e+00 8.503687e-02 7.851224e-03 -1.131448e-01 6.438517e-07 2.073009e-08 0.000000e+00 -1.857810e-08 3.750359e+04
4068 2.964670e+00 8.488172e-02 7.846715e-03 -1.128182e-01 6.408782e-07 2.071478e-08 0.000000e+00 -1.842571e-08 3.752548e+04
4069 2.958628e+00 8.472723e-02 7.842209e-03 -1.124949e-01 6.379147e-07 2.070006e-08 0.000000e+00 -1.827836e-08 3.754739e+04
4070 2.952614e+00 8.457353e-02 7.837707e-03 -1.121747e-01 6.349666e-07 2.068597e-08 0.000000e+00 -1.813601e-08 3.756930e+04
4071 2.946619e+00 8.442053e-02 7.833209e-03 -1.118578e-01 6.320311e-07 2.067245e-08 0.000000e+00 -1.799865e-08 3.759122e+04
4072 2.940652e+00 8.426821e-02 7.828714e-03 -1.115441e-01 6.291111e-07 2.065947e-08 0.000000e+00 -1.786628e-08 3.761314e+04
4073 2.934696e+00 8.411656e-02 7.824222e-03 -1.112335e-01 6.262008e-07 2.064701e-08 0.000000e+00 -1.773881e-08 3.763507e+04
4074 2.928774e+00 8.396556e-02 7.819734e-03 -1.109261e-01 6.233088e-07 2.063505e-08 0.000000e+00 -1.761625e-08 3.765701e+04
4075 2.922869e+00 8.381527e-02 7.815249e-03 -1.106218e-01 6.204292e-07 2.062358e-08 0.000000e+00 -1.749855e-08 3.767896e+04
4076 2.916982e+00 8.366566e-02 7.810768e-03 -1.103205e-01 6.175622e-07 2.061258e-08 0.000000e+00 -1.738566e-08 3.770091e+04
4077 2.911127e+00 8.351665e-02 7.806290e-03 -1.100223e-01 6.147133e-07 2.060199e-08 0.000000e+00 -1.727759e-08 3.772288e+04
4078 2.905288e+00 8.336821e-02 7.801815e-03 -1.097273e-01 6.118769e-07 2.059179e-08 0.000000e+00 -1.717431e-08 3.774484e+04
4079 2.899479e+00 8.322047e-02 7.797344e-03 -1.094353e-01 6.090585e-07 2.058200e-08 0.000000e+00 -1.707575e-08 3.776682e+04
4080 2.893684e+00 8.307333e-02 7.792876e-03 -1.091464e-01 6.062524e-07 2.057258e-08 0.000000e+00 -1.698192e-08 3.778880e+04
4081 2.887917e+00 8.292670e-02 7.788412e-03 -1.088606e-01 6.034644e-07 2.056345e-08 0.000000e+00 -1.689277e-08 3.781080e+04
4082 2.882170e+00 8.278070e-02 7.783951e-03 -1.085778e-01 6.006915e-07 2.055466e-08 0.000000e+00 -1.680826e-08 3.783279e+04
4083 2.876449e+00 8.263515e-02 7.779494e-03 -1.082982e-01 5.979364e-07 2.054612e-08 0.000000e+00 -1.672838e-08 3.785481e+04
4084 2.870738e+00 8.249020e-02 7.775040e-03 -1.080216e-01 5.951937e-07 2.053786e-08 0.000000e+00 -1.665308e-08 3.787682e+04
4085 2.865051e+00 8.234580e-02 7.770591e-03 -1.077481e-01 5.924687e-07 2.052984e-08 0.000000e+00 -1.658233e-08 3.789884e+04
4086 2.859386e+00 8.220180e-02 7.766145e-03 -1.074776e-01 5.897616e-07 2.052200e-08 0.000000e+00 -1.651607e-08 3.792087e+04
4087 2.853743e+00 8.205839e-02 7.761703e-03 -1.072102e-01 5.870722e-07 2.051438e-08 0.000000e+00 -1.645429e-08 3.794291e+04
4088 2.848113e+00 8.191539e-02 7.757265e-03 -1.069459e-01 5.843977e-07 2.050690e-08 0.000000e+00 -1.639693e-08 3.796495e+04
4089 2.842495e+00 8.177286e-02 7.752831e-03 -1.066845e-01 5.817381e-07 2.049957e-08 0.000000e+00 -1.634391e-08 3.798701e+04
4090 2.836901e+00 8.163078e-02 7.748401e-03 -1.064261e-01 5.790989e-07 2.049235e-08 0.000000e+00 -1.629522e-08 3.800906e+04
4091 2.831318e+00 8.148911e-02 7.743976e-03 -1.061707e-01 5.764746e-07 2.048522e-08 0.000000e+00 -1.625079e-08 3.803113e+04
4092 2.825757e+00 8.134784e-02 7.739555e-03 -1.059182e-01 5.738706e-07 2.047815e-08 0.000000e+00 -1.621060e-08 3.805320e+04
4093 2.820203e+00 8.120701e-02 7.735138e-03 -1.056686e-01 5.712814e-07 2.047115e-08 0.000000e+00 -1.617455e-08 3.807529e+04
4094 2.814671e+00 8.106660e-02 7.730726e-03 -1.054221e-01 5.687124e-07 2.046418e-08 0.000000e+00 -1.614266e-08 3.809737e+04
4095 2.809151e+00 8.092651e-02 7.726319e-03 -1.051783e-01 5.661609e-07 2.045720e-08 0.000000e+00 -1.611481e-08 3.811947e+04
4096 2.803643e+00 8.078678e-02 7.721916e-03 -1.049375e-01 5.636268e-07 2.045020e-08 0.000000e+00 -1.609098e-08 3.814157e+04
4097 2.798145e+00 8.064747e-02 7.717518e-03 -1.046995e-01 5.611100e-07 2.044318e-08 0.000000e+00 -1.607111e-08 3.816369e+04
4098 2.792665e+00 8.050847e-02 7.713125e-03 -1.044642e-01 5.586133e-07 2.043610e-08 0.000000e+00 -1.605512e-08 3.818581e+04
4099 2.787194e+00 8.036977e-02 7.708737e-03 -1.042319e-01 5.561340e-07 2.042892e-08 0.000000e+00 -1.604301e-08 3.820794e+04
4100 2.781731e+00 8.023146e-02 7.704354e-03 -1.040024e-01 5.536718e-07 2.042168e-08 0.000000e+00 -1.603468e-08 3.823007e+04
4101 2.776284e+00 8.009340e-02 7.699977e-03 -1.037756e-01 5.512296e-07 2.041428e-08 0.000000e+00 -1.603010e-08 3.825222e+04
4102 2.770845e+00 7.995561e-02 7.695604e-03 -1.035516e-01 5.488045e-07 2.040674e-08 0.000000e+00 -1.602919e-08 3.827436e+04
4103 2.765419e+00 7.981814e-02 7.691236e-03 -1.033303e-01 5.463994e-07 2.039906e-08 0.000000e+00 -1.603189e-08 3.829653e+04
4104 2.760008e+00 7.968090e-02 7.686873e-03 -1.031118e-01 5.440140e-07 2.039118e-08 0.000000e+00 -1.603815e-08 3.831869e+04
4105 2.754604e+00 7.954392e-02 7.682516e-03 -1.028959e-01 5.416457e-07 2.038310e-08 0.000000e+00 -1.604792e-08 3.834087e+04
4106 2.749213e+00 7.940718e-02 7.678163e-03 -1.026828e-01 5.392971e-07 2.037480e-08 0.000000e+00 -1.606115e-08 3.836304e+04
4107 2.743829e+00 7.927065e-02 7.673816e-03 -1.024722e-01 5.369654e-07 2.036625e-08 0.000000e+00 -1.607773e-08 3.838523e+04
4108 2.738465e+00 7.913429e-02 7.669474e-03 -1.022643e-01 5.346561e-07 2.035743e-08 0.000000e+00 -1.609763e-08 3.840743e+04
4109 2.733108e+00 7.899822e-02 7.665137e-03 -1.020589e-01 5.323637e-07 2.034836e-08 0.000000e+00 -1.612077e-08 3.842963e+04
4110 2.727765e+00 7.886234e-02 7.660805e-03 -1.018561e-01 5.300908e-07 2.033899e-08 0.000000e+00 -1.614710e-08 3.845184e+04
4111 2.722436e+00 7.872669e-02 7.656478e-03 -1.016557e-01 5.278374e-07 2.032932e-08 0.000000e+00 -1.617648e-08 3.847406e+04
4112 2.717122e+00 7.859123e-02 7.652156e-03 -1.014577e-01 5.256036e-07 2.031933e-08 0.000000e+00 -1.620892e-08 3.849628e+04
4113 2.711822e+00 7.845593e-02 7.647838e-03 -1.012621e-01 5.233893e-07 2.030900e-08 0.000000e+00 -1.624430e-08 3.851852e+04
4114 2.706538e+00 7.832091e-02 7.643526e-03 -1.010689e-01 5.211944e-07 2.029834e-08 0.000000e+00 -1.628259e-08 3.854076e+04
4115 2.701270e+00 7.818605e-02 7.639218e-03 -1.008780e-01 5.190190e-07 2.028731e-08 0.000000e+00 -1.632366e-08 3.856301e+04
4116 2.696018e+00 7.805133e-02 7.634915e-03 -1.006894e-01 5.168630e-07 2.027589e-08 0.000000e+00 -1.636752e-08 3.858526e+04
4117 2.690783e+00 7.791677e-02 7.630617e-03 -1.005030e-01 5.147265e-07 2.026407e-08 0.000000e+00 -1.641404e-08 3.860753e+04
4118 2.685565e+00 7.778242e-02 7.626323e-03 -1.003188e-01 5.126093e-07 2.025185e-08 0.000000e+00 -1.646318e-08 3.862979e+04
4119 2.680366e+00 7.764809e-02 7.622033e-03 -1.001368e-01 5.105115e-07 2.023916e-08 0.000000e+00 -1.651488e-08 3.865208e+04
4120 2.675185e+00 7.751397e-02 7.617748e-03 -9.995692e-02 5.084331e-07 2.022605e-08 0.000000e+00 -1.656904e-08 3.867436e+04
