,index,ra_deg,dec_deg,redshift,1.4GHz_flux,30GHz_flux,90GHz_flux,148GHz_flux,219GHz_flux,277GHz_flux,350GHz_flux
730,730,6.885104,6.155785,0.81280,5.96053e-02,4.89806e-03,2.03374e-03,1.36609e-03,9.98467e-04,8.27380e-04,6.86175e-04
731,731,6.877316,6.158590,0.81280,1.30572e-01,1.25623e-02,4.84699e-03,3.15404e-03,2.27372e-03,1.87605e-03,1.55226e-03
732,732,6.376649,6.132142,0.81380,6.23961e-02,5.27138e-03,2.16217e-03,1.45172e-03,1.06100e-03,8.79196e-04,7.29146e-04
733,733,6.403426,6.125247,0.81380,6.10647e-02,5.21797e-03,2.15919e-03,1.45022e-03,1.05994e-03,8.78322e-04,7.28422e-04
734,734,5.237910,6.150599,0.81250,5.87880e-02,5.71282e-03,2.26751e-03,1.46397e-03,1.04517e-03,8.58163e-04,7.07524e-04
735,735,5.225762,6.162279,0.81250,7.90597e-02,6.80762e-03,2.82470e-03,1.89737e-03,1.38678e-03,1.14915e-03,9.53032e-04
736,736,5.223859,6.157141,0.81250,1.57315e-01,1.33610e-02,5.54411e-03,3.72405e-03,2.72189e-03,2.25549e-03,1.87056e-03
737,737,6.968023,7.169793,0.81280,9.87230e-02,8.66784e-03,3.55654e-03,2.37595e-03,1.73252e-03,1.43464e-03,1.18935e-03
738,738,6.978041,7.166952,0.81280,5.30953e-01,4.55033e-02,1.88607e-02,1.26685e-02,9.25932e-03,7.67274e-03,6.36326e-03
739,739,6.542750,4.968789,0.81780,5.22445e-02,4.99306e-03,1.96936e-03,1.27855e-03,9.21141e-04,7.60240e-04,6.29277e-04
740,740,6.545563,4.959498,0.81780,7.82242e-02,6.83683e-03,2.78899e-03,1.87129e-03,1.36754e-03,1.13320e-03,9.39802e-04
741,741,6.558745,4.834433,0.81610,2.81115e-01,2.41456e-02,1.00253e-02,6.73410e-03,4.92191e-03,4.07855e-03,3.38248e-03
742,742,6.555938,4.839163,0.81610,9.51201e-02,8.09731e-03,3.34380e-03,2.24550e-03,1.64116e-03,1.35994e-03,1.12785e-03
743,743,6.561985,4.841108,0.81610,2.27561e-01,2.01490e-02,8.21080e-03,5.47615e-03,3.99234e-03,3.30611e-03,2.74105e-03
744,744,6.848968,5.102697,0.81580,3.90675e+00,3.53176e-01,1.40250e-01,9.32984e-02,6.80137e-02,5.63292e-02,4.67058e-02
745,745,6.759616,5.016396,0.81880,5.96861e-01,7.34752e-02,2.31544e-02,1.41917e-02,1.00655e-02,8.28175e-03,6.84737e-03
746,746,5.599786,5.722044,0.81640,5.32009e-02,4.57482e-03,1.89932e-03,1.27580e-03,9.32475e-04,7.72696e-04,6.40823e-04
747,747,5.598979,5.714778,0.81640,1.15167e-01,2.60131e-02,2.17573e-02,1.60153e-02,1.08422e-02,8.01802e-03,5.65140e-03
748,748,5.600663,5.713363,0.81640,2.20755e-01,1.86148e-02,7.71580e-03,5.18269e-03,3.78799e-03,3.13892e-03,2.60321e-03
749,749,5.602396,5.725929,0.81640,2.18684e+00,1.78664e-01,7.37524e-02,4.95331e-02,3.62029e-02,2.99995e-02,2.48796e-02
750,750,6.800312,6.448491,0.81640,7.13462e-02,7.51421e-03,2.71866e-03,1.71956e-03,1.22399e-03,1.00589e-03,8.30459e-04
751,751,6.796571,6.448812,0.81640,6.61789e-02,7.93320e-03,2.57200e-03,1.59793e-03,1.14222e-03,9.42227e-04,7.80086e-04
752,752,6.327867,5.754469,0.81910,1.50142e-01,1.75872e-02,5.70509e-03,3.49602e-03,2.46198e-03,2.01798e-03,1.66413e-03
753,753,6.338635,5.743567,0.81910,1.15550e-01,8.68601e-03,3.59507e-03,2.41484e-03,1.76499e-03,1.46256e-03,1.21295e-03
754,754,6.326788,5.755476,0.81910,6.67080e-02,4.85339e-03,1.93260e-03,1.29582e-03,9.46874e-04,7.84603e-04,6.50691e-04
755,755,7.132554,6.632795,0.81510,7.21317e-02,6.20123e-03,2.57459e-03,1.72939e-03,1.26400e-03,1.04741e-03,8.68654e-04
756,756,7.136916,6.626097,0.81510,7.16717e-02,6.18727e-03,2.52646e-03,1.69505e-03,1.23868e-03,1.02640e-03,8.51226e-04
757,757,7.130601,6.632161,0.81510,3.45717e+00,2.97703e-01,1.23583e-01,8.30119e-02,6.06728e-02,5.02765e-02,4.16960e-02
758,758,7.156546,6.364465,0.81480,8.72379e+00,7.43932e-01,3.08858e-01,2.07464e-01,1.51634e-01,1.25652e-01,1.04207e-01
759,759,5.682035,6.670224,0.82270,6.68050e-02,5.65709e-03,2.31366e-03,1.55308e-03,1.13505e-03,9.40548e-04,7.80027e-04
760,760,5.695681,5.449126,0.82240,6.58578e-02,5.74029e-03,2.35808e-03,1.58035e-03,1.15438e-03,9.56464e-04,7.93191e-04
761,761,6.845767,6.611356,0.82510,6.88199e-02,5.99117e-03,2.44760e-03,1.64122e-03,1.19917e-03,9.93646e-04,8.24051e-04
762,762,6.832454,6.594239,0.82510,7.36626e-02,6.31002e-03,2.61955e-03,1.75959e-03,1.28607e-03,1.06570e-03,8.83825e-04
763,763,5.363319,5.808181,0.82070,4.21207e-01,3.52766e-02,1.46399e-02,9.83384e-03,7.18749e-03,5.95592e-03,4.93944e-03
764,764,7.093525,5.160258,0.82870,6.60657e-02,5.97692e-03,2.34288e-03,1.56758e-03,1.14522e-03,9.48949e-04,7.86988e-04
765,765,7.082694,5.152916,0.82870,9.87197e-02,8.61521e-03,3.52372e-03,2.36227e-03,1.72588e-03,1.43006e-03,1.18597e-03
766,766,7.079626,5.148709,0.82870,1.72236e-01,1.47332e-02,6.11774e-03,4.10938e-03,3.00352e-03,2.48887e-03,2.06410e-03
767,767,7.024370,6.435668,0.82710,2.53638e-01,2.24545e-02,9.16346e-03,6.10663e-03,4.44732e-03,3.68098e-03,3.05077e-03
768,768,7.014370,6.441225,0.82710,9.93792e-02,8.56044e-03,3.55143e-03,2.38544e-03,1.74350e-03,1.44475e-03,1.19818e-03
769,769,7.017308,6.433737,0.82710,6.12849e-02,5.65639e-03,2.20207e-03,1.46042e-03,1.06410e-03,8.81246e-04,7.30691e-04
770,770,7.022873,6.437913,0.82710,2.06725e-01,1.76690e-02,7.33683e-03,4.92825e-03,3.60203e-03,2.98482e-03,2.47541e-03
771,771,6.007070,5.292430,0.82970,1.26034e-01,1.13167e-02,4.55443e-03,3.02315e-03,2.19800e-03,1.81823e-03,1.50642e-03
772,772,6.008888,5.296607,0.82970,8.40137e-02,7.24637e-03,2.97227e-03,1.99467e-03,1.45768e-03,1.20788e-03,1.00173e-03
773,773,6.007704,5.291900,0.82970,2.12427e-01,1.81388e-02,7.52783e-03,5.05652e-03,3.69578e-03,3.06251e-03,2.53984e-03
774,774,5.869506,5.015623,0.82840,8.38124e-02,6.56723e-03,2.68670e-03,1.80439e-03,1.31881e-03,1.09283e-03,9.06322e-04
775,775,5.874784,5.013369,0.82840,5.84557e-02,4.98894e-03,2.05993e-03,1.38346e-03,1.01115e-03,8.37885e-04,6.94887e-04
776,776,5.868584,5.021247,0.82840,2.43181e-01,1.99238e-02,8.27166e-03,5.55619e-03,4.06098e-03,3.36514e-03,2.79082e-03
777,777,5.868394,5.019429,0.82840,1.33933e-01,1.29515e-02,5.43160e-03,3.52903e-03,2.49539e-03,2.03003e-03,1.65778e-03
778,778,6.930853,5.060795,0.83550,2.00378e-01,1.72374e-02,7.15755e-03,4.80783e-03,3.51401e-03,2.91189e-03,2.41493e-03
779,779,6.925333,5.070687,0.83550,6.29858e-02,5.39563e-03,2.24023e-03,1.50480e-03,1.09985e-03,9.11388e-04,7.55845e-04
780,780,6.699562,4.806327,0.83240,5.21424e-02,5.40793e-03,2.58154e-03,1.69645e-03,1.16473e-03,9.19124e-04,7.25121e-04
781,781,6.701689,4.811588,0.83240,6.30551e-02,5.18964e-03,2.14808e-03,1.44285e-03,1.05457e-03,8.73869e-04,7.24729e-04
782,782,6.048290,4.953438,0.83070,1.37784e-01,1.20312e-02,4.89691e-03,3.28376e-03,2.39946e-03,1.98825e-03,1.64891e-03
783,783,6.048050,4.972428,0.83070,6.50037e-02,5.31755e-03,2.20313e-03,1.47987e-03,1.08162e-03,8.96289e-04,7.43322e-04
784,784,6.288969,4.923703,0.83210,6.32170e-02,4.77465e-03,1.98231e-03,1.33154e-03,9.73217e-04,8.06457e-04,6.68822e-04
785,785,5.166538,6.574443,0.83650,6.54484e-02,5.42023e-03,2.24566e-03,1.50843e-03,1.10250e-03,9.13586e-04,7.57668e-04
786,786,5.165971,6.574041,0.83650,6.81646e-02,5.84519e-03,2.42711e-03,1.63032e-03,1.19159e-03,9.87414e-04,8.18896e-04
787,787,6.875714,5.584766,0.83920,7.90032e-02,4.85911e-03,1.91173e-03,1.28329e-03,9.37918e-04,7.77205e-04,6.44562e-04
788,788,5.254431,6.112008,0.83920,8.67309e-02,8.47407e-03,3.30901e-03,2.13530e-03,1.52843e-03,1.25722e-03,1.03810e-03
789,789,7.097106,6.158893,0.84260,6.90686e-02,5.66589e-03,2.31950e-03,1.55795e-03,1.13869e-03,9.43577e-04,7.82540e-04
790,790,7.098984,6.182524,0.84260,1.32285e-01,1.13155e-02,4.69714e-03,3.15513e-03,2.30606e-03,1.91092e-03,1.58479e-03
791,791,7.013902,6.100661,0.84560,6.30085e-02,5.48793e-03,2.25334e-03,1.51138e-03,1.10436e-03,9.15096e-04,7.58911e-04
792,792,6.982783,5.690717,0.84460,1.36234e-01,1.16194e-02,4.82082e-03,3.23819e-03,2.36677e-03,1.96122e-03,1.62651e-03
793,793,6.981182,5.683895,0.84460,2.63811e-01,2.24661e-02,9.31058e-03,6.25386e-03,4.57090e-03,3.78768e-03,3.14125e-03
794,794,6.623991,5.980476,0.84190,2.79586e-01,2.27295e-02,9.42984e-03,6.33415e-03,4.62959e-03,3.83631e-03,3.18158e-03
795,795,6.623935,5.949825,0.84190,1.82354e-01,1.58642e-02,6.53086e-03,4.37933e-03,3.19956e-03,2.65114e-03,2.19862e-03
796,796,6.932879,5.313464,0.84830,5.97446e-02,4.80701e-03,1.99552e-03,1.34042e-03,9.79703e-04,8.11831e-04,6.73279e-04
797,797,6.925348,5.312381,0.84830,9.27997e-02,7.98212e-03,3.31435e-03,2.22630e-03,1.62719e-03,1.34837e-03,1.11825e-03
798,798,7.018682,6.050903,0.84660,1.14362e-01,9.56286e-03,3.96898e-03,2.66602e-03,1.94857e-03,1.61469e-03,1.33911e-03
799,799,7.013067,6.050433,0.84660,5.14124e-02,4.89196e-03,1.88245e-03,1.23460e-03,8.95300e-04,7.40480e-04,6.13589e-04
800,800,7.014993,6.053479,0.84660,1.33928e+01,1.14990e+00,4.77130e-01,3.20493e-01,2.34246e-01,1.94108e-01,1.60981e-01
801,801,6.990484,5.728811,0.84900,6.57021e-02,5.59787e-03,2.29133e-03,1.53710e-03,1.12315e-03,9.30655e-04,7.71809e-04
802,802,6.967676,5.738582,0.84900,5.16194e-02,4.43864e-03,1.84002e-03,1.23595e-03,9.03344e-04,7.48556e-04,6.20803e-04
803,803,7.048446,5.865881,0.84770,1.10740e-01,9.17183e-03,3.80825e-03,2.55806e-03,1.86967e-03,1.54930e-03,1.28489e-03
804,804,7.076892,5.860298,0.84770,1.22072e-01,1.04763e-02,4.34569e-03,2.91905e-03,2.13351e-03,1.76794e-03,1.46621e-03
805,805,7.054063,5.875772,0.84770,6.42967e-02,5.52570e-03,2.29442e-03,1.54119e-03,1.12645e-03,9.33431e-04,7.74126e-04
806,806,7.086694,5.570807,0.84870,8.66495e-02,1.54030e-02,1.49497e-03,7.30056e-04,5.03290e-04,4.13803e-04,3.42431e-04
807,807,7.097881,5.569046,0.84870,5.66935e-02,4.82219e-03,1.96674e-03,1.31936e-03,9.64095e-04,7.98870e-04,6.62522e-04
808,808,5.314268,6.875972,0.85070,6.71413e-02,5.76872e-03,2.39320e-03,1.60751e-03,1.17492e-03,9.73597e-04,8.07437e-04
809,809,5.313030,6.875179,0.85070,7.19951e-02,6.15467e-03,2.55556e-03,1.71661e-03,1.25466e-03,1.03967e-03,8.62234e-04
810,810,5.313434,6.876163,0.85070,1.16247e-01,9.74984e-03,3.79946e-03,2.54766e-03,1.86182e-03,1.54278e-03,1.27948e-03
811,811,5.307979,6.871626,0.85070,5.43344e-02,4.67259e-03,1.92740e-03,1.29406e-03,9.45748e-04,7.83686e-04,6.49935e-04
812,812,5.313730,6.877815,0.85070,2.17833e-01,1.85437e-02,7.60436e-03,5.10280e-03,3.72889e-03,3.08985e-03,2.56248e-03
813,813,7.049323,5.619230,0.84940,9.01020e-02,7.74032e-03,3.21365e-03,2.15866e-03,1.57775e-03,1.30740e-03,1.08427e-03
814,814,7.037001,5.622150,0.84940,5.45823e-02,4.73765e-03,1.95232e-03,1.31020e-03,9.57470e-04,7.93392e-04,6.57983e-04
815,815,7.037944,5.623811,0.84940,1.19641e-01,1.00773e-02,4.17713e-03,2.80582e-03,2.05075e-03,1.69936e-03,1.40933e-03
816,816,4.820645,6.524261,0.84770,1.49812e-01,1.29075e-02,5.32625e-03,3.57674e-03,2.61414e-03,2.16620e-03,1.79650e-03
817,817,6.877925,5.679908,0.85310,1.05485e-01,9.06512e-03,3.76400e-03,2.52833e-03,1.84794e-03,1.53130e-03,1.26996e-03
818,818,5.254431,6.402325,0.85140,6.64504e-02,5.36853e-03,2.20753e-03,1.48278e-03,1.08375e-03,8.98050e-04,7.44783e-04
819,819,5.261833,6.400008,0.85140,5.15595e-01,4.44206e-02,1.83967e-02,1.23548e-02,9.02972e-03,7.48244e-03,6.20543e-03
820,820,5.680166,6.526067,0.85420,6.09958e-02,5.15996e-03,2.14243e-03,1.43910e-03,1.05183e-03,8.71600e-04,7.22847e-04
821,821,5.685938,6.525603,0.85420,5.71312e-02,4.92127e-03,2.04005e-03,1.37023e-03,1.00149e-03,8.29883e-04,6.88250e-04
822,822,7.010613,5.468730,0.85140,8.06029e-02,6.92717e-03,2.87548e-03,1.93150e-03,1.41172e-03,1.16982e-03,9.70173e-04
823,823,7.021494,5.466942,0.85140,7.24723e-02,1.52000e-02,1.50223e-02,1.24434e-02,9.33059e-03,7.33816e-03,5.47868e-03
824,824,6.950269,5.154218,0.85590,8.11333e-02,6.75636e-03,2.80248e-03,1.88246e-03,1.37587e-03,1.14012e-03,9.45539e-04
825,825,6.951386,5.152204,0.85590,9.87971e-02,1.12466e-01,1.01043e-01,7.37024e-02,4.95045e-02,3.63636e-02,2.53073e-02
826,826,6.955283,5.145054,0.85590,6.70449e-02,5.72780e-03,2.37827e-03,1.59752e-03,1.16762e-03,9.67547e-04,8.02420e-04
827,827,6.956284,5.150630,0.85590,2.30434e-01,1.98612e-02,8.23352e-03,5.52992e-03,4.04171e-03,3.34916e-03,2.77757e-03
828,828,6.024286,6.984269,0.85310,8.51146e-01,7.57846e-02,3.00342e-02,2.01178e-02,1.46994e-02,1.21803e-02,1.01014e-02
829,829,6.637646,4.801701,0.85140,2.05402e-01,1.63806e-02,6.73769e-03,4.52564e-03,3.30776e-03,2.74098e-03,2.27318e-03
830,830,6.948061,5.061708,0.85660,3.30169e-01,3.45134e-02,1.55604e-02,1.00564e-02,6.91894e-03,5.50199e-03,4.38751e-03
831,831,5.799999,5.156297,0.86000,5.94951e-02,5.06734e-03,2.10409e-03,1.41335e-03,1.03301e-03,8.56001e-04,7.09911e-04
832,832,6.487400,5.518991,0.85760,1.99545e-01,1.64713e-02,6.80979e-03,4.57403e-03,3.34312e-03,2.77028e-03,2.29749e-03
833,833,6.155512,4.964391,0.85930,6.59185e-02,5.65549e-03,2.34834e-03,1.57741e-03,1.15292e-03,9.55368e-04,7.92319e-04
834,834,6.154672,4.964185,0.85930,5.87155e-02,5.05782e-03,2.09830e-03,1.40945e-03,1.03015e-03,8.53638e-04,7.07951e-04
835,835,6.661376,5.225011,0.85830,6.26978e-02,5.25520e-03,2.16474e-03,1.45385e-03,1.06260e-03,8.80522e-04,7.30247e-04
836,836,6.622172,6.747449,0.85730,6.50489e-02,6.06584e-03,2.53343e-03,1.65215e-03,1.17765e-03,9.64288e-04,7.92832e-04
837,837,6.623350,6.744056,0.85730,6.34217e-02,5.53780e-03,2.27017e-03,1.52071e-03,1.11063e-03,9.20169e-04,7.63076e-04
838,838,4.990959,4.931921,0.86590,8.18723e-02,6.89277e-03,2.85567e-03,1.91809e-03,1.40192e-03,1.16170e-03,9.63435e-04
839,839,4.965780,4.942766,0.86590,3.28800e-01,2.71904e-02,1.12758e-02,7.57403e-03,5.53581e-03,4.58725e-03,3.80436e-03
840,840,7.130064,6.658249,0.86700,9.76933e-02,8.65319e-03,3.49615e-03,2.33911e-03,1.70834e-03,1.41545e-03,1.17384e-03
841,841,7.142202,6.665898,0.86700,2.83271e-01,2.46000e-02,1.00426e-02,6.73472e-03,4.92092e-03,4.07754e-03,3.38160e-03
842,842,7.140225,6.735223,0.86320,8.48978e-02,7.15562e-03,2.96614e-03,1.99238e-03,1.45622e-03,1.20670e-03,1.00075e-03
843,843,7.143466,6.730931,0.86320,1.25274e-01,1.13819e-02,4.68471e-03,3.09403e-03,2.23242e-03,1.83851e-03,1.51765e-03
844,844,7.134395,5.600481,0.87260,9.84011e-02,8.09847e-03,3.36210e-03,2.25837e-03,1.65063e-03,1.36779e-03,1.13436e-03
845,845,7.010328,6.188598,0.87080,1.54684e-01,1.33204e-02,5.53116e-03,3.71536e-03,2.71553e-03,2.25023e-03,1.86619e-03
846,846,7.010850,6.184548,0.87080,1.18579e-01,1.01988e-02,4.23475e-03,2.84454e-03,2.07906e-03,1.72281e-03,1.42879e-03
847,847,6.095226,6.002596,0.86770,6.13225e-02,5.32783e-03,2.17481e-03,1.45847e-03,1.06569e-03,8.83043e-04,7.32328e-04
848,848,6.087146,6.003563,0.86770,3.84379e-01,3.28409e-02,1.35899e-02,9.12836e-03,6.67185e-03,5.52863e-03,4.58508e-03
849,849,6.095127,6.003035,0.86770,7.73484e-02,6.53035e-03,2.70866e-03,1.81943e-03,1.32981e-03,1.10194e-03,9.13880e-04
850,850,6.098818,6.004103,0.86770,1.09634e-01,8.60549e-03,3.54738e-03,2.38274e-03,1.74153e-03,1.44312e-03,1.19683e-03
851,851,6.104481,6.004153,0.86770,9.34341e-02,2.27905e-02,3.41761e-02,3.55943e-02,3.22999e-02,2.85468e-02,2.39220e-02
852,852,6.522313,6.509773,0.87010,2.42505e-01,2.17602e-02,9.21673e-03,6.14650e-03,4.43662e-03,3.64438e-03,2.99680e-03
853,853,6.034217,4.843453,0.87190,2.05168e-01,1.83643e-02,6.84739e-03,4.53389e-03,3.30262e-03,2.73488e-03,2.26753e-03
854,854,4.859345,5.747991,0.86940,1.04170e-01,9.32501e-03,3.70304e-03,2.47626e-03,1.80861e-03,1.49857e-03,1.24278e-03
855,855,4.866140,5.750604,0.86940,7.48192e-02,6.43715e-03,2.61566e-03,1.75573e-03,1.28318e-03,1.06330e-03,8.81831e-04
856,856,4.864645,5.760465,0.86940,9.92102e-02,8.46108e-03,3.50771e-03,2.35606e-03,1.72202e-03,1.42695e-03,1.18342e-03
857,857,4.864287,5.747944,0.86940,8.44285e-02,7.26094e-03,3.01502e-03,2.02523e-03,1.48023e-03,1.22659e-03,1.01725e-03
858,858,6.005000,4.843475,0.87050,1.33439e-01,1.18384e-02,4.75252e-03,3.18480e-03,2.32711e-03,1.92831e-03,1.59920e-03
859,859,5.331675,5.378811,0.87190,6.23393e-02,4.80615e-03,1.94742e-03,1.30762e-03,9.55713e-04,7.91951e-04,6.56792e-04
860,860,5.322751,5.363198,0.87190,4.22482e-01,3.56404e-02,1.47894e-02,9.93419e-03,7.26083e-03,6.01669e-03,4.98985e-03
861,861,5.327447,6.744182,0.86940,2.11697e-01,1.79449e-02,7.43225e-03,4.99229e-03,3.64883e-03,3.02361e-03,2.50758e-03
862,862,5.967922,4.814349,0.87360,2.51573e+00,2.13121e-01,8.84890e-02,5.94393e-02,4.34438e-02,3.59997e-02,2.98558e-02
863,863,5.555118,5.711383,0.87220,7.69780e-02,6.56677e-03,2.72506e-03,1.83044e-03,1.33786e-03,1.10862e-03,9.19414e-04
864,864,5.539537,5.725639,0.87220,2.43684e-01,2.08424e-02,8.65457e-03,5.81340e-03,4.24898e-03,3.52092e-03,2.92002e-03
865,865,7.010019,6.200259,0.87190,1.00288e-01,8.84924e-03,3.60198e-03,2.40819e-03,1.75797e-03,1.45639e-03,1.20773e-03
866,866,7.003787,6.207044,0.87190,4.35523e-01,3.73842e-02,1.54726e-02,1.03929e-02,7.59611e-03,6.29452e-03,5.22026e-03
867,867,7.174522,6.583027,0.86730,1.08400e-01,9.28902e-03,3.85656e-03,2.59051e-03,1.89339e-03,1.56896e-03,1.30119e-03
868,868,7.150832,6.604578,0.86730,5.82238e-02,5.01265e-03,2.08144e-03,1.39813e-03,1.02188e-03,8.46786e-04,7.02268e-04
869,869,7.163437,6.592180,0.86730,6.85066e-02,5.82528e-03,2.41869e-03,1.62467e-03,1.18746e-03,9.83990e-04,8.16056e-04
870,870,7.176528,6.594598,0.86730,3.22165e+00,2.85692e-01,1.07845e-01,7.14079e-02,5.19961e-02,4.30513e-02,3.56915e-02
871,871,5.123030,6.730401,0.87260,3.69125e+00,3.22459e-01,1.32246e-01,8.85179e-02,6.46163e-02,5.35263e-02,4.43839e-02
872,872,7.073536,6.221611,0.87260,1.32229e-01,1.05104e-02,4.34697e-03,2.91973e-03,2.13400e-03,1.76834e-03,1.46654e-03
873,873,7.085984,6.224507,0.87260,5.82916e+00,5.01007e-01,2.08040e-01,1.39743e-01,1.02138e-01,8.46363e-02,7.01918e-02
874,874,5.983952,6.854668,0.87500,5.25100e-02,4.46466e-03,1.84850e-03,1.24163e-03,9.07497e-04,7.51998e-04,6.23658e-04
875,875,5.985408,6.854122,0.87500,1.15165e+00,1.09419e-01,4.39261e-02,2.85618e-02,2.04609e-02,1.68180e-02,1.38735e-02
876,876,6.582075,6.394365,0.87430,1.25329e-01,1.05295e-02,4.37216e-03,2.93684e-03,2.14652e-03,1.77871e-03,1.47515e-03
877,877,6.582857,6.400488,0.87430,6.13163e-02,5.27580e-03,2.17325e-03,1.45846e-03,1.06575e-03,8.83092e-04,7.32365e-04
878,878,5.036063,5.776832,0.88100,7.92657e-02,6.74332e-03,2.79942e-03,1.88041e-03,1.37438e-03,1.13888e-03,9.44510e-04
879,879,5.045943,5.780359,0.88100,5.63745e-02,4.82880e-03,2.00236e-03,1.34500e-03,9.83054e-04,8.14609e-04,6.75583e-04
880,880,5.035861,5.776152,0.88100,5.46868e-02,4.63884e-03,1.92571e-03,1.29353e-03,9.45432e-04,7.83433e-04,6.49727e-04
881,881,4.841808,6.760385,0.88070,6.21189e-01,5.34936e-02,2.22099e-02,1.49187e-02,1.09040e-02,9.03558e-03,7.49351e-03
882,882,6.455206,6.269752,0.87930,9.27455e-02,7.83624e-03,3.25290e-03,2.18502e-03,1.59701e-03,1.32337e-03,1.09751e-03
883,883,6.453015,6.277883,0.87930,1.01333e-01,8.54049e-03,3.46315e-03,2.32355e-03,1.69802e-03,1.40704e-03,1.16690e-03
884,884,6.448115,6.277411,0.87930,7.19106e-02,6.41565e-03,2.61793e-03,1.73920e-03,1.26343e-03,1.04450e-03,8.64939e-04
885,885,6.445788,6.283410,0.87930,2.10025e-01,1.78912e-02,7.42643e-03,4.98844e-03,3.64602e-03,3.02127e-03,2.50564e-03
886,886,5.004905,5.462784,0.88320,7.72601e-02,6.74997e-03,2.76154e-03,1.85241e-03,1.35365e-03,1.12168e-03,9.30244e-04
887,887,4.987598,5.473994,0.88320,5.04582e-02,4.64634e-03,1.76954e-03,1.18245e-03,8.63766e-04,7.15724e-04,5.93568e-04
888,888,4.984946,5.471572,0.88320,7.39761e-02,6.36149e-03,2.64096e-03,1.77397e-03,1.29658e-03,1.07441e-03,8.91048e-04
889,889,4.987572,5.471410,0.88320,1.91204e-01,1.63403e-02,6.78476e-03,4.55742e-03,3.33099e-03,2.76023e-03,2.28915e-03
890,890,4.992067,5.476150,0.88320,8.21836e-02,7.07237e-03,2.93471e-03,1.97126e-03,1.44078e-03,1.19390e-03,9.90145e-04
891,891,4.846767,6.909882,0.88250,5.83000e-02,6.68734e-03,3.35079e-03,2.15823e-03,1.43301e-03,1.10438e-03,8.51574e-04
892,892,4.835676,6.924286,0.88250,1.22227e-01,1.04056e-02,4.32074e-03,2.90230e-03,2.12127e-03,1.75779e-03,1.45780e-03
893,893,4.834549,6.908476,0.88250,7.39621e-02,6.33827e-03,2.56818e-03,1.72209e-03,1.25832e-03,1.04267e-03,8.64710e-04
894,894,5.566283,5.794138,0.87860,6.52223e-02,5.43859e-03,2.25692e-03,1.51600e-03,1.10804e-03,9.18175e-04,7.61473e-04
895,895,7.138077,5.662937,0.88530,7.12606e-02,5.57452e-03,2.00909e-03,1.33280e-03,9.71797e-04,8.04946e-04,6.67469e-04
896,896,7.147795,5.652264,0.88530,8.23467e-02,9.38121e-03,4.62323e-03,2.95028e-03,1.95293e-03,1.50739e-03,1.16730e-03
897,897,5.385740,6.901195,0.88530,8.46499e-01,6.34451e-02,2.63437e-02,1.76954e-02,1.29335e-02,1.07173e-02,8.88825e-03
898,898,5.377254,6.901325,0.88530,2.84919e-01,2.45772e-02,9.94297e-03,6.67630e-03,4.87958e-03,4.04346e-03,3.35338e-03
899,899,4.860029,5.293596,0.88710,5.34233e-02,4.52275e-03,1.87669e-03,1.26059e-03,9.21357e-04,7.63483e-04,6.33182e-04
900,900,4.865702,5.271473,0.88710,2.25955e-01,1.96854e-02,8.03760e-03,5.39363e-03,3.94172e-03,3.26627e-03,2.70883e-03
901,901,5.749332,6.804804,0.88460,7.27535e-02,8.74201e-03,3.49003e-03,2.09849e-03,1.40450e-03,1.11651e-03,8.98528e-04
902,902,5.734903,6.810599,0.88460,8.76206e-01,7.56442e-02,3.13070e-02,2.10236e-02,1.53654e-02,1.27325e-02,1.05595e-02
903,903,7.037948,5.166990,0.88850,9.20396e-02,7.84375e-03,3.25469e-03,2.18621e-03,1.59789e-03,1.32409e-03,1.09811e-03
904,904,5.396753,6.891625,0.88600,1.98987e-01,1.70713e-02,7.05522e-03,4.73870e-03,3.46347e-03,2.87000e-03,2.38019e-03
905,905,5.394291,6.894817,0.88600,8.71413e-02,7.09831e-03,2.94710e-03,1.97961e-03,1.44688e-03,1.19896e-03,9.94337e-04
906,906,5.398299,6.888614,0.88600,2.65991e-01,2.30963e-02,9.46821e-03,6.34395e-03,4.63308e-03,3.83843e-03,3.18303e-03
907,907,5.398097,6.889351,0.88600,6.18818e-02,5.31408e-03,2.20478e-03,1.48098e-03,1.08244e-03,8.96962e-04,7.43881e-04
908,908,5.401234,6.837981,0.88780,5.44555e-02,4.61719e-03,1.91159e-03,1.28392e-03,9.38396e-04,7.77602e-04,6.44891e-04
909,909,5.389283,6.844226,0.88780,1.94434e-01,1.96718e-02,7.50987e-03,4.79729e-03,3.41685e-03,2.80563e-03,2.31418e-03
910,910,7.127972,6.404853,0.88780,8.84303e-02,7.57378e-03,3.14322e-03,2.11134e-03,1.54317e-03,1.27875e-03,1.06051e-03
911,911,7.107834,6.410687,0.88780,7.58681e-02,8.09295e-03,4.38280e-03,3.05716e-03,2.14266e-03,1.68157e-03,1.30015e-03
912,912,6.957004,5.208444,0.89030,6.68032e-01,9.21874e-02,2.89254e-02,1.68462e-02,1.16292e-02,9.49069e-03,7.81545e-03
913,913,6.820165,6.953074,0.89140,1.71933e-01,1.39972e-02,5.70669e-03,3.83207e-03,2.80078e-03,2.32086e-03,1.92477e-03
914,914,5.014381,5.482736,0.89280,1.35063e-01,1.15129e-02,4.77433e-03,3.20697e-03,2.34395e-03,1.94232e-03,1.61083e-03
