,index,ra_deg,dec_deg,redshift,1.4GHz_flux,30GHz_flux,90GHz_flux,148GHz_flux,219GHz_flux,277GHz_flux,350GHz_flux
7288,7288,7.008140,5.757379,1.81380,1.79831e-01,1.55314e-02,6.34795e-03,4.26237e-03,3.11525e-03,2.58145e-03,2.14089e-03
7289,7289,7.038461,5.781448,1.81391,1.27260e-01,1.08376e-02,4.49823e-03,3.02151e-03,2.20840e-03,1.83000e-03,1.51768e-03
7290,7290,7.032161,5.787120,1.81391,6.71419e-02,5.76253e-03,2.39139e-03,1.60631e-03,1.17404e-03,9.72870e-04,8.06834e-04
7291,7291,7.116331,5.241772,1.81399,3.86630e-01,3.14264e-02,1.30398e-02,8.75902e-03,6.40191e-03,5.30495e-03,4.39957e-03
7292,7292,5.643586,7.005011,1.81510,2.60691e-01,2.16073e-02,8.79979e-03,5.91000e-03,4.31955e-03,3.57940e-03,2.96852e-03
7293,7293,7.031638,5.502110,1.81645,6.84092e-02,5.88971e-03,2.44563e-03,1.64276e-03,1.20068e-03,9.94948e-04,8.25144e-04
7294,7294,4.839863,5.193107,1.81854,7.01575e-02,5.33640e-03,2.02232e-03,1.34929e-03,9.84996e-04,8.16055e-04,6.76735e-04
7295,7295,4.989214,4.892918,1.81869,5.59775e-02,4.64797e-03,1.92111e-03,1.29040e-03,9.43147e-04,7.81540e-04,6.48157e-04
7296,7296,6.867753,5.623360,1.81875,6.99215e-02,5.97026e-03,2.47881e-03,1.66505e-03,1.21698e-03,1.00845e-03,8.36341e-04
7297,7297,6.869125,5.618483,1.81875,6.62105e-01,5.68964e-02,2.36255e-02,1.58696e-02,1.15990e-02,9.61148e-03,7.97113e-03
7298,7298,5.454455,6.486930,1.82120,3.39912e-01,4.77843e-02,1.39582e-02,8.26748e-03,5.80639e-03,4.76906e-03,3.94096e-03
7299,7299,5.177189,5.199962,1.82124,8.77538e-02,7.68389e-03,3.07953e-03,2.05972e-03,1.50403e-03,1.24610e-03,1.03337e-03
7300,7300,5.179992,5.200578,1.82124,5.45293e-02,4.81034e-03,1.79534e-03,1.20127e-03,8.77703e-04,7.27289e-04,6.03162e-04
7301,7301,4.988943,7.114679,1.82154,3.27549e-01,2.68161e-02,1.09427e-02,7.34883e-03,5.37116e-03,4.45082e-03,3.69121e-03
7302,7302,4.995228,7.115402,1.82154,2.29696e-01,2.79405e-02,1.25636e-02,7.80392e-03,5.16780e-03,4.02096e-03,3.14739e-03
7303,7303,4.999328,7.113758,1.82154,1.93537e-01,1.65718e-02,6.88004e-03,4.62142e-03,3.37777e-03,2.79899e-03,2.32130e-03
7304,7304,5.197866,5.222705,1.82188,5.52137e+00,5.78303e-01,2.03482e-01,1.30490e-01,9.39420e-02,7.75558e-02,6.42112e-02
7305,7305,6.784217,4.934339,1.82388,6.09663e-02,5.22139e-03,2.16778e-03,1.45613e-03,1.06428e-03,8.81913e-04,7.31400e-04
7306,7306,4.964340,6.219736,1.82447,1.54867e+00,1.29336e-01,5.37057e-02,3.60749e-02,2.63669e-02,2.18489e-02,1.81201e-02
7307,7307,5.376348,6.482009,1.82454,1.06299e-01,1.02198e-02,3.89467e-03,2.55175e-03,1.85057e-03,1.53070e-03,1.26847e-03
7308,7308,5.373747,6.491483,1.82454,9.09716e-02,1.28955e-02,4.08737e-03,2.35092e-03,1.59641e-03,1.29246e-03,1.05863e-03
7309,7309,5.001398,5.757285,1.82457,7.03867e-02,5.94158e-03,2.46653e-03,1.65680e-03,1.21094e-03,1.00345e-03,8.32195e-04
7310,7310,4.999877,5.744900,1.82457,6.23416e-02,4.86063e-03,2.01815e-03,1.35562e-03,9.90816e-04,8.21040e-04,6.80916e-04
7311,7311,5.181550,5.077505,1.82490,1.38778e-01,1.19019e-02,4.93616e-03,3.31566e-03,2.42339e-03,2.00814e-03,1.66542e-03
7312,7312,5.277346,7.096693,1.82560,3.81440e-01,2.60622e-02,1.08099e-02,7.26113e-03,5.30711e-03,4.39774e-03,3.64719e-03
7313,7313,5.280477,7.095071,1.82560,2.85651e-01,3.82118e-02,1.39048e-02,8.07583e-03,5.36569e-03,4.27543e-03,3.45610e-03
7314,7314,5.037652,7.063918,1.82609,8.46392e-02,1.44985e-02,1.00372e-02,7.13639e-03,4.85463e-03,3.66147e-03,2.67083e-03
7315,7315,5.035555,7.062397,1.82609,1.34573e+00,4.93714e-01,5.19964e-01,4.10861e-01,2.90550e-01,2.18874e-01,1.55652e-01
7316,7316,5.588478,5.652426,1.82765,1.37462e+00,5.55297e-01,3.06655e-01,1.74531e-01,9.69809e-02,6.46486e-02,4.20091e-02
7317,7317,5.771058,6.955845,1.82832,3.03461e-01,2.82169e-02,1.09231e-02,7.24927e-03,5.28479e-03,4.37736e-03,3.62977e-03
7318,7318,4.957887,6.772697,1.82898,5.09900e-02,4.36539e-03,1.81267e-03,1.21760e-03,8.89933e-04,7.37443e-04,6.11587e-04
7319,7319,5.151796,5.412585,1.82922,1.14524e-01,1.50411e-02,4.84176e-03,2.87158e-03,1.99159e-03,1.62561e-03,1.33806e-03
7320,7320,6.994233,6.943486,1.82999,9.93459e-02,8.37463e-03,3.47746e-03,2.33586e-03,1.70726e-03,1.41473e-03,1.17328e-03
7321,7321,5.073234,6.901268,1.83029,5.71646e+00,4.99083e-01,2.02949e-01,1.35845e-01,9.91911e-02,8.21763e-02,6.81448e-02
7322,7322,4.971065,5.243087,1.83033,3.57496e-01,3.05831e-02,1.26978e-02,8.52927e-03,6.23399e-03,5.16580e-03,4.28417e-03
7323,7323,4.882571,6.751247,1.83144,1.06543e-01,9.06443e-03,3.73978e-03,2.51196e-03,1.83598e-03,1.52138e-03,1.26173e-03
7324,7324,4.905401,6.754160,1.83146,1.67238e-01,1.43604e-02,5.93206e-03,3.98394e-03,2.91179e-03,2.41285e-03,2.00106e-03
7325,7325,4.886265,5.802212,1.83218,2.04704e-01,1.74957e-02,7.26235e-03,4.87819e-03,3.56544e-03,2.95450e-03,2.45027e-03
7326,7326,4.882446,5.805529,1.83218,6.88789e-02,5.76569e-03,2.39409e-03,1.60814e-03,1.17538e-03,9.73980e-04,8.07754e-04
7327,7327,5.159554,7.153397,1.83235,2.93458e-02,3.67558e-02,5.93087e-02,5.59862e-02,4.56320e-02,3.74326e-02,2.89236e-02
7328,7328,5.166328,7.110802,1.83256,1.10590e-01,1.06117e-02,3.91383e-03,2.55281e-03,1.84723e-03,1.52664e-03,1.26444e-03
7329,7329,5.902716,5.216089,1.83302,7.71705e-01,6.50357e-02,2.68785e-02,1.80533e-02,1.31949e-02,1.09340e-02,9.06794e-03
7330,7330,5.097822,5.903209,1.83458,1.93446e+00,1.58633e-01,6.58710e-02,4.42465e-02,3.23395e-02,2.67981e-02,2.22246e-02
7331,7331,5.105026,5.875551,1.83506,8.32663e-01,6.89558e-02,2.86334e-02,1.92335e-02,1.40576e-02,1.16489e-02,9.66080e-03
7332,7332,5.561747,5.830234,1.83613,6.84496e-02,6.22856e-03,2.11915e-03,1.38933e-03,1.01015e-03,8.36258e-04,6.93288e-04
7333,7333,5.565560,5.834030,1.83613,5.55085e-02,4.69976e-03,1.95151e-03,1.31086e-03,9.58095e-04,7.93926e-04,6.58430e-04
7334,7334,5.562102,5.826268,1.83613,1.10223e-01,9.29396e-03,3.85924e-03,2.59231e-03,1.89470e-03,1.57005e-03,1.30209e-03
7335,7335,5.331190,6.875129,1.83804,2.44345e-01,2.07739e-02,8.62615e-03,5.79431e-03,4.23502e-03,3.50935e-03,2.91043e-03
7336,7336,4.970664,4.978629,1.83818,8.45781e-02,7.27803e-03,3.02215e-03,2.03002e-03,1.48373e-03,1.22950e-03,1.01966e-03
7337,7337,4.971210,4.978498,1.83818,5.57810e-02,4.93203e-03,2.02917e-03,1.35127e-03,9.82692e-04,8.12744e-04,6.73218e-04
7338,7338,5.089992,5.871383,1.83860,9.59850e-02,8.42389e-03,3.42625e-03,2.29161e-03,1.67275e-03,1.38569e-03,1.14904e-03
7339,7339,5.414635,6.970052,1.83920,5.30785e-02,4.16380e-03,1.72265e-03,1.15710e-03,8.45720e-04,7.00806e-04,5.81202e-04
7340,7340,5.413121,6.973119,1.83920,1.11251e+00,1.23156e-01,4.56407e-02,2.82154e-02,1.98307e-02,1.62358e-02,1.33809e-02
7341,7341,5.412817,6.970589,1.83920,7.36055e-01,6.28356e-02,2.60921e-02,1.75264e-02,1.28099e-02,1.06150e-02,8.80335e-03
7342,7342,5.153470,5.831055,1.83933,8.63188e-02,8.16986e-03,3.01296e-03,1.97924e-03,1.43761e-03,1.18960e-03,9.85975e-04
7343,7343,5.428251,7.003928,1.83950,5.26379e-02,4.39022e-03,1.82295e-03,1.22450e-03,8.94979e-04,7.41625e-04,6.15055e-04
7344,7344,5.520447,6.858405,1.83979,1.76717e-01,1.50315e-02,6.17605e-03,4.14538e-03,3.02942e-03,2.51028e-03,2.08184e-03
7345,7345,5.361892,5.302104,1.84034,8.07867e-02,6.84732e-03,2.82135e-03,1.89498e-03,1.38502e-03,1.14770e-03,9.51824e-04
7346,7346,6.111083,5.033175,1.84040,1.50271e-01,1.29298e-02,5.36179e-03,3.60116e-03,2.63200e-03,2.18100e-03,1.80878e-03
7347,7347,6.104317,5.033107,1.84040,8.39927e-02,7.19970e-03,2.98954e-03,2.00812e-03,1.46772e-03,1.21623e-03,1.00866e-03
7348,7348,6.142782,5.068980,1.84124,7.19114e-02,6.18072e-03,2.56095e-03,1.72003e-03,1.25714e-03,1.04173e-03,8.63939e-04
7349,7349,6.313423,5.067834,1.84257,3.35122e-01,2.81367e-02,1.16830e-02,7.84762e-03,5.73578e-03,4.75295e-03,3.94179e-03
7350,7350,5.445328,5.184416,1.84357,2.53150e+00,2.15022e-01,8.87565e-02,5.96144e-02,4.35716e-02,3.61056e-02,2.99436e-02
7351,7351,5.454008,5.187568,1.84357,9.54976e-02,8.38825e-03,3.40669e-03,2.27543e-03,1.65966e-03,1.37447e-03,1.13954e-03
7352,7352,5.275268,4.982512,1.84394,1.85861e+00,1.68160e-01,6.59728e-02,4.40892e-02,3.22002e-02,2.66802e-02,2.21263e-02
7353,7353,5.452854,5.175066,1.84397,2.83372e-01,2.43574e-02,1.01127e-02,6.79282e-03,4.96483e-03,4.11411e-03,3.41197e-03
7354,7354,6.059091,5.223515,1.84435,4.95609e-01,4.19933e-02,1.74368e-02,1.17126e-02,8.56065e-03,7.09379e-03,5.88312e-03
7355,7355,6.063331,5.227054,1.84435,1.46648e-01,1.13807e-02,4.72527e-03,3.17403e-03,2.31988e-03,1.92237e-03,1.59429e-03
7356,7356,5.109867,6.003905,1.84682,5.84813e-02,5.03328e-03,2.06079e-03,1.38389e-03,1.01146e-03,8.38145e-04,6.95102e-04
7357,7357,6.166443,5.028469,1.84717,6.11452e-02,5.27802e-03,2.17752e-03,1.46220e-03,1.06868e-03,8.85557e-04,7.34422e-04
7358,7358,5.192511,6.073388,1.84908,8.14577e-02,6.99385e-03,2.90366e-03,1.95043e-03,1.42556e-03,1.18129e-03,9.79682e-04
7359,7359,6.526805,6.744310,1.84947,7.71443e-02,6.57835e-03,2.73101e-03,1.83446e-03,1.34079e-03,1.11105e-03,9.21430e-04
7360,7360,5.335911,4.967057,1.84959,3.28891e-01,2.74113e-02,1.13794e-02,7.64372e-03,5.58675e-03,4.62946e-03,3.83937e-03
7361,7361,5.334284,4.973872,1.84959,2.04651e-01,1.75704e-02,7.29582e-03,4.90071e-03,3.58189e-03,2.96814e-03,2.46158e-03
7362,7362,5.332267,4.965047,1.84959,3.49867e-01,3.00191e-02,1.24647e-02,8.37271e-03,6.11956e-03,5.07098e-03,4.20553e-03
7363,7363,6.242557,5.056116,1.85037,3.43016e-01,3.07058e-02,1.16605e-02,7.80017e-03,5.69871e-03,4.72206e-03,3.91613e-03
7364,7364,5.289556,5.852663,1.85085,2.45509e-01,2.10974e-02,8.76057e-03,5.88460e-03,4.30102e-03,3.56404e-03,2.95578e-03
7365,7365,5.291331,5.851418,1.85085,5.20731e-02,1.08725e-02,4.66718e-03,2.57302e-03,1.50653e-03,1.08605e-03,7.92911e-04
7366,7366,6.715241,6.515334,1.85166,1.52657e-01,1.29958e-02,5.39088e-03,3.62112e-03,2.64665e-03,2.19315e-03,1.81885e-03
7367,7367,6.718893,6.517664,1.85166,5.03126e-02,4.15952e-03,1.70765e-03,1.14648e-03,8.37901e-04,6.94321e-04,5.75822e-04
7368,7368,6.183047,5.221770,1.85207,7.47890e-02,6.41704e-03,2.66248e-03,1.78837e-03,1.30711e-03,1.08313e-03,8.98279e-04
7369,7369,6.183798,5.220836,1.85207,7.78877e-01,6.63337e-02,2.75446e-02,1.85021e-02,1.35231e-02,1.12059e-02,9.29342e-03
7370,7370,6.181440,5.220263,1.85207,3.04311e-01,2.52289e-02,1.04758e-02,7.03676e-03,5.14312e-03,4.26185e-03,3.53450e-03
7371,7371,5.071079,6.015736,1.85209,5.65176e-01,4.84217e-02,2.01008e-02,1.35020e-02,9.86849e-03,8.17753e-03,6.78190e-03
7372,7372,6.353637,5.079747,1.85209,6.63886e-02,5.67297e-03,2.35566e-03,1.58233e-03,1.15652e-03,9.58349e-04,7.94791e-04
7373,7373,6.037426,6.761258,1.85267,1.26692e-01,1.20285e-02,5.03938e-03,3.27605e-03,2.32391e-03,1.89649e-03,1.55434e-03
7374,7374,6.515847,5.029107,1.85365,1.09914e-01,9.54119e-03,3.82461e-03,2.56553e-03,1.87489e-03,1.55361e-03,1.28846e-03
7375,7375,5.318274,5.017422,1.85609,3.20712e-01,2.66833e-02,1.10789e-02,7.44187e-03,5.43922e-03,4.50721e-03,3.73798e-03
7376,7376,6.190669,4.905439,1.85676,6.03578e-02,5.18737e-03,2.15323e-03,1.44635e-03,1.05713e-03,8.75989e-04,7.26488e-04
7377,7377,5.121885,6.422382,1.85682,1.67080e-01,1.49765e-02,5.75740e-03,3.82991e-03,2.79329e-03,2.31375e-03,1.91859e-03
7378,7378,5.119759,6.418013,1.85682,3.42428e-01,2.85710e-02,1.18557e-02,7.96365e-03,5.82058e-03,4.82323e-03,4.00007e-03
7379,7379,6.706266,4.893244,1.85770,5.38380e-02,4.61741e-03,1.91734e-03,1.28790e-03,9.41320e-04,7.80025e-04,6.46901e-04
7380,7380,6.622771,5.502742,1.85809,5.56794e-02,4.68935e-03,1.94423e-03,1.30597e-03,9.54521e-04,7.90965e-04,6.55974e-04
7381,7381,5.216877,5.637910,1.86071,3.51218e-01,2.99325e-02,1.23861e-02,8.31932e-03,6.08050e-03,5.03861e-03,4.17869e-03
7382,7382,5.342009,5.767644,1.86111,7.61876e-02,6.47420e-03,2.68781e-03,1.80544e-03,1.31958e-03,1.09347e-03,9.06856e-04
7383,7383,5.343039,5.771940,1.86111,1.16881e+00,9.67380e-02,4.01677e-02,2.69812e-02,1.97204e-02,1.63413e-02,1.35524e-02
7384,7384,6.933614,6.999135,1.86121,5.73655e-02,4.71687e-03,1.88093e-03,1.26252e-03,9.22726e-04,7.64615e-04,6.34121e-04
7385,7385,6.592619,5.000627,1.86206,1.17027e-01,1.00455e-02,4.17135e-03,2.80195e-03,2.04793e-03,1.69702e-03,1.40739e-03
7386,7386,6.586801,5.003922,1.86206,1.62061e-01,1.73527e-02,5.84624e-03,3.81171e-03,2.77106e-03,2.29448e-03,1.90246e-03
7387,7387,5.818217,6.260643,1.86272,9.23368e+00,6.67922e-01,2.76941e-01,1.86025e-01,1.35964e-01,1.12667e-01,9.34385e-02
7388,7388,5.352373,5.704434,1.86292,6.53750e-01,5.58133e-02,2.31668e-02,1.55614e-02,1.13738e-02,9.42487e-03,7.81636e-03
7389,7389,5.345579,5.701332,1.86292,1.30191e-01,1.10115e-02,4.57187e-03,3.07099e-03,2.24457e-03,1.85996e-03,1.54253e-03
7390,7390,5.353678,5.697247,1.86292,1.03425e-01,8.48928e-03,3.52509e-03,2.36785e-03,1.73065e-03,1.43410e-03,1.18935e-03
7391,7391,5.352318,5.698555,1.86292,1.42710e-01,1.15756e-02,4.80306e-03,3.22628e-03,2.35807e-03,1.95401e-03,1.62053e-03
7392,7392,5.160110,5.625022,1.86371,5.87984e-02,4.96132e-03,2.05917e-03,1.38317e-03,1.01095e-03,8.37725e-04,6.94754e-04
7393,7393,5.156880,5.616999,1.86371,2.79821e-01,2.38615e-02,9.90594e-03,6.65395e-03,4.86333e-03,4.03000e-03,3.34222e-03
7394,7394,6.500072,6.502295,1.86411,1.31592e-01,1.13263e-02,4.70318e-03,3.15919e-03,2.30903e-03,1.91338e-03,1.58683e-03
7395,7395,6.870999,6.454732,1.86416,5.94190e-01,4.69325e-02,1.93865e-02,1.30220e-02,9.51772e-03,7.88687e-03,6.54085e-03
7396,7396,6.989315,7.180917,1.86476,5.30111e-01,4.38719e-02,1.78296e-02,1.19743e-02,8.75189e-03,7.25226e-03,6.01454e-03
7397,7397,6.002371,5.836920,1.86481,2.50714e-01,2.79338e-02,1.20371e-02,7.44407e-03,5.01209e-03,3.97483e-03,3.18398e-03
7398,7398,5.300868,6.921703,1.86554,8.44404e-02,7.17842e-03,2.98070e-03,2.00218e-03,1.46338e-03,1.21263e-03,1.00568e-03
7399,7399,5.501946,5.591476,1.86679,1.06709e-01,9.11825e-03,3.78627e-03,2.54329e-03,1.85888e-03,1.54036e-03,1.27747e-03
7400,7400,5.505519,5.590792,1.86679,1.46906e+00,1.21665e-01,5.05201e-02,3.39351e-02,2.48029e-02,2.05530e-02,1.70453e-02
7401,7401,5.295234,5.698813,1.86701,6.04312e-02,5.97734e-03,2.42363e-03,1.54807e-03,1.09355e-03,8.93487e-04,7.34189e-04
7402,7402,5.203947,5.471415,1.86858,5.79058e-02,4.96918e-03,2.05509e-03,1.38028e-03,1.00883e-03,8.35963e-04,6.93292e-04
7403,7403,7.105602,6.913417,1.86921,1.59899e-01,1.37632e-02,5.71493e-03,3.83880e-03,2.80575e-03,2.32499e-03,1.92819e-03
7404,7404,7.103730,6.909414,1.86921,6.67150e-02,5.33233e-03,2.21200e-03,1.48583e-03,1.08599e-03,8.99902e-04,7.46319e-04
7405,7405,5.416612,5.607740,1.87060,1.09905e-01,9.44105e-03,3.92025e-03,2.63329e-03,1.92465e-03,1.59487e-03,1.32268e-03
7406,7406,5.413506,5.608766,1.87060,8.18985e-02,7.99497e-03,2.90560e-03,1.90454e-03,1.38348e-03,1.14501e-03,9.49145e-04
7407,7407,6.972891,6.783778,1.87088,2.35106e+00,1.95284e-01,8.08617e-02,5.43152e-02,3.96986e-02,3.28963e-02,2.72820e-02
7408,7408,7.099520,5.731372,1.87254,5.38684e-01,4.62720e-02,1.91438e-02,1.28586e-02,9.39824e-03,7.78785e-03,6.45873e-03
7409,7409,7.017042,6.763362,1.87437,7.91630e-01,5.54121e-02,2.30093e-02,1.54557e-02,1.12965e-02,9.36081e-03,7.76324e-03
7410,7410,4.871505,7.185024,1.87538,6.04644e-02,5.09939e-03,2.11748e-03,1.42234e-03,1.03958e-03,8.61449e-04,7.14429e-04
7411,7411,4.873514,7.190404,1.87538,7.21084e-02,6.36110e-03,2.57845e-03,1.72356e-03,1.25799e-03,1.04211e-03,8.64140e-04
7412,7412,5.476019,6.293934,1.87540,1.76085e-01,1.48609e-02,6.17079e-03,4.14501e-03,3.02956e-03,2.51045e-03,2.08200e-03
7413,7413,5.803170,6.349947,1.87682,7.93885e-02,8.11376e-03,3.22755e-03,2.03418e-03,1.43129e-03,1.16953e-03,9.61896e-04
7414,7414,6.850779,6.709937,1.87682,6.44969e-02,5.53401e-03,2.29787e-03,1.54351e-03,1.12814e-03,9.34836e-04,7.75291e-04
7415,7415,6.209365,6.492076,1.87695,1.76679e-01,1.51025e-02,6.23164e-03,4.18401e-03,3.05782e-03,2.53384e-03,2.10139e-03
7416,7416,6.768967,6.687220,1.87754,1.38368e-01,1.13190e-02,4.65984e-03,3.12967e-03,2.28744e-03,1.89549e-03,1.57199e-03
7417,7417,5.334700,5.530182,1.87944,6.78688e-02,5.84127e-03,2.42443e-03,1.62852e-03,1.19027e-03,9.86319e-04,8.17988e-04
7418,7418,5.272863,5.105994,1.87953,1.47590e-01,1.24971e-02,5.18915e-03,3.48562e-03,2.54762e-03,2.11109e-03,1.75080e-03
7419,7419,5.282599,5.109653,1.87953,8.33097e-02,7.13454e-03,2.96257e-03,1.99000e-03,1.45448e-03,1.20525e-03,9.99558e-04
7420,7420,5.132244,5.758811,1.87959,8.85696e-02,7.61543e-03,3.16225e-03,2.12413e-03,1.55251e-03,1.28649e-03,1.06693e-03
7421,7421,5.130641,5.758900,1.87959,2.84607e-01,1.91140e-01,2.58852e-01,2.24033e-01,1.69091e-01,1.31952e-01,9.67579e-02
7422,7422,6.841526,6.626359,1.87986,8.29101e-02,7.12377e-03,2.95809e-03,1.98699e-03,1.45228e-03,1.20343e-03,9.98046e-04
7423,7423,6.170727,6.509233,1.87990,5.37140e-02,4.61175e-03,1.90232e-03,1.27741e-03,9.33612e-04,7.73635e-04,6.41601e-04
7424,7424,6.589883,5.556343,1.88035,1.02227e-01,8.47206e-03,3.51540e-03,2.36134e-03,1.72589e-03,1.43016e-03,1.18608e-03
7425,7425,6.590408,5.560610,1.88035,1.72243e-01,1.41067e-02,5.85141e-03,3.93047e-03,2.87276e-03,2.38051e-03,1.97424e-03
7426,7426,5.144641,6.100757,1.88106,6.04707e-02,4.77311e-03,1.98196e-03,1.33131e-03,9.73047e-04,8.06316e-04,6.68705e-04
7427,7427,5.126648,6.096773,1.88114,5.11567e-02,4.39983e-03,1.82669e-03,1.22701e-03,8.96815e-04,7.43146e-04,6.16316e-04
7428,7428,5.133142,6.104542,1.88114,1.29572e-01,1.10964e-02,4.60765e-03,3.09503e-03,2.26213e-03,1.87452e-03,1.55460e-03
7429,7429,5.368016,5.320913,1.88241,3.37007e-01,2.86372e-02,1.18828e-02,7.98185e-03,5.83388e-03,4.83425e-03,4.00921e-03
7430,7430,5.262356,6.033493,1.88265,2.42426e-01,2.78854e-02,1.17706e-02,7.21553e-03,4.84074e-03,3.83526e-03,3.07085e-03
7431,7431,5.262542,6.033785,1.88265,6.57017e-02,5.64688e-03,2.34482e-03,1.57505e-03,1.15120e-03,9.53939e-04,7.91134e-04
7432,7432,6.653807,7.177170,1.88370,5.15701e-02,4.41367e-03,1.83275e-03,1.23108e-03,8.99790e-04,7.45611e-04,6.18361e-04
7433,7433,4.988096,5.245909,1.88397,4.12079e-01,3.41074e-02,1.41604e-02,9.51175e-03,6.95208e-03,5.76084e-03,4.77766e-03
7434,7434,6.416205,7.079909,1.88471,7.71388e-02,4.68980e-03,1.94667e-03,1.30761e-03,9.55723e-04,7.91960e-04,6.56799e-04
7435,7435,6.045309,6.591210,1.88532,2.21271e-01,1.88186e-02,7.77514e-03,5.22241e-03,3.81702e-03,3.16298e-03,2.62316e-03
7436,7436,6.038722,6.588318,1.88532,5.52456e-01,4.27461e-02,1.75373e-02,1.17778e-02,8.60819e-03,7.13318e-03,5.91578e-03
7437,7437,5.285181,5.999841,1.88595,9.14415e-01,7.76170e-02,3.22279e-02,2.16479e-02,1.58223e-02,1.31112e-02,1.08735e-02
7438,7438,5.297146,5.998103,1.88595,1.35479e-01,1.15844e-02,4.79290e-03,3.21895e-03,2.35266e-03,1.94953e-03,1.61681e-03
7439,7439,6.603211,6.475114,1.88630,6.12200e+00,4.66727e+00,2.48014e+00,1.31557e+00,6.71762e-01,4.19176e-01,2.51776e-01
7440,7440,5.651396,7.186757,1.88640,7.54535e-02,6.98189e-03,2.67170e-03,1.77952e-03,1.29884e-03,1.07608e-03,8.92381e-04
7441,7441,6.088798,6.613400,1.88689,1.97408e-02,7.17274e-02,1.59286e-01,1.80832e-01,1.74485e-01,1.60068e-01,1.39385e-01
7442,7442,6.092292,6.617743,1.88689,3.47217e-01,2.85702e-02,1.18565e-02,7.96417e-03,5.82096e-03,4.82354e-03,4.00033e-03
7443,7443,5.144723,6.827158,1.88691,1.47376e+00,1.25523e-01,5.19147e-02,3.48703e-02,2.54864e-02,2.11193e-02,1.75150e-02
7444,7444,5.311006,5.996690,1.88720,1.05930e-01,8.90348e-03,3.52075e-03,2.35784e-03,1.72257e-03,1.42732e-03,1.18370e-03
7445,7445,5.309708,5.999972,1.88720,1.26323e-01,1.08298e-02,4.49693e-03,3.02065e-03,2.20777e-03,1.82947e-03,1.51724e-03
7446,7446,6.081436,6.640136,1.88836,1.67551e+01,1.46323e+00,5.93170e-01,3.98030e-01,2.90889e-01,2.41044e-01,1.99905e-01
7447,7447,6.167926,6.583611,1.88967,1.79570e-01,1.37042e-01,1.62211e-01,1.29947e-01,9.18418e-02,6.87914e-02,4.83892e-02
7448,7448,6.167518,6.585235,1.88967,8.83216e-02,7.55836e-03,3.13856e-03,2.10821e-03,1.54088e-03,1.27685e-03,1.05894e-03
7449,7449,6.575280,7.196074,1.88980,6.47137e-02,5.57898e-03,2.31317e-03,1.55357e-03,1.13546e-03,9.40898e-04,7.80318e-04
7450,7450,6.290758,6.719703,1.89087,2.71520e-01,2.33134e-02,9.68068e-03,6.50265e-03,4.75275e-03,3.93837e-03,3.26622e-03
7451,7451,6.290772,6.726761,1.89087,1.34508e+00,1.12724e-01,4.67756e-02,3.14198e-02,2.29645e-02,1.90296e-02,1.57819e-02
7452,7452,6.841655,7.141449,1.89352,2.51106e-01,2.16168e-02,8.97548e-03,6.02895e-03,4.40652e-03,3.65147e-03,3.02829e-03
7453,7453,5.833367,6.180483,1.89389,7.53872e-01,6.46892e-02,2.68616e-02,1.80433e-02,1.31877e-02,1.09280e-02,9.06299e-03
7454,7454,5.121156,6.785839,1.89536,9.09676e-02,8.93983e-03,3.42640e-03,2.21679e-03,1.59399e-03,1.31424e-03,1.08701e-03
7455,7455,6.533262,6.535504,1.89673,4.83077e-01,4.13870e-02,1.71832e-02,1.15422e-02,8.43612e-03,6.99059e-03,5.79754e-03
7456,7456,4.948441,7.106650,1.89752,8.99034e-02,7.35584e-03,3.05373e-03,2.05123e-03,1.49923e-03,1.24234e-03,1.03031e-03
7457,7457,5.736800,5.900119,1.89790,1.38693e-01,1.16222e-02,4.82304e-03,3.23970e-03,2.36788e-03,1.96214e-03,1.62727e-03
7458,7458,4.935366,7.129024,1.89800,2.62538e-01,2.15563e-02,8.93829e-03,6.00397e-03,4.38826e-03,3.63634e-03,3.01574e-03
7459,7459,5.802747,5.932706,1.89940,9.01532e-02,7.75459e-03,3.21996e-03,2.16289e-03,1.58084e-03,1.30997e-03,1.08640e-03
7460,7460,5.579147,5.948428,1.90021,9.87697e-01,8.49053e-02,3.52465e-02,2.36756e-02,1.73043e-02,1.43392e-02,1.18920e-02
7461,7461,5.583225,5.950045,1.90021,6.61203e-02,5.69672e-03,2.35891e-03,1.58426e-03,1.15790e-03,9.59493e-04,7.95740e-04
7462,7462,6.284018,6.932443,1.90056,1.77806e+01,1.53673e+00,6.34566e-01,4.26110e-01,3.11429e-01,2.58065e-01,2.14022e-01
7463,7463,6.507756,6.677940,1.90069,6.03996e-02,5.25162e-03,2.15140e-03,1.44101e-03,1.05223e-03,8.71716e-04,7.22854e-04
7464,7464,5.842407,5.959774,1.90160,3.90812e-01,3.28443e-02,1.36383e-02,9.16107e-03,6.69577e-03,5.54845e-03,4.60152e-03
7465,7465,6.629008,6.657484,1.90203,1.16898e-01,9.82992e-03,4.08181e-03,2.74181e-03,2.00397e-03,1.66059e-03,1.37718e-03
7466,7466,6.623510,6.656322,1.90203,1.01398e-01,8.54190e-03,3.54633e-03,2.38212e-03,1.74108e-03,1.44275e-03,1.19652e-03
7467,7467,5.938092,5.457327,1.90213,3.61397e-01,3.13187e-02,1.28756e-02,8.64019e-03,6.31392e-03,5.23189e-03,4.33894e-03
