,redshift,ra_deg,dec_deg,x_mpc,y_mpc,z_mpc,vx_kms,vy_kms,vz_kms,Mfof,Mvir,Mgas_vir,Rvir,TSZ_Rvir,KSZ_Rvir,SZ_148_Rvir,SZ_219_Rvir,SZ_277_Rvir,SZ_30_Rvir,SZ_90_Rvir,SZ_350_Rvir,Mvir_R200,Mgas_vir_R200,R200,TSZ_R200,KSZ_R200,SZ_148_R200,SZ_219_R200,SZ_277_R200,SZ_30_R200,SZ_90_R200,SZ_350_R200,Mvir_R500,Mgas_vir_R500,R500,TSZ_R500,KSZ_R500,SZ_148_R500,SZ_219_R500,SZ_277_R500,SZ_30_R500,SZ_90_R500,SZ_350_R500,Mstar,rho_gas_central,T_central,P_central,phi_central
0,0.1035,5.6270623,6.9338384,423.04782,41.68195,51.697052,69.19014,-105.291115,-40.58457,74296170000000.0,62762487000000.0,5910124000000.0,0.9794198,6.345106e-05,-7.634078e-06,-6.934036e-05,-6.556736e-06,5.1549567e-05,-0.0001312361,-0.000108529784,0.0001292985,44981380000000.0,3788892500000.0,0.7065329,4.8384627e-05,-5.480234e-06,-5.2518837e-05,-4.675202e-06,3.959804e-05,-9.971706e-05,-8.239712e-05,9.885869e-05,26815825000000.0,1813505000000.0,0.43805167,2.9590707e-05,-3.079991e-06,-3.1832707e-05,-2.6033774e-06,2.443891e-05,-6.0697457e-05,-5.0100076e-05,6.065552e-05,1938105600000.0,31630000000000.0,1.3570752,7303000000000.0,-1.0821302
1,0.12,5.4343076,5.207482,490.38693,46.651485,44.89506,152.7997,-377.6781,-305.67862,154743650000000.0,136481970000000.0,16071395000000.0,1.2602428,0.00020472315,-2.420659e-05,-0.00022239913,-2.1568443e-05,0.00016390519,-0.0004222272,-0.00034860353,0.00041315393,116009676000000.0,12889828000000.0,0.9634529,0.0001839789,-2.0542857e-05,-0.00019856996,-1.8256722e-05,0.00014823837,-0.00037814357,-0.00031195447,0.00037208878,84676490000000.0,8624976000000.0,0.63985896,0.00014716775,-1.4957269e-05,-0.000157242,-1.3254269e-05,0.0001196549,-0.00030087738,-0.00024789321,0.0002985061,3118613100000.0,126700000000000.0,2.5857837,55740000000000.0,-2.28987
2,0.1282,5.767204,5.964199,521.8175,52.702538,54.79294,-403.70837,-74.490814,-117.904854,30083702000000.0,26335255000000.0,1223314200000.0,0.73293287,7.483491e-06,1.0866668e-05,3.5222695e-06,1.096047e-05,1.788267e-05,-3.743618e-06,-1.0876569e-06,2.717015e-05,19895612000000.0,721996200000.0,0.5351421,5.263647e-06,7.289165e-06,2.124449e-06,7.3541673e-06,1.2220708e-05,-2.9859732e-06,-1.1176008e-06,1.8751374e-05,8361924000000.0,218037340000.0,0.2973041,2.3750147e-06,3.0730248e-06,7.433996e-07,3.1016757e-06,5.2959153e-06,-1.5623747e-06,-7.191617e-07,8.241353e-06,1166651800000.0,5403000000000.0,0.7728048,710400000000.0,-0.494604
3,0.1291,6.445193,5.981168,524.8905,59.295166,55.343582,-669.3556,-262.4337,-327.55844,29987590000000.0,22490690000000.0,1418216000000.0,0.6858886,6.1928104e-06,1.8200137e-05,1.208293e-05,1.8253266e-05,2.401343e-05,6.0784037e-06,8.270417e-06,3.176399e-05,19799497000000.0,1113848300000.0,0.5357648,5.3539293e-06,1.4793115e-05,9.506386e-06,1.4838048e-05,1.9814892e-05,4.31611e-06,6.211194e-06,2.6512744e-05,16051049000000.0,744647200000.0,0.37164524,4.1305857e-06,1.0356583e-05,6.280086e-06,1.0389939e-05,1.4225767e-05,2.2767406e-06,3.7388722e-06,1.9389712e-05,793021800000.0,48490000000000.0,0.8752799,7221000000000.0,-0.7335
4,0.1284,6.1698422,5.999755,522.33264,56.46532,55.216946,-330.42148,-317.10266,-146.4838,51901597000000.0,42290190000000.0,3762393000000.0,0.84971005,2.2787282e-05,2.4375642e-05,2.0450886e-06,2.4653336e-05,4.5675795e-05,-2.0091058e-05,-1.1991135e-05,7.389663e-05,33159354000000.0,2572374200000.0,0.6332458,1.8182362e-05,1.8336508e-05,5.2389856e-07,1.8553284e-05,3.531619e-05,-1.7138145e-05,-1.06737925e-05,5.7825084e-05,20472295000000.0,1295500600000.0,0.39809462,1.1531391e-05,1.05837835e-05,-7.0727106e-07,1.0715878e-05,2.133452e-05,-1.1907939e-05,-7.806708e-06,3.55999e-05,1369779200000.0,41140000000000.0,1.1570948,8099000000000.0,-0.931392
5,0.1582,6.403998,6.31471,638.86584,71.70542,71.14138,409.65234,-7.2240543,-148.65994,32967125000000.0,26719710000000.0,1614467600000.0,0.720301,6.458042e-06,-8.704362e-06,-1.4973661e-05,-8.550472e-06,-2.62022e-06,-2.1301901e-05,-1.898232e-05,5.2688397e-06,21048980000000.0,1039511100000.0,0.5417717,4.908195e-06,-6.295501e-06,-1.1059217e-05,-6.1794826e-06,-1.6745769e-06,-1.5868576e-05,-1.41054325e-05,4.3195355e-06,9995863000000.0,364845470000.0,0.31089985,2.4470621e-06,-2.8893787e-06,-5.2634923e-06,-2.832391e-06,-5.883408e-07,-7.66113e-06,-6.7818655e-06,2.3986267e-06,1064246050000.0,12150000000000.0,0.83399373,1724000000000.0,-0.592713
6,0.1572,6.1751084,6.107141,635.1148,68.716385,68.35084,375.26053,33.14063,-165.89471,33255466000000.0,28353650000000.0,1862801800000.0,0.7342384,6.556378e-06,-8.448589e-06,-1.481552e-05,-8.295262e-06,-2.273618e-06,-2.1237554e-05,-1.8883795e-05,5.7397438e-06,23644061000000.0,1362316400000.0,0.5616724,5.3957983e-06,-6.5303293e-06,-1.1768878e-05,-6.405364e-06,-1.4524513e-06,-1.7053877e-05,-1.5116465e-05,5.140247e-06,16435505000000.0,782956560000.0,0.36659327,3.8137748e-06,-4.1992416e-06,-7.900355e-06,-4.112335e-06,-6.148207e-07,-1.1635578e-05,-1.0265839e-05,4.0424457e-06,987841100000.0,42700000000000.0,0.9685004,7036000000000.0,-0.7875
7,0.1608,6.4440565,6.3185253,648.9517,73.29692,72.31422,194.09402,-148.97406,-22.6552,38157282000000.0,19415041000000.0,1297522900000.0,0.64423645,5.490364e-06,-3.2483658e-06,-8.590879e-06,-3.1343825e-06,1.9139507e-06,-1.3955103e-05,-1.1990209e-05,8.645538e-06,15666593000000.0,812169800000.0,0.48944262,3.9493025e-06,-2.2425795e-06,-6.0848715e-06,-2.1612605e-06,1.4686038e-06,-9.9433955e-06,-8.529817e-06,6.3096254e-06,11341460000000.0,395387960000.0,0.32686383,2.3722475e-06,-1.2680385e-06,-3.5753935e-06,-1.2198213e-06,9.591646e-07,-5.8930736e-06,-5.043784e-06,3.866007e-06,745149300000.0,18070000000000.0,0.9009972,2770000000000.0,-0.66020536
8,0.1735,6.9222126,7.119137,696.17804,84.52066,87.588165,94.68018,55.86098,5.3318624,34793290000000.0,33351580000000.0,2192933400000.0,0.77401334,6.3463335e-06,-2.3004795e-06,-8.480813e-06,-2.1751757e-06,3.6629353e-06,-1.4675136e-05,-1.2406725e-05,1.14536015e-05,27873080000000.0,1684599500000.0,0.5930236,5.4296365e-06,-1.8514984e-06,-7.138061e-06,-1.7454062e-06,3.2469968e-06,-1.2437616e-05,-1.0496517e-05,9.910539e-06,19607270000000.0,1007459570000.0,0.38871282,3.929076e-06,-1.2106376e-06,-5.0347935e-06,-1.1353341e-06,2.4741516e-06,-8.869703e-06,-7.464594e-06,7.29375e-06,1116610900000.0,31720000000000.0,0.8955409,4833000000000.0,-0.73505807
9,0.1878,6.018613,5.943568,754.28265,79.526054,78.96252,311.16443,-307.05472,312.1705,68913786000000.0,62378030000000.0,6574002000000.0,0.93599725,2.6158845e-05,-1.6892414e-05,-4.224191e-05,-1.6374746e-05,7.4985714e-06,-6.784883e-05,-5.8440462e-05,3.9381302e-05,56515070000000.0,5436659000000.0,0.75055826,2.3738572e-05,-1.4626016e-05,-3.762387e-05,-1.4162256e-05,7.4887826e-06,-6.0860737e-05,-5.232122e-05,3.641129e-05,42962986000000.0,3568195600000.0,0.5003398,1.8545921e-05,-1.03923e-05,-2.8348737e-05,-1.0040562e-05,6.850968e-06,-4.6501398e-05,-3.982689e-05,2.9428871e-05,1695434800000.0,102000000000000.0,1.63421,28360000000000.0,-1.39788
10,0.1891,6.639248,6.455363,757.52313,88.17431,86.289764,-18.15952,2.39367,205.01569,28834219000000.0,15954935000000.0,892737000000.0,0.6035998,2.628693e-06,-5.7290624e-08,-2.6222774e-06,-7.4135897e-09,2.4164035e-06,-5.1856086e-06,-4.2476763e-06,5.6522404e-06,13455969000000.0,579349640000.0,0.46429187,1.9605081e-06,-4.084389e-08,-1.9535362e-06,-3.9516235e-09,1.8030763e-06,-3.865278e-06,-3.165666e-06,4.215884e-06,9995863000000.0,287661750000.0,0.30746913,1.1777295e-06,-2.2808544e-08,-1.1715032e-06,-9.623127e-10,1.0838672e-06,-2.31992e-06,-1.8995488e-06,2.5327763e-06,626550240000.0,12570000000000.0,0.7500167,1604000000000.0,-0.5374437
11,0.1881,7.185049,5.2725654,754.8048,95.15392,70.20793,115.28282,-212.42403,293.18335,133502440000000.0,125332740000000.0,14091328000000.0,1.1774104,7.70077e-05,-1.2906255e-05,-8.7493456e-05,-1.1806423e-05,5.8102458e-05,-0.00016267342,-0.00013499838,0.00015192591,109185580000000.0,11640961000000.0,0.9250431,7.007881e-05,-1.1178391e-05,-7.903079e-05,-1.0202114e-05,5.3363194e-05,-0.00014744491,-0.00012225243,0.00013870401,80543590000000.0,7677017000000.0,0.615662,5.5721353e-05,-8.155447e-06,-6.206926e-05,-7.418087e-06,4.3040087e-05,-0.00011646492,-9.642174e-05,0.000110832414,2900199700000.0,65850000000000.0,2.0797062,23300000000000.0,-1.81071
12,0.1885,6.2774434,6.8725452,755.1492,83.068344,91.56498,249.38548,12.537693,-58.441376,29218675000000.0,28065307000000.0,1916470800000.0,0.72441745,4.5994734e-06,-4.1190465e-06,-8.590852e-06,-4.0190503e-06,2.0799563e-07,-1.3088298e-05,-1.1440565e-05,5.8401934e-06,25662455000000.0,1579055400000.0,0.57561255,4.124002e-06,-3.493449e-06,-7.5022645e-06,-3.4045004e-06,3.839915e-07,-1.15347175e-05,-1.0057116e-05,5.432764e-06,19415041000000.0,1045476340000.0,0.38364905,3.2180474e-06,-2.4576702e-06,-5.5847017e-06,-2.389401e-06,5.643191e-07,-8.731216e-06,-7.5778803e-06,4.502086e-06,948326760000.0,61120000000000.0,0.9369387,9743000000000.0,-0.79308903
13,0.1877,5.4607887,5.986444,754.78375,72.156105,79.511284,302.59787,-20.867527,176.03108,246052020000000.0,208855870000000.0,25420884000000.0,1.3977243,0.000193801,-6.5628235e-05,-0.00025223874,-6.293749e-05,0.000111360416,-0.00044182994,-0.000371787,0.00034555484,172620860000000.0,19480353000000.0,1.0780047,0.00016812795,-5.4148208e-05,-0.0002159542,-5.1903637e-05,9.911458e-05,-0.00038042545,-0.0003196332,0.00030214034,102938160000000.0,10399791000000.0,0.66831625,0.00011528345,-3.3855387e-05,-0.00014468403,-3.2444717e-05,7.083538e-05,-0.00025745342,-0.0002157287,0.00020984073,4534260700000.0,65910000000000.0,2.932124,32880000000000.0,-2.53935
14,0.1904,5.0200186,6.2261047,764.8902,67.18852,83.76761,142.47382,-79.420296,213.3448,35466090000000.0,28738106000000.0,2449516300000.0,0.7211371,6.968411e-06,-3.6785564e-06,-1.0459579e-05,-3.5368996e-06,2.8683576e-06,-1.7266948e-05,-1.47730725e-05,1.141263e-05,27296394000000.0,1943974600000.0,0.5843782,6.0956677e-06,-3.0777553e-06,-9.008503e-06,-2.9548426e-06,2.6459759e-06,-1.4963216e-05,-1.2781387e-05,1.0118456e-05,20376183000000.0,1160962800000.0,0.3920921,4.429592e-06,-2.053021e-06,-6.3612547e-06,-1.9652352e-06,2.101373e-06,-1.0688305e-05,-9.102364e-06,7.5289086e-06,950369200000.0,44360000000000.0,0.9837999,7425000000000.0,-0.78701967
15,0.1969,4.997936,5.509171,791.4949,69.218094,76.63152,-129.96576,-503.06992,63.069736,278250230000000.0,226733090000000.0,29532530000000.0,1.427621,0.00023135434,3.674387e-05,-0.00018723843,3.8134734e-05,0.00024650808,-0.00041237252,-0.00032923653,0.00052822405,162336660000000.0,19563048000000.0,1.0530621,0.00018051492,2.763246e-05,-0.00014705709,2.8642222e-05,0.0001910619,-0.00032271433,-0.00025782356,0.00041074268,97267440000000.0,9344166000000.0,0.65387976,0.00011107117,1.5876263e-05,-9.1513975e-05,1.6397795e-05,0.00011611864,-0.00019959055,-0.00015963166,0.00025111815,5017603000000.0,49090000000000.0,3.031604,25320000000000.0,-2.54232
16,0.2025,6.9999857,6.920624,807.9682,99.20582,98.80648,-80.32853,-189.2219,90.58809,135809170000000.0,128696730000000.0,13895317000000.0,1.1797292,6.8730114e-05,9.018903e-06,-5.7712954e-05,9.7914335e-06,7.226215e-05,-0.00012464577,-0.0001000193,0.0001562978,112837920000000.0,11610632000000.0,0.93547887,6.286137e-05,7.871341e-06,-5.3142354e-05,8.556875e-06,6.564763e-05,-0.00011435921,-9.182887e-05,0.00014247265,81312500000000.0,7516095000000.0,0.6147701,4.8988295e-05,5.603956e-06,-4.190978e-05,6.1017854e-06,5.0514074e-05,-8.961529e-05,-7.204566e-05,0.00011032373,2972894600000.0,87330000000000.0,2.2432294,33330000000000.0,-1.98
17,0.2091,6.0207863,5.341647,836.7983,88.25799,78.674934,-69.28266,-194.62888,-200.91928,81889180000000.0,51709368000000.0,4674630500000.0,0.8680915,1.5380401e-05,3.9243137e-06,-1.1069229e-05,4.151907e-06,1.8261691e-05,-2.6047896e-05,-2.0556288e-05,3.7171852e-05,43539673000000.0,3560841400000.0,0.67679137,1.3033169e-05,3.129601e-06,-9.57174e-06,3.3183808e-06,1.5265812e-05,-2.2264267e-05,-1.7609493e-05,3.1283158e-05,31140958000000.0,2145507200000.0,0.44564816,9.486952e-06,2.0652817e-06,-7.1749887e-06,2.1974315e-06,1.0882454e-05,-1.6413731e-05,-1.3023856e-05,2.2532737e-05,1541973300000.0,63900000000000.0,1.4523895,15790000000000.0,-1.2601616
18,0.2095,4.9598603,5.7172184,839.4378,72.84874,84.35769,-159.36441,-136.6461,-181.14133,36619457000000.0,29891475000000.0,2413886400000.0,0.7222236,5.9421877e-06,3.7081716e-06,-2.1013193e-06,3.80014e-06,9.279067e-06,-7.8835255e-06,-5.7676675e-06,1.6614515e-05,25470228000000.0,1798746700000.0,0.5664468,5.0240524e-06,2.9780624e-06,-1.9328168e-06,3.0548586e-06,7.685057e-06,-6.8215304e-06,-5.032312e-06,1.3885422e-05,18838358000000.0,1027384800000.0,0.37815395,3.552052e-06,1.9322151e-06,-1.5385714e-06,1.9852694e-06,5.256073e-06,-4.9948517e-06,-3.7294858e-06,9.637646e-06,1018402600000.0,31510000000000.0,0.93639076,5020000000000.0,-0.736956
19,0.2239,6.5288563,7.169866,888.8791,101.72849,112.54651,370.69418,-12.572494,-189.32512,110723400000000.0,87848254000000.0,9634032000000.0,1.0270069,3.6592093e-05,-2.1148206e-05,-5.652385e-05,-2.0468959e-05,1.2774907e-05,-9.234289e-05,-7.916104e-05,5.723338e-05,75930114000000.0,7889455400000.0,0.81123096,3.3089593e-05,-1.8138315e-05,-5.0116945e-05,-1.7535393e-05,1.2501953e-05,-8.250663e-05,-7.058314e-05,5.2686468e-05,59398490000000.0,5375441500000.0,0.5503794,2.6836218e-05,-1.3429304e-05,-3.9347746e-05,-1.2957763e-05,1.13654e-05,-6.561513e-05,-5.593973e-05,4.3927303e-05,2198841900000.0,110800000000000.0,2.010487,37900000000000.0,-1.781111
20,0.2314,6.478597,5.2172685,920.62,104.54305,84.60302,520.0443,259.74948,-257.39017,49210400000000.0,41713507000000.0,4000985600000.0,0.7969799,9.329045e-06,-1.3130559e-05,-2.2163218e-05,-1.2903587e-05,-4.3703362e-06,-3.1322634e-05,-2.795968e-05,6.981649e-06,35177747000000.0,3153552500000.0,0.62527615,8.163106e-06,-1.08729055e-05,-1.8774328e-05,-1.0676307e-05,-3.214256e-06,-2.6788442e-05,-2.3845354e-05,6.7152346e-06,27969194000000.0,2094478700000.0,0.43226513,6.3663056e-06,-7.790721e-06,-1.3949964e-05,-7.640033e-06,-1.8265769e-06,-2.0199435e-05,-1.7903543e-05,5.912529e-06,1274347500000.0,82750000000000.0,1.2628901,17780000000000.0,-1.06821
21,0.2328,6.922137,5.1707945,925.4608,112.35587,84.36284,285.2988,217.34659,-337.04987,126870566000000.0,105244900000000.0,12374857000000.0,1.0843188,4.901613e-05,-2.032674e-05,-6.770901e-05,-1.951165e-05,2.4937066e-05,-0.000115657815,-9.7998636e-05,8.448443e-05,89578310000000.0,10022590000000.0,0.8533,4.3853746e-05,-1.7234917e-05,-5.9609636e-05,-1.6523367e-05,2.3205588e-05,-0.000102507074,-8.670249e-05,7.645216e-05,68144874000000.0,6687953000000.0,0.57688296,3.4804878e-05,-1.2497251e-05,-4.610292e-05,-1.1958771e-05,1.9515714e-05,-8.01469e-05,-6.759556e-05,6.1732084e-05,2547979000000.0,110000000000000.0,2.2372375,41870000000000.0,-1.95822
22,0.2332,7.0647993,5.863075,925.658,114.71932,95.78177,-48.53256,-1.6915643,-566.4934,35466090000000.0,19703383000000.0,938326100000.0,0.6235788,1.9538777e-06,8.897383e-07,-1.0225076e-06,9.2407265e-07,2.7305207e-06,-2.9279681e-06,-2.231104e-06,5.14466e-06,17396645000000.0,689467000000.0,0.49458137,1.5364968e-06,6.657531e-07,-8.37664e-07,6.925078e-07,2.1124306e-06,-2.335973e-06,-1.7879335e-06,4.0103314e-06,13167627000000.0,403415860000.0,0.33875176,1.0361053e-06,4.139836e-07,-5.994331e-07,4.3174026e-07,1.3885091e-06,-1.60967e-06,-1.2400621e-06,2.6677121e-06,735133240000.0,15950000000000.0,0.7506408,2037000000000.0,-0.597663
23,0.2364,6.1934586,4.839116,940.717,102.0859,80.108574,-397.906,-129.57474,-97.46245,83523120000000.0,60455746000000.0,6036741000000.0,0.89912295,1.8295093e-05,1.6663538e-05,-1.2453272e-06,1.6850738e-05,3.3674383e-05,-1.9004228e-05,-1.2498599e-05,5.630051e-05,46038640000000.0,4176303000000.0,0.68264884,1.4886842e-05,1.2846595e-05,-1.7213105e-06,1.2994412e-05,2.6673662e-05,-1.6171469e-05,-1.0876454e-05,4.5076635e-05,29987590000000.0,2110013700000.0,0.43717024,9.668234e-06,7.67759e-06,-1.778395e-06,7.768578e-06,1.6641205e-05,-1.1162657e-05,-7.722307e-06,2.8584098e-05,1824554500000.0,38880000000000.0,1.4208795,9399000000000.0,-1.16
24,0.2363,4.8821306,5.084289,942.11304,80.4716,84.12618,8.784125,49.35105,-226.2315,48825947000000.0,34793290000000.0,2841007400000.0,0.7499093,5.831315e-06,1.2972609e-07,-5.554013e-06,2.3165941e-07,5.5924115e-06,-1.1239385e-05,-9.15669e-06,1.27598805e-05,31909870000000.0,2336625800000.0,0.6086697,5.2155096e-06,1.10410994e-07,-4.97215e-06,2.0060565e-07,4.993088e-06,-1.0057072e-05,-8.194022e-06,1.1402015e-05,22010122000000.0,1415180700000.0,0.3932914,3.8284998e-06,7.291547e-08,-3.6563306e-06,1.3742141e-07,3.651638e-06,-7.3888864e-06,-6.0207735e-06,8.353336e-06,1134609200000.0,61130000000000.0,1.0951437,11390000000000.0,-0.9441
25,0.2349,5.0785513,6.3208437,934.3034,83.03182,103.89999,-117.85197,-208.7995,-32.374275,36331116000000.0,32005983000000.0,2548053600000.0,0.7289297,4.803755e-06,2.2401803e-06,-2.4529368e-06,2.3179052e-06,6.7450483e-06,-7.1296768e-06,-5.4180728e-06,1.2669155e-05,28641992000000.0,2042649100000.0,0.5872629,4.24329e-06,1.8902995e-06,-2.2545794e-06,1.9582767e-06,5.8673713e-06,-6.3856282e-06,-4.8735174e-06,1.1099134e-05,20952866000000.0,1225892700000.0,0.38905227,3.129077e-06,1.2749313e-06,-1.7805095e-06,1.3239869e-06,4.2042284e-06,-4.826755e-06,-3.7113728e-06,8.060396e-06,1048516100000.0,31110000000000.0,0.895719,4741000000000.0,-0.72062105
26,0.2361,5.8278685,5.1892705,940.0384,95.947586,85.816246,21.739046,114.966034,-319.0193,39118424000000.0,35177747000000.0,2713850700000.0,0.75133693,5.2158434e-06,-7.4062434e-08,-5.1606676e-06,2.046963e-08,4.821465e-06,-1.02479025e-05,-8.3850555e-06,1.1236565e-05,30564273000000.0,2125880200000.0,0.60267854,4.511017e-06,-6.101214e-08,-4.459422e-06,1.9949965e-08,4.170369e-06,-8.859113e-06,-7.2477746e-06,9.717188e-06,20183953000000.0,1140639500000.0,0.3836337,3.1000588e-06,-3.8295347e-08,-3.059802e-06,1.6209796e-08,2.865901e-06,-6.083238e-06,-4.9755713e-06,6.6758184e-06,1162272700000.0,21580000000000.0,0.86502945,3176000000000.0,-0.6861379
27,0.2352,4.8906665,6.973636,934.7281,79.98108,114.7514,-299.90585,-114.162796,-420.54855,155032000000000.0,142344930000000.0,15863619000000.0,1.1973721,6.6168715e-05,3.2727487e-05,-3.175376e-05,3.3209995e-05,9.347807e-05,-9.6021e-05,-7.239076e-05,0.00017479462,124852174000000.0,12974271000000.0,0.95235944,5.992773e-05,2.8327298e-05,-3.0051073e-05,2.874343e-05,8.3280385e-05,-8.8255176e-05,-6.684736e-05,0.00015689047,79390220000000.0,7688517300000.0,0.6044364,4.4805925e-05,1.9285893e-05,-2.4324672e-05,1.9560037e-05,6.0253173e-05,-6.783953e-05,-5.1822204e-05,0.00011522411,3320907000000.0,68320000000000.0,2.260029,26270000000000.0,-1.9659637
28,0.2369,6.38029,6.535021,939.44946,105.04891,108.289185,-42.436676,-229.77594,-577.30676,28834219000000.0,24797430000000.0,1705554200000.0,0.6683546,3.1344975e-06,1.5447993e-06,-1.5225597e-06,1.5969596e-06,4.4920125e-06,-4.5785996e-06,-3.4604861e-06,8.3643e-06,21625666000000.0,1320377800000.0,0.5338039,2.684741e-06,1.2575225e-06,-1.3690668e-06,1.3017296e-06,3.7801692e-06,-3.986397e-06,-3.0286437e-06,7.095814e-06,16435505000000.0,808945100000.0,0.36168304,1.9465044e-06,8.323193e-07,-1.0711569e-06,8.637137e-07,2.6589805e-06,-2.9685314e-06,-2.274018e-06,5.06152e-06,876589100000.0,32970000000000.0,0.86533177,4854000000000.0,-0.682209
29,0.2387,5.247767,4.8750315,950.77496,87.32658,81.434135,-730.4008,-47.962257,-226.3725,61897460000000.0,38926200000000.0,3726485700000.0,0.7762561,1.0865303e-05,1.9800505e-05,9.098649e-06,1.9868072e-05,2.9915225e-05,-1.4204883e-06,2.426462e-06,4.3465552e-05,32005983000000.0,2616231500000.0,0.6055077,8.69816e-06,1.5184792e-05,6.6199987e-06,1.52368675e-05,2.327503e-05,-1.8004713e-06,1.2796374e-06,3.4118457e-05,22298464000000.0,1392946400000.0,0.39834616,5.550528e-06,8.954474e-06,3.4921422e-06,8.985166e-06,1.4108272e-05,-1.8805531e-06,8.555105e-08,2.1022543e-05,1253812700000.0,45770000000000.0,1.3111328,10210000000000.0,-1.0489463
30,0.2381,5.821555,5.9035006,946.2112,96.47229,98.34705,-502.83173,3.411361,-398.40305,32486554000000.0,23451832000000.0,1812792700000.0,0.66304994,3.882718e-06,6.8281806e-06,3.0095512e-06,6.869348e-06,1.0465141e-05,-7.5814546e-07,6.188846e-07,1.5296964e-05,19318926000000.0,1250755300000.0,0.5158664,3.0351634e-06,5.1117186e-06,2.1273504e-06,5.1433676e-06,7.9528845e-06,-8.1771196e-07,2.588317e-07,1.1728837e-05,14705452000000.0,659938200000.0,0.3461527,1.9822485e-06,3.1146842e-06,1.1663633e-06,3.1347622e-06,4.9681557e-06,-7.5685443e-07,-5.3645184e-08,7.43297e-06,844031460000.0,17780000000000.0,0.8760238,2650000000000.0,-0.6257
31,0.2368,6.1491723,5.2537937,941.46643,101.43103,87.072464,-500.43994,-111.42739,-321.07117,36811687000000.0,29699246000000.0,1944144200000.0,0.7099979,4.140175e-06,7.459418e-06,3.3879337e-06,7.5036382e-06,1.1337891e-05,-6.2912756e-07,8.3896435e-07,1.6489743e-05,24220745000000.0,1384050000000.0,0.55256486,3.367359e-06,5.7673865e-06,2.4567412e-06,5.802701e-06,8.919591e-06,-8.102634e-07,3.8392116e-07,1.31084025e-05,15186023000000.0,668533460000.0,0.34868413,2.1322307e-06,3.3406864e-06,1.2453598e-06,3.3622523e-06,5.3339054e-06,-8.230948e-07,-6.675607e-08,7.984644e-06,1053135300000.0,24890000000000.0,0.9433953,3995000000000.0,-0.7249478
32,0.2369,6.2948174,5.916804,940.5354,103.74996,98.064926,-248.88205,-204.43785,-500.73062,90923900000000.0,62666370000000.0,7539290300000.0,0.9249839,2.5808082e-05,1.5230574e-05,-9.9766885e-06,1.5497675e-05,3.9146555e-05,-3.5062425e-05,-2.585927e-05,7.096026e-05,58437350000000.0,5885699600000.0,0.74335355,2.2216236e-05,1.2592922e-05,-9.099834e-06,1.2816906e-05,3.3160853e-05,-3.0693554e-05,-2.2769556e-05,6.053612e-05,45173610000000.0,3611271600000.0,0.50097317,1.6400258e-05,8.573058e-06,-7.430942e-06,8.729009e-06,2.372575e-05,-2.3370647e-05,-1.7518343e-05,4.3917564e-05,1692618600000.0,78410000000000.0,1.784801,23810000000000.0,-1.479
33,0.2451,5.4447327,5.479313,973.7463,92.8132,93.82962,-276.009,-231.51314,-198.22319,54881130000000.0,36138890000000.0,3257392700000.0,0.7544202,8.014374e-06,7.302927e-06,-5.424097e-07,7.407036e-06,1.4794273e-05,-8.331776e-06,-5.4807892e-06,2.470516e-05,29891475000000.0,2473307400000.0,0.59031665,6.838129e-06,5.891553e-06,-8.0056014e-07,5.9787103e-06,1.2277886e-05,-7.446496e-06,-5.013472e-06,2.0731142e-05,22971261000000.0,1537775500000.0,0.3979208,5.026347e-06,3.9469014e-06,-9.697623e-07,4.0087275e-06,8.633788e-06,-5.8545975e-06,-4.0655677e-06,1.4843307e-05,1157528700000.0,89390000000000.0,1.2821757,19500000000000.0,-1.09494
34,0.2518,6.3380895,5.6993933,996.7981,110.718315,100.09481,35.705963,-134.80331,53.00062,28738106000000.0,16339391000000.0,922307260000.0,0.62516993,1.2865434e-06,-1.5180966e-07,-1.4069825e-06,-1.2676834e-07,1.0597764e-06,-2.6617317e-06,-2.2026684e-06,2.6431458e-06,15570479000000.0,704993100000.0,0.4828764,1.0772762e-06,-1.1870264e-07,-1.1695101e-06,-9.7940855e-08,8.9514646e-07,-2.2201543e-06,-1.8356985e-06,2.2206252e-06,13071513000000.0,466366900000.0,0.33300105,8.20255e-07,-8.177689e-08,-8.816439e-07,-6.6210255e-08,6.8940903e-07,-1.6816108e-06,-1.3888058e-06,1.6982497e-06,615668250000.0,30940000000000.0,0.7456262,3925000000000.0,-0.62306905
35,0.2543,5.1345406,5.663395,1008.1472,90.58737,100.3788,32.763042,-153.28804,-27.9369,159837700000000.0,117355275000000.0,14028143000000.0,1.1129684,5.249576e-05,-1.1767437e-06,-5.205722e-05,-5.230999e-07,4.7113746e-05,-0.0001032394,-8.439651e-05,0.00011114164,107071070000000.0,11779809000000.0,0.89972436,4.7924277e-05,-1.0249069e-06,-4.745859e-05,-4.4513365e-07,4.300683e-05,-9.4183175e-05,-7.697578e-05,0.000101431186,81793070000000.0,7973487000000.0,0.606236,3.8615213e-05,-7.560985e-07,-3.8143364e-05,-3.1750324e-07,3.4632667e-05,-7.579104e-05,-6.1916995e-05,8.1661485e-05,2710906900000.0,81280000000000.0,2.2337575,30890000000000.0,-1.9809899
