# ells, tt, ee, bb, te
1.015000000000000000e+02 2.471263184877177991e+03 5.044268586060807191e-02 7.564719700108621381e-03 -2.611947679763316899e+01
3.015000000000000000e+02 3.878647339383192048e+03 1.380740505494732417e+01 -1.293059302084147988e-01 1.050246491108494240e+02
5.015000000000000000e+02 2.194937395074432061e+03 1.370525736129344629e+01 1.685693858469625162e-02 -3.234325577381326866e+01
7.015000000000000000e+02 1.869166952979009238e+03 2.843866287743596999e+01 7.961870619936904647e-02 -6.838714527678220634e+01
9.015000000000000000e+02 1.831909631308053122e+03 2.648803309000388850e+01 6.580943420263320187e-02 3.886243540245912786e+00
1.101500000000000000e+03 1.104666740050255157e+03 2.129380719666164978e+01 9.986398133227217255e-02 -4.812845497270880202e+01
1.301500000000000000e+03 7.635139672228684731e+02 2.454534041015634571e+01 5.909492923339693116e-02 -3.060494079945662449e+01
1.501500000000000000e+03 6.023402522167050392e+02 1.423075404467211058e+01 5.533158195837563353e-02 -6.870126617438947036e+00
1.701500000000000000e+03 3.693923344789491807e+02 1.263655376006443376e+01 5.002612215700524834e-02 -1.999070109457070998e+01
1.901500000000000000e+03 2.629846316558845274e+02 9.237991507683128489e+00 4.065390681624904412e-02 -1.125141057219512675e+01
2.101500000000000000e+03 1.746172233710037460e+02 5.404469850337565440e+00 3.903778900854364825e-02 -7.252873011565074357e+00
2.301500000000000000e+03 1.045719743025360202e+02 4.655553237678840439e+00 3.109069489320120949e-02 -6.251079924502533913e+00
2.501500000000000000e+03 7.750861846779746145e+01 2.436446099107094643e+00 2.564420437814806872e-02 -2.959009415424694645e+00
2.701500000000000000e+03 5.184235468406976111e+01 1.781409432604526444e+00 2.237066093310117673e-02 -2.761126399921669528e+00
2.901500000000000000e+03 2.937093987443056520e+01 1.250263422196426610e+00 1.907710984983046823e-02 -1.485172870140251566e+00
3.101500000000000000e+03 2.077802506945140593e+01 7.328951638621743481e-01 1.553835585628975634e-02 -9.559144379309382211e-01
3.301500000000000000e+03 1.414664927544865769e+01 4.628283041177892465e-01 1.296143350239713915e-02 -7.926365623625241108e-01
3.501500000000000000e+03 8.857772760203515006e+00 3.076158437072361029e-01 1.107377822900129823e-02 -4.565632068618639683e-01
3.701500000000000000e+03 5.715862278336606650e+00 1.872741000748336937e-01 9.542093811701025594e-03 -2.580307956497580602e-01
3.901500000000000000e+03 3.938567451284213483e+00 1.219448552079531456e-01 8.372786105329410242e-03 -1.926680871783090221e-01
