# ells, tt, ee, bb, te
1.310150000000000000e+04 2.852460705544956543e-09 2.967989420115871027e-11 2.717365158731567922e-11 -3.819167528170205440e-11
1.330150000000000000e+04 2.699912221694285098e-09 2.788838001446298680e-11 2.565371008557228608e-11 -3.677521622288402830e-11
1.350150000000000000e+04 2.427425816341747164e-09 2.681474812501175092e-11 2.394605479204209850e-11 -2.827049929874489918e-11
1.370150000000000000e+04 2.349895150070552744e-09 2.488539276903740874e-11 2.248750959085435666e-11 -3.088619457994363271e-11
1.390150000000000000e+04 2.241791248219910998e-09 2.271042460110134041e-11 2.132304315054863823e-11 -2.867245439262279413e-11
1.410150000000000000e+04 2.077490833835055618e-09 2.210072695038308917e-11 2.066781610307466027e-11 -2.677583304931713046e-11
1.430150000000000000e+04 1.963404950353575033e-09 2.093013077642579547e-11 1.928524729311794626e-11 -1.917476776094553599e-11
1.450150000000000000e+04 1.912501287145105561e-09 1.954019204422068670e-11 1.782094252856184299e-11 -2.128355379317332313e-11
1.470150000000000000e+04 1.793846689313814291e-09 1.869931819877385146e-11 1.670453277454428295e-11 -1.995261966041956570e-11
1.490150000000000000e+04 1.675662043780056137e-09 1.749955686946881250e-11 1.667919177970558852e-11 -2.047414457890573082e-11
1.510150000000000000e+04 1.587008834439414698e-09 1.675726382212048595e-11 1.559539084133368359e-11 -2.068219556900496159e-11
1.530150000000000000e+04 1.523975290323214054e-09 1.553524585141648469e-11 1.434856959747603677e-11 -1.796285959074457741e-11
1.550150000000000000e+04 1.448449174124973444e-09 1.477045227473904838e-11 1.404578394752011758e-11 -1.755392778687356703e-11
1.570150000000000000e+04 1.367870788936166691e-09 1.433300102995772336e-11 1.305920896674608919e-11 -1.787950408652052509e-11
1.590150000000000000e+04 1.329024542431198371e-09 1.367768509498355959e-11 1.269347608617570556e-11 -1.754212582589163619e-11
1.610150000000000000e+04 1.227312588492223588e-09 1.263072163731414393e-11 1.185915591704277110e-11 -1.273893731203970903e-11
1.630150000000000000e+04 1.213385110141812689e-09 1.213742513026172367e-11 1.159437019057360778e-11 -1.586478540651220926e-11
