# ells, kk
1.015000000000000000e+02 2.158158197324924771e-07
3.015000000000000000e+02 4.911403384853236715e-08
5.015000000000000000e+02 2.751777191127263249e-08
7.015000000000000000e+02 7.666727819674247033e-09
9.015000000000000000e+02 1.494783006657551711e-08
1.101500000000000000e+03 6.391173125199198460e-09
1.301500000000000000e+03 4.255564122487614879e-09
1.501500000000000000e+03 6.055941236445084010e-09
1.701500000000000000e+03 3.703946616753164363e-09
1.901500000000000000e+03 2.653361789770827479e-09
2.101500000000000000e+03 2.570816431220353661e-09
2.301500000000000000e+03 1.767419469515647494e-09
2.501500000000000000e+03 1.656293593757845894e-09
2.701500000000000000e+03 1.795675745641577118e-09
2.901500000000000000e+03 9.881529217185220322e-10
3.101500000000000000e+03 9.170252273271450755e-10
3.301500000000000000e+03 1.378256160311395048e-09
3.501500000000000000e+03 1.195354732168253789e-09
3.701500000000000000e+03 6.924531228569381796e-10
3.901500000000000000e+03 8.836812777845108878e-10
4.101500000000000000e+03 6.979622969064349262e-10
4.301500000000000000e+03 8.788572060475022999e-10
4.501500000000000000e+03 6.621210916811146043e-10
4.701500000000000000e+03 4.662707229729025130e-10
4.901500000000000000e+03 5.973308697362682396e-10
5.101500000000000000e+03 6.026120417218145360e-10
5.301500000000000000e+03 5.761137558889785178e-10
5.501500000000000000e+03 3.916000820264914470e-10
5.701500000000000000e+03 5.347304970699532110e-10
5.901500000000000000e+03 4.187196086556035619e-10
6.101500000000000000e+03 4.441374433090867710e-10
6.301500000000000000e+03 4.046848363539752107e-10
6.501500000000000000e+03 3.615585808208805183e-10
6.701500000000000000e+03 3.434208268040711898e-10
6.901500000000000000e+03 3.033925350669678654e-10
7.101500000000000000e+03 3.656786214302755955e-10
7.301500000000000000e+03 3.244840329410573798e-10
7.501500000000000000e+03 3.433611246492963977e-10
7.701500000000000000e+03 3.117872999644625976e-10
7.901500000000000000e+03 2.986342444320583295e-10
8.101500000000000000e+03 3.491679609527870124e-10
8.301500000000000000e+03 2.520490224430678590e-10
8.501500000000000000e+03 3.085347388521838023e-10
8.701500000000000000e+03 2.623927343906578090e-10
8.901500000000000000e+03 2.322035264024096322e-10
9.101500000000000000e+03 2.312212753767906402e-10
9.301500000000000000e+03 2.122393679314401486e-10
9.501500000000000000e+03 2.238308465756462858e-10
9.701500000000000000e+03 1.739526264744558405e-10
9.901500000000000000e+03 2.621897587375501428e-10
1.010150000000000000e+04 1.962181983855307653e-10
1.030150000000000000e+04 2.036920978796616668e-10
1.050150000000000000e+04 1.935596740541736166e-10
1.070150000000000000e+04 2.153428680869319302e-10
1.090150000000000000e+04 1.841108086164152502e-10
1.110150000000000000e+04 1.685306392955196046e-10
1.130150000000000000e+04 1.764828357167105990e-10
1.150150000000000000e+04 2.089137415184399339e-10
1.170150000000000000e+04 1.498160524152819697e-10
1.190150000000000000e+04 1.984510219636084788e-10
1.210150000000000000e+04 1.821107228740955521e-10
1.230150000000000000e+04 1.356997278600466548e-10
1.250150000000000000e+04 1.371435477396240260e-10
1.270150000000000000e+04 1.685016153951593213e-10
1.290150000000000000e+04 1.490439105068169007e-10
1.310150000000000000e+04 1.767275042829031885e-10
1.330150000000000000e+04 1.093727102744043275e-10
1.350150000000000000e+04 1.451483875726062571e-10
1.370150000000000000e+04 1.338838301648890538e-10
1.390150000000000000e+04 1.368865467640059485e-10
1.410150000000000000e+04 1.354991190145896430e-10
1.430150000000000000e+04 1.076150422437642391e-10
1.450150000000000000e+04 1.180553211729631147e-10
1.470150000000000000e+04 1.059832401209528322e-10
1.490150000000000000e+04 1.093226150981067428e-10
1.510150000000000000e+04 9.549901982133711362e-11
1.530150000000000000e+04 1.047407371696900771e-10
1.550150000000000000e+04 1.151367283896899572e-10
1.570150000000000000e+04 1.020202315867843340e-10
1.590150000000000000e+04 1.186664056191994648e-10
1.610150000000000000e+04 1.044716054981212418e-10
1.630150000000000000e+04 9.760556214210117316e-11
1.650150000000000000e+04 8.695106323238958884e-11
1.670150000000000000e+04 9.997945697806631415e-11
1.690150000000000000e+04 8.424831001579581523e-11
1.710150000000000000e+04 1.168487329035711886e-10
1.730150000000000000e+04 8.790494030485424502e-11
1.750150000000000000e+04 9.256259912592389785e-11
1.770150000000000000e+04 8.449088045875279207e-11
1.790150000000000000e+04 8.468543760738584087e-11
1.810150000000000000e+04 7.917824887587965767e-11
1.830150000000000000e+04 7.598072611367565557e-11
1.850150000000000000e+04 8.936028396105066087e-11
1.870150000000000000e+04 7.910039681957469914e-11
1.890150000000000000e+04 6.791465040533022003e-11
1.910150000000000000e+04 8.378464957831212831e-11
1.930150000000000000e+04 8.064189654785487829e-11
1.950150000000000000e+04 6.991860726664860433e-11
1.970150000000000000e+04 7.552026680570321670e-11
1.990150000000000000e+04 7.175965214802579202e-11
2.010150000000000000e+04 7.573781224267428539e-11
2.030150000000000000e+04 7.884513370590995649e-11
2.050150000000000000e+04 6.550927762507076996e-11
2.070150000000000000e+04 8.752184864118048837e-11
