# ells, tt, ee, bb, te
1.015000000000000000e+02 8.975847193321214723e-01 -7.288773217592470210e-04 5.512008061454725955e-04 8.742431510667633340e-03
3.015000000000000000e+02 2.918502059659611181e-01 7.823038466939581442e-04 6.819152484494097059e-05 -9.057140119283417327e-04
5.015000000000000000e+02 5.499758662003738363e-02 4.593410517435489449e-04 2.171316022497116270e-05 1.166220703053062529e-03
7.015000000000000000e+02 1.119675014106991801e-02 4.433509443853139980e-04 1.703955770649453593e-06 -7.469792219895643633e-04
9.015000000000000000e+02 1.496610311148478985e-02 8.172259868965067189e-05 4.982971750070917615e-06 3.780639342840133696e-04
1.101500000000000000e+03 4.538922826446191786e-03 1.284782973478707305e-04 3.014093950019996695e-06 3.056982026560982823e-05
1.301500000000000000e+03 2.152650683668118955e-03 9.100242375300566047e-05 1.309007366123631573e-06 -1.382094382230954568e-04
1.501500000000000000e+03 1.100606412426267684e-03 4.169845787461525687e-05 1.072865554180351648e-07 1.519295237937297254e-05
1.701500000000000000e+03 6.737995490147905431e-04 2.094386522932435040e-05 -5.803642973597551819e-08 1.052835126314303484e-06
1.901500000000000000e+03 6.184399586392607794e-04 1.497668749193749241e-05 1.797971993098183535e-07 -3.042670526367220336e-05
2.101500000000000000e+03 2.880519983713864820e-04 6.900138430044704785e-06 -4.167925711699959367e-10 -1.597834310990533377e-05
2.301500000000000000e+03 1.364491393477618392e-04 5.673040293858373117e-06 -3.687251674794071336e-08 -6.705315030998083151e-06
2.501500000000000000e+03 5.315427215717881881e-05 1.780987376247456360e-06 3.942361282700913296e-08 1.527692770967670377e-06
2.701500000000000000e+03 5.923496773458845031e-05 2.292222012160747015e-06 8.612391986043858843e-09 -5.656178763506946137e-06
2.901500000000000000e+03 2.454829406866780941e-05 4.184661139180847140e-07 6.660486637550903853e-09 1.527121350985648942e-07
3.101500000000000000e+03 1.473734922944473812e-05 6.179779341641097239e-07 1.103526282575822257e-08 -1.932334701362066455e-06
3.301500000000000000e+03 7.199081021071657193e-06 3.337528137278527853e-07 5.882112198265119718e-09 -1.877104128603040381e-07
3.501500000000000000e+03 5.007623464052719876e-06 1.533580430982710549e-07 4.104940208072933868e-09 -1.075886960643383004e-07
3.701500000000000000e+03 3.104142359713807882e-06 7.741368120165236790e-08 2.466658889863648021e-09 -1.646951548527544525e-07
3.901500000000000000e+03 1.505050903035132479e-06 6.017430221487469968e-08 2.549094727826423410e-09 -8.032275705944558218e-08
4.101500000000000000e+03 1.100800163266462344e-06 3.046930628936482282e-08 2.062041448320800704e-09 -5.236232478884047354e-08
4.301500000000000000e+03 4.630872537251483876e-07 1.607090821550063937e-08 1.975116547465586676e-09 -2.216569538719643553e-08
4.501500000000000000e+03 4.731592392074620083e-07 1.507408777874517532e-08 1.610804996676700561e-09 3.456518189492100737e-09
4.701500000000000000e+03 2.689960410586540921e-07 5.521100101177444372e-09 1.499018056333448007e-09 1.356235082170180990e-09
4.901500000000000000e+03 1.557984959341693959e-07 4.774489823084400731e-09 1.072289513306191603e-09 -5.451865126602708976e-09
5.101500000000000000e+03 1.922823312253276092e-07 2.430379649288233344e-09 7.173252647724376954e-10 -4.768168921365134043e-09
5.301500000000000000e+03 1.068662258166443907e-07 2.639605379119849887e-09 8.256994112851694354e-10 -6.385664794822869208e-10
5.501500000000000000e+03 8.129246143647396244e-08 1.943092720381663488e-09 8.152719304893334081e-10 -8.594076953118963104e-10
5.701500000000000000e+03 7.369147368192415315e-08 1.197748119173364319e-09 5.731410714197745174e-10 -1.238969060239202294e-09
5.901500000000000000e+03 7.674221670490201242e-08 8.661807399541989984e-10 6.775800908354362254e-10 -2.167867358115650002e-09
6.101500000000000000e+03 6.433642001485100490e-08 8.500209329127737701e-10 3.403454965032264965e-10 -5.716049504882235012e-10
6.301500000000000000e+03 3.748582392169230607e-08 6.118672652550617564e-10 5.405988756984938785e-10 4.297926133486360512e-10
6.501500000000000000e+03 4.482172097402615456e-08 5.553998177360889572e-10 3.398671618309830529e-10 -3.808999108470148632e-10
6.701500000000000000e+03 3.833830814593399738e-08 6.155635414299971110e-10 3.091214333500684781e-10 -1.310454585672281129e-09
6.901500000000000000e+03 3.497255536408651651e-08 4.453976552620054570e-10 3.491255353278773616e-10 2.790382225013780747e-10
7.101500000000000000e+03 3.062847457484741332e-08 3.590126628358188418e-10 3.417489901032017749e-10 6.235652017972584788e-11
7.301500000000000000e+03 2.749212728540841305e-08 3.031326690567236266e-10 2.685768942565331051e-10 -3.951775701349416621e-11
7.501500000000000000e+03 2.616422855764365952e-08 2.664527684788245513e-10 1.954526927362143562e-10 -7.746983960363838258e-11
7.701500000000000000e+03 2.003024402525392308e-08 2.992680656133493112e-10 1.972423956725269978e-10 -2.836878631653503467e-10
7.901500000000000000e+03 2.162531129961287787e-08 2.596294405578828127e-10 1.717514320389767514e-10 -1.188131473975906319e-10
8.101500000000000000e+03 1.652954490703852149e-08 2.299900499148056850e-10 1.646784307863496127e-10 -1.118236825039784780e-10
8.301500000000000000e+03 1.699459227436385472e-08 1.932065683561678745e-10 2.085885183378667142e-10 -2.329726330146950049e-10
8.501500000000000000e+03 1.804552656895502113e-08 1.821359600281742351e-10 1.454402130487542879e-10 4.123575440199466484e-11
8.701500000000000000e+03 1.394454582024874043e-08 1.447257932419560891e-10 1.407602949254682442e-10 1.208388372056550143e-11
8.901500000000000000e+03 1.468235193819935295e-08 1.568114408290801328e-10 1.225751297328280274e-10 1.129844530396749739e-11
9.101500000000000000e+03 1.313419385005964644e-08 1.373483289713469879e-10 1.443156529175153493e-10 5.889794719051852207e-11
9.301500000000000000e+03 1.161146165881074371e-08 1.479187057037980554e-10 9.572960811482830318e-11 -1.995886715151986857e-10
9.501500000000000000e+03 1.085420915051568469e-08 1.167161408119288818e-10 1.055680440778314260e-10 1.863603104489667802e-11
9.701500000000000000e+03 1.177963045926108346e-08 1.044650278095371287e-10 8.978454036195624107e-11 -1.881283694289412883e-10
9.901500000000000000e+03 7.971693006494395093e-09 9.056732030520370077e-11 8.037199294800855420e-11 1.955186238471203058e-11
1.010150000000000000e+04 8.630114519768932022e-09 1.333179100512686351e-10 7.534153572768914684e-11 -1.094745450361966233e-11
1.030150000000000000e+04 6.264994650425446417e-09 8.132532667061928023e-11 7.464868173750789127e-11 8.504486196926030107e-12
1.050150000000000000e+04 7.390424913579867248e-09 9.493095122165431717e-11 7.406798725338354569e-11 -1.003674308890236864e-10
1.070150000000000000e+04 6.088990744618571707e-09 7.482982004374144117e-11 5.662569876757877327e-11 -4.099414228767831332e-11
1.090150000000000000e+04 7.914011529164337936e-09 7.092415159416584806e-11 6.403089329246782854e-11 -7.971430478010967201e-11
1.110150000000000000e+04 6.244658571846382789e-09 7.204369424468217457e-11 6.523811333425485989e-11 -3.802189856374171943e-11
1.130150000000000000e+04 5.826413021252696542e-09 5.399098935697381432e-11 4.499571845106352320e-11 -3.355037454324529598e-11
1.150150000000000000e+04 5.241464531376761820e-09 6.379864473198620667e-11 5.548807019570875296e-11 -5.758028638018092736e-11
1.170150000000000000e+04 4.602362087294123701e-09 4.957911621153774653e-11 4.429477446408256053e-11 -5.402835271299605639e-12
1.190150000000000000e+04 4.113223393041806563e-09 5.634192830364038416e-11 4.359508716102316975e-11 -2.616229816819930497e-12
1.210150000000000000e+04 5.224914868876650972e-09 5.564320315345047773e-11 4.104794066196556989e-11 -5.444351216123739862e-11
