# ells, tt, ee, bb, te
1.015000000000000000e+02 1.637581411266231044e+03 -2.776139801631265058e+00 2.738983422385810051e+00 -2.887137041154069195e+01
3.015000000000000000e+02 4.875818784260224675e+03 1.098124910577546842e+01 -9.521657826202925001e-01 7.043058558347389919e+01
5.015000000000000000e+02 1.562439559126764607e+03 1.434878035606390512e+01 3.726498600851980147e-01 -2.860277853294594053e+01
7.015000000000000000e+02 2.188671775930672993e+03 2.781762365997509079e+01 3.086620725826049252e-02 -6.511035052972208348e+01
9.015000000000000000e+02 1.794881488987764897e+03 2.514452988085526997e+01 6.907402172500352877e-02 5.000926624148039679e+00
1.101500000000000000e+03 1.003592265730151667e+03 2.480347295572394373e+01 1.180191459100146945e-01 -4.281283186100243654e+01
1.301500000000000000e+03 7.937662095858803468e+02 2.277257695311033103e+01 7.264716499347334544e-02 -2.580022113925697624e+01
1.501500000000000000e+03 6.189695022691248596e+02 1.465094143820919648e+01 7.458247388598197858e-02 -1.567542432932283702e+01
1.701500000000000000e+03 3.505451356730353609e+02 1.368550647938179488e+01 6.308540681597554767e-02 -1.814948049930702112e+01
1.901500000000000000e+03 2.569815242179754478e+02 8.739832269816130150e+00 4.904391152379538460e-02 -1.024683490562238397e+01
2.101500000000000000e+03 1.825163719727502496e+02 5.722668015150254917e+00 4.202095788597508957e-02 -9.007747473968674257e+00
2.301500000000000000e+03 1.068868247851060858e+02 4.570054325104280224e+00 3.335177046558330388e-02 -5.461485186789358792e+00
2.501500000000000000e+03 7.490579306991375574e+01 2.553238612718451872e+00 2.733827381368440779e-02 -3.675914478081486525e+00
2.701500000000000000e+03 5.007310064250282267e+01 1.779130590481628138e+00 2.234385873762199590e-02 -2.901102884384024083e+00
2.901500000000000000e+03 3.051914953370775407e+01 1.195143997421091342e+00 1.824073317256596355e-02 -1.473575846195649408e+00
3.101500000000000000e+03 2.057097302848041664e+01 6.983670338096608088e-01 1.511975721944200206e-02 -1.087950675796319322e+00
3.301500000000000000e+03 1.352385890582541883e+01 4.718300011259296545e-01 1.255593284329433422e-02 -7.298354427689230928e-01
3.501500000000000000e+03 8.603811277938095969e+00 2.957073126137271801e-01 1.059019992856874773e-02 -3.908019512253955718e-01
3.701500000000000000e+03 5.741888111474610312e+00 1.858107366035524899e-01 9.076983044626523237e-03 -2.775465435330953246e-01
3.901500000000000000e+03 3.904870328177748373e+00 1.205476196045998094e-01 7.912205359439811528e-03 -1.741263998553376491e-01
4.101500000000000000e+03 2.662330965346595857e+00 7.762237707636768236e-02 7.017069779222355821e-03 -1.044201105622513670e-01
4.301500000000000000e+03 1.869189724924629870e+00 5.154311083189562492e-02 6.289816137762349428e-03 -7.056254175423169739e-02
4.501500000000000000e+03 1.389976722857422686e+00 3.454652022074032602e-02 5.695889551032901586e-03 -4.666145429530047656e-02
4.701500000000000000e+03 1.064994944322236403e+00 2.413488510850090793e-02 5.206779156226014685e-03 -3.131861070750933257e-02
4.901500000000000000e+03 8.403602590776649839e-01 1.749000005213683512e-02 4.782398967699562180e-03 -2.225632466976726342e-02
5.101500000000000000e+03 6.952446210200902144e-01 1.303608000604546471e-02 4.402632557074530675e-03 -1.666182038138255481e-02
5.301500000000000000e+03 5.884873364846147092e-01 1.018583222521550133e-02 4.068252280103277878e-03 -1.269667574813145711e-02
5.501500000000000000e+03 5.142988195634764503e-01 8.252842676375094638e-03 3.786324543846764697e-03 -1.015700917443541212e-02
5.701500000000000000e+03 4.571058720125287245e-01 6.874739212768622536e-03 3.547759307775630224e-03 -8.590517925142419908e-03
5.901500000000000000e+03 4.160635445749318873e-01 5.929976675513015313e-03 3.343248162142820491e-03 -7.305302100323418472e-03
