# ells, kk
1.015000000000000000e+02 5.621229695647338500e-08
3.015000000000000000e+02 2.501105563274153508e-08
5.015000000000000000e+02 1.445812208889902644e-08
7.015000000000000000e+02 9.278839735100259606e-09
9.015000000000000000e+02 6.612842927986108144e-09
1.101500000000000000e+03 4.962258547824248366e-09
1.301500000000000000e+03 3.892513247439735420e-09
1.501500000000000000e+03 3.160806578157374155e-09
1.701500000000000000e+03 2.628952640134025468e-09
1.901500000000000000e+03 2.232836467700215909e-09
2.101500000000000000e+03 1.928856670766023996e-09
2.301500000000000000e+03 1.688770283318418204e-09
2.501500000000000000e+03 1.495934476976361340e-09
2.701500000000000000e+03 1.338272810562100326e-09
2.901500000000000000e+03 1.207219093560652479e-09
3.101500000000000000e+03 1.096966167124933900e-09
3.301500000000000000e+03 1.003132036495004152e-09
3.501500000000000000e+03 9.224150907703183060e-10
3.701500000000000000e+03 8.523712397030418153e-10
3.901500000000000000e+03 7.910968780862626929e-10
4.101500000000000000e+03 7.370932590778618762e-10
4.301500000000000000e+03 6.891883292296411952e-10
4.501500000000000000e+03 6.464404104304087074e-10
4.701500000000000000e+03 6.080854782856115627e-10
4.901500000000000000e+03 5.735034329064644274e-10
5.101500000000000000e+03 5.421805329071762728e-10
5.301500000000000000e+03 5.136919214347227315e-10
5.501500000000000000e+03 4.876820699930496495e-10
5.701500000000000000e+03 4.638509317063019767e-10
5.901500000000000000e+03 4.419446615137631678e-10
6.101500000000000000e+03 4.217465386908145337e-10
6.301500000000000000e+03 4.030706001089513394e-10
6.501500000000000000e+03 3.857567237338921874e-10
6.701500000000000000e+03 3.696660404004392880e-10
6.901500000000000000e+03 3.546776438321982124e-10
7.101500000000000000e+03 3.406858773260644708e-10
7.301500000000000000e+03 3.275979701292058599e-10
7.501500000000000000e+03 3.153321605851377858e-10
7.701500000000000000e+03 3.038161486822804024e-10
7.901500000000000000e+03 2.929857254647129845e-10
8.101500000000000000e+03 2.827836660958526697e-10
8.301500000000000000e+03 2.731588901843455577e-10
8.501500000000000000e+03 2.640656788535507672e-10
8.701500000000000000e+03 2.554629546971070832e-10
8.901500000000000000e+03 2.473136769412118279e-10
9.101500000000000000e+03 2.395843869421521003e-10
9.301500000000000000e+03 2.322447919412960691e-10
9.501500000000000000e+03 2.252674126402486444e-10
9.701500000000000000e+03 2.186272532049874108e-10
9.901500000000000000e+03 2.123015424868044545e-10
1.010150000000000000e+04 2.062694588799517754e-10
1.030150000000000000e+04 2.005120051352929904e-10
1.050150000000000000e+04 1.950116921420323151e-10
1.070150000000000000e+04 1.897524795714478585e-10
1.090150000000000000e+04 1.847196808638354726e-10
1.110150000000000000e+04 1.798997361151986230e-10
1.130150000000000000e+04 1.752797189786672839e-10
1.150150000000000000e+04 1.708487403937874535e-10
1.170150000000000000e+04 1.665959493725416552e-10
1.190150000000000000e+04 1.625103976949787776e-10
1.210150000000000000e+04 1.585833760437991040e-10
1.230150000000000000e+04 1.548072493100801699e-10
1.250150000000000000e+04 1.511740562497409443e-10
1.270150000000000000e+04 1.476756051230122424e-10
1.290150000000000000e+04 1.443036636838980250e-10
1.310150000000000000e+04 1.410521418988590521e-10
1.330150000000000000e+04 1.379162356415824327e-10
1.350150000000000000e+04 1.348909143853830175e-10
1.370150000000000000e+04 1.319710220219266641e-10
1.390150000000000000e+04 1.291512607874324563e-10
1.410150000000000000e+04 1.264262141653480749e-10
1.430150000000000000e+04 1.237902674018211277e-10
1.450150000000000000e+04 1.212384452930577740e-10
1.470150000000000000e+04 1.187677800782233737e-10
1.490150000000000000e+04 1.163756407737198584e-10
1.510150000000000000e+04 1.140592717443102248e-10
1.530150000000000000e+04 1.118158525988069712e-10
1.550150000000000000e+04 1.096424911653772301e-10
1.570150000000000000e+04 1.075362262545462900e-10
1.590150000000000000e+04 1.054940305190559917e-10
1.610150000000000000e+04 1.035128117642140996e-10
1.630150000000000000e+04 1.015894177660908567e-10
1.650150000000000000e+04 9.972062157640573543e-11
1.670150000000000000e+04 9.790324021392998857e-11
1.690150000000000000e+04 9.613534222685086091e-11
1.710150000000000000e+04 9.441576522840210596e-11
1.730150000000000000e+04 9.274326991359429819e-11
1.750150000000000000e+04 9.111659634522306996e-11
1.770150000000000000e+04 8.953445261696399279e-11
1.790150000000000000e+04 8.799551867300416696e-11
1.810150000000000000e+04 8.649844132043389465e-11
1.830150000000000000e+04 8.504183265384609991e-11
1.850150000000000000e+04 8.362426691574108762e-11
1.870150000000000000e+04 8.224428873794710688e-11
1.890150000000000000e+04 8.090043547668849532e-11
1.910150000000000000e+04 7.959135083843952027e-11
1.930150000000000000e+04 7.831570605585141291e-11
1.950150000000000000e+04 7.707380707577183046e-11
1.970150000000000000e+04 7.586125906965149629e-11
1.990150000000000000e+04 7.470918641713551349e-11
2.010150000000000000e+04 7.347782489381484343e-11
2.030150000000000000e+04 7.302868647889811194e-11
2.050150000000000000e+04 6.896050732937877249e-11
2.070150000000000000e+04 8.679488199300986396e-11
