# ells, tt, ee, bb, te
1.015000000000000000e+02 3.597520124469050895e+00 -1.460132613537151042e-04 4.596484670202247939e-04 -1.078507119236724390e-02
3.015000000000000000e+02 -7.157461476562401725e-02 6.993742105553793411e-04 -6.736092058905768123e-05 5.540001183050020581e-03
5.015000000000000000e+02 8.499886891347736839e-02 3.725957524553525626e-04 1.549532203851180378e-05 -1.247167009049049034e-03
7.015000000000000000e+02 1.909018332412769706e-02 3.564752235382141754e-04 -1.244794900720920175e-06 -6.525506361808114863e-04
9.015000000000000000e+02 1.491444775832885886e-02 1.821731793704460599e-04 8.235348279608919134e-07 8.537710338548989614e-06
1.101500000000000000e+03 4.633179687962181437e-03 1.324840689596133703e-04 5.666584522535214769e-07 -2.262048237671795286e-04
1.301500000000000000e+03 2.966809426612527362e-03 8.197825782606497512e-05 2.602652268914081902e-07 -8.578892503585333553e-05
1.501500000000000000e+03 1.689361125205772734e-03 4.008994931403650079e-05 2.079182243798283022e-07 -4.729978661285071161e-05
1.701500000000000000e+03 7.431225137453667008e-04 2.995465390942596111e-05 1.347236037962246272e-07 -3.822814239010522753e-05
1.901500000000000000e+03 4.453154920597338887e-04 1.476022676708920946e-05 8.433803484493679363e-08 -1.737070015256885473e-05
2.101500000000000000e+03 2.571105098778363055e-04 8.137577960605003776e-06 5.949813973480594799e-08 -1.305280971514328449e-05
2.301500000000000000e+03 1.253303032966001230e-04 5.394467096432446581e-06 3.925790930479139978e-08 -6.268807314213473558e-06
2.501500000000000000e+03 7.484052159944422767e-05 2.521102488556178789e-06 2.732651308257824860e-08 -3.696091304430658520e-06
2.701500000000000000e+03 4.264438303226249699e-05 1.531902928608464139e-06 1.914178174708418770e-08 -2.493408207756909428e-06
2.901500000000000000e+03 2.255691430912701100e-05 8.837767114383626554e-07 1.355359634610800902e-08 -1.078549597459834441e-06
3.101500000000000000e+03 1.334252758568632555e-05 4.529029376151999226e-07 9.839168349132434302e-09 -7.123477092019553099e-07
3.301500000000000000e+03 7.738085007189707436e-06 2.710600524522193728e-07 7.212662442380547946e-09 -4.174128432519074594e-07
3.501500000000000000e+03 4.383395598617730702e-06 1.504406581906400581e-07 5.411537462984695503e-09 -1.986176514309656686e-07
3.701500000000000000e+03 2.614896183525973969e-06 8.486048442823949191e-08 4.152016563905272575e-09 -1.270878978485504364e-07
3.901500000000000000e+03 1.597242000986136116e-06 4.952774335901905655e-08 3.258486087721127896e-09 -7.138383766982652454e-08
4.101500000000000000e+03 9.839524250525523875e-07 2.885893912650562893e-08 2.615541038991950895e-09 -3.884495061306620011e-08
4.301500000000000000e+03 6.281680487841321806e-07 1.744143284783846156e-08 2.131987709434452201e-09 -2.387695457338064108e-08
4.501500000000000000e+03 4.288867385326253784e-07 1.067171623518454432e-08 1.763369984989022194e-09 -1.440732853128056946e-08
4.701500000000000000e+03 3.019863959384989185e-07 6.839855370493864304e-09 1.477991057584304994e-09 -8.875647486463370926e-09
4.901500000000000000e+03 2.193051285604262786e-07 4.562002522155469950e-09 1.249193321851260412e-09 -5.802776931594238706e-09
5.101500000000000000e+03 1.673814088558568132e-07 3.139685586886386648e-09 1.061652809059854077e-09 -4.013719249776826919e-09
5.301500000000000000e+03 1.311436294077247128e-07 2.272710961306648243e-09 9.084482021048556216e-10 -2.832936916160671659e-09
5.501500000000000000e+03 1.065757745154755998e-07 1.710313793866851391e-09 7.852090602924699413e-10 -2.104924714294254692e-09
5.701500000000000000e+03 8.837882504155488113e-08 1.326836646451108252e-09 6.850859489777999882e-10 -1.658239808075356099e-09
5.901500000000000000e+03 7.518405824225408849e-08 1.068490901963018476e-09 6.026410997991217095e-10 -1.316005078158512210e-09
6.101500000000000000e+03 6.438500777446112581e-08 8.805698261914045071e-10 5.339510746040193693e-10 -1.075903812744028571e-09
