# ells, tt, ee, bb, te
1.210150000000000000e+04 3.874208872323562475e-09 4.078281458084670704e-11 3.675667569294897795e-11 -4.921848787051179496e-11
1.230150000000000000e+04 3.627598710965889296e-09 3.816294788500145720e-11 3.451024506431424081e-11 -4.600639206854327068e-11
1.250150000000000000e+04 3.408562315527687193e-09 3.575549377380600528e-11 3.242904556469536572e-11 -4.313889178265708490e-11
1.270150000000000000e+04 3.199691838123410570e-09 3.353980961719210369e-11 3.051680844823846013e-11 -4.045528757928964838e-11
1.290150000000000000e+04 3.015894601609120063e-09 3.151069279863357730e-11 2.876068048179694840e-11 -3.795827048946469558e-11
1.310150000000000000e+04 2.840746959422671608e-09 2.963046200452853000e-11 2.713553745782711925e-11 -3.570062338582215151e-11
1.330150000000000000e+04 2.678479159137486388e-09 2.788789433997146048e-11 2.560996232281063325e-11 -3.362563616067092787e-11
1.350150000000000000e+04 2.526268546025374985e-09 2.627256489088451255e-11 2.416786012309385643e-11 -3.164494221738862563e-11
1.370150000000000000e+04 2.379549843991627697e-09 2.477098164152876103e-11 2.281805653439079431e-11 -2.981458979906570432e-11
1.390150000000000000e+04 2.250604040280561330e-09 2.336715570017845322e-11 2.156995117545690870e-11 -2.816288888681818864e-11
1.410150000000000000e+04 2.124749590503758124e-09 2.207336338942066441e-11 2.042360498679337893e-11 -2.661699561515040913e-11
1.430150000000000000e+04 2.016598419598879687e-09 2.087163674666741639e-11 1.936288865549952013e-11 -2.509663026907874393e-11
1.450150000000000000e+04 1.909497007366714144e-09 1.974891910206827072e-11 1.837405519409769012e-11 -2.377166376293156478e-11
1.470150000000000000e+04 1.809498954423935503e-09 1.869581959861589214e-11 1.743750362710659884e-11 -2.253490725329439803e-11
1.490150000000000000e+04 1.718332072517003606e-09 1.771157566304812415e-11 1.654558316350114994e-11 -2.127466667034053156e-11
1.510150000000000000e+04 1.628282012980541381e-09 1.677823013044138891e-11 1.569975904691539785e-11 -2.014483576471562952e-11
1.530150000000000000e+04 1.548821837124182689e-09 1.590275175044003269e-11 1.490366683482186932e-11 -1.912581881113240620e-11
1.550150000000000000e+04 1.468649933021502375e-09 1.508241771396839963e-11 1.415966323350857498e-11 -1.809502216822228625e-11
1.570150000000000000e+04 1.399950243556472911e-09 1.432321276067137013e-11 1.346919287622372802e-11 -1.716351290459059461e-11
1.590150000000000000e+04 1.330292963133511241e-09 1.360873878159441161e-11 1.283302601303388452e-11 -1.633681679373789342e-11
1.610150000000000000e+04 1.270453216421289690e-09 1.295005587316274007e-11 1.224047913732909216e-11 -1.552384178951971499e-11
1.630150000000000000e+04 1.210644606001082524e-09 1.233511997188456078e-11 1.168253845735130469e-11 -1.477557874228057444e-11
1.650150000000000000e+04 1.153723337367036974e-09 1.175264718354065476e-11 1.115117798135513392e-11 -1.409682902960069058e-11
1.670150000000000000e+04 1.102557759409560045e-09 1.120740547270737524e-11 1.064432520645822778e-11 -1.342972240453373051e-11
1.690150000000000000e+04 1.049173386000003345e-09 1.068960496951105529e-11 1.016311037745038212e-11 -1.281385857242665977e-11
1.710150000000000000e+04 1.004713400867426037e-09 1.020138746097495215e-11 9.707760779666691563e-12 -1.223486420808381907e-11
1.730150000000000000e+04 9.570668786513682890e-10 9.738611035479973280e-12 9.280179449131364462e-12 -1.167580987344586257e-11
1.750150000000000000e+04 9.170665077518461198e-10 9.305754484911687412e-12 8.877214290371256136e-12 -1.115923209309966690e-11
1.770150000000000000e+04 8.757408793079369712e-10 8.892542765456729606e-12 8.496991957231224266e-12 -1.067312860894840289e-11
1.790150000000000000e+04 8.386668644545344120e-10 8.505655667134312349e-12 8.135958313290228736e-12 -1.020012977602323125e-11
1.810150000000000000e+04 8.030418653179873405e-10 8.139314903288473470e-12 7.793733568362803533e-12 -9.761270090272125093e-12
1.830150000000000000e+04 7.676954962526040861e-10 7.788324627381617291e-12 7.470429161464068998e-12 -9.349885109927896287e-12
1.850150000000000000e+04 7.379498859497245510e-10 7.460251969731009922e-12 7.164080484930831728e-12 -8.945883920430914496e-12
1.870150000000000000e+04 7.054465438984557728e-10 7.143639999293481979e-12 6.872954934253249589e-12 -8.562889440234087345e-12
1.890150000000000000e+04 6.795482582739145634e-10 6.843596255858689145e-12 6.592349932770313574e-12 -8.205342364959919630e-12
1.910150000000000000e+04 6.492067034649938845e-10 6.557275579926101649e-12 6.322269332944613677e-12 -7.855114318168344918e-12
1.930150000000000000e+04 6.245219886144750628e-10 6.286274490763503173e-12 6.063435037805625287e-12 -7.527410516548623820e-12
1.950150000000000000e+04 5.986072452403424911e-10 6.026778960370180065e-12 5.820759450442368371e-12 -7.220803701163803342e-12
1.970150000000000000e+04 5.751083110098096957e-10 5.787576194972036052e-12 5.596073535140787216e-12 -6.923521979588738703e-12
1.990150000000000000e+04 5.547517646669215365e-10 5.558284166957538189e-12 5.384934615192526202e-12 -6.656718361570488701e-12
2.010150000000000000e+04 5.317462014250800744e-10 5.343077167243249791e-12 5.184901661635141069e-12 -6.398677772305552336e-12
2.030150000000000000e+04 5.138669048678404960e-10 5.140161373316275243e-12 4.990708686809102539e-12 -6.147366465242791027e-12
2.050150000000000000e+04 4.915668610404179116e-10 4.939191394989808712e-12 4.797617714801246959e-12 -5.913954454926817382e-12
2.070150000000000000e+04 4.977063807830359837e-10 4.987528080637956379e-12 4.844877450730882727e-12 -5.975236487400954295e-12
