,z,RADeg,decDeg,comoving_pos_x_Mpc,comoving_pos_y_Mpc,comoving_pos_z_Mpc,pec_vel_x_km_s,pec_vel_y_km_s,pec_vel_z_km_s,Mfof,Mvir,Mgas_vir,Rvir,int_tSZ_in_Rvir,int_kSZ_in_Rvir,int_SZ_in_Rvir_148GHz,int_SZ_in_Rvir_219GHz,int_SZ_in_Rvir_277GHz,int_SZ_in_Rvir_30GHz,int_SZ_in_Rvir_90GHz,int_SZ_in_Rvir_350GHz,M200,Mgas_200,R200,int_tSZ_in_R200,int_kSZ_in_R200,int_SZ_in_R200_148GHz,int_SZ_in_R200_219GHz,int_SZ_in_R200_277GHz,int_SZ_in_R200_30GHz,int_SZ_in_R200_90GHz,int_SZ_in_R200_350GHz,M500,Mgas_500,R500,int_tSZ_in_R500,int_kSZ_in_R500,int_SZ_in_R500_148GHz,int_SZ_in_R500_219GHz,int_SZ_in_R500_277GHz,int_SZ_in_R500_30GHz,int_SZ_in_R500_90GHz,int_SZ_in_R500_350GHz,Mstar,rho_gas_c,T_c,P_c,Phi_c
0,0.0219,1.801732,10.85195,90.76815,2.855251,17.40887,-56.63554,15.78387,231.7652,39310650000000.0,12494830000000.0,512394000000.0,0.6133774,0.0001017087,4.710905e-06,-9.455931e-05,6.613301e-06,0.0001004089,-0.0001937256,-0.0001574415,0.0002256543,9707521000000.0,254493000000.0,0.4340647,6.037375e-05,2.687148e-06,-5.623007e-05,3.807366e-06,5.946371e-05,-0.000115094,-9.355324e-05,0.0001337934,6535756000000.0,103506700000.0,0.2819756,3.044354e-05,1.291197e-06,-2.841205e-05,1.850203e-06,2.990192e-05,-5.809385e-05,-4.723017e-05,6.737285e-05,542400500000.0,4913000000000.0,0.746158,623700000000.0,-0.502374
1,0.0423,2.529566,3.014885999999998,177.0944,7.823671,9.336363,188.6993,228.877,384.1528,36619460000000.0,32871010000000.0,2344250000000.0,0.8341547,8.519081e-05,-6.836184e-05,-0.0001512757,-6.652873e-05,1.184679e-05,-0.0002346136,-0.0002040853,0.0001162928,28738110000000.0,1727689000000.0,0.623993,7.163649e-05,-5.394797e-05,-0.0001236516,-5.242173e-05,1.344734e-05,-0.0001937257,-0.0001680513,0.0001012463,18646130000000.0,938591700000.0,0.3952828,4.9225e-05,-3.353077e-05,-8.140648e-05,-3.250045e-05,1.271805e-05,-0.0001295535,-0.000111907,7.301476e-05,1113999000000.0,24020000000000.0,0.8657383,3538000000000.0,-0.698815
2,0.0444,3.532866,3.6299360000000047,185.229,11.43574,11.77316,28.2324,124.0129,323.46,99574170000000.0,57091760000000.0,5969652000000.0,0.9821765,0.0003737134,-4.79213e-05,-0.0004114653,-4.153273e-05,0.0003008404,-0.0007761267,-0.0006423588,0.0007589039,44981380000000.0,3870988000000.0,0.7185677,0.0002858365,-3.453788e-05,-0.0003125007,-2.974855e-05,0.0002319033,-0.0005914072,-0.0004890651,0.0005820925,28449760000000.0,1928767000000.0,0.4543761,0.0001792584,-1.987297e-05,-0.0001940981,-1.69671e-05,0.0001469097,-0.0003690045,-0.0003047924,0.0003663628,1726455000000.0,38520000000000.0,1.453384,9525000000000.0,-1.213
3,0.0447,6.946366,2.7903449999999945,185.4466,22.59379,9.105365,30.92059,-98.11845,173.3096,64396420000000.0,52478280000000.0,5104574000000.0,0.961697,0.0002271222,-1.57532e-05,-0.0002368186,-1.187729e-05,0.0001963973,-0.0004583254,-0.0003771062,0.0004750238,43924130000000.0,3823923000000.0,0.7124588,0.0001942154,-1.258752e-05,-0.0002015653,-9.334016e-06,0.0001686315,-0.0003909766,-0.000321506,0.0004067887,34024380000000.0,2472344000000.0,0.4824203,0.0001494893,-8.825502e-06,-0.0001542153,-6.392425e-06,0.0001304339,-0.0003000044,-0.00024651,0.0003136286,1510850000000.0,62310000000000.0,1.342298,14230000000000.0,-1.146
4,0.0468,7.244249000000001,6.5713810000000015,192.9125,24.52189,22.40191,24.96284,-3.871975,146.3434,32294330000000.0,28449760000000.0,1549993000000.0,0.7858243,4.741744e-05,-7.619359e-06,-5.385451e-05,-6.70309e-06,3.698541e-05,-0.0001001072,-8.31789e-05,9.529724e-05,22682920000000.0,1041033000000.0,0.5766943,3.695501e-05,-5.579338e-06,-4.160545e-05,-4.873006e-06,2.915878e-05,-7.765246e-05,-6.445687e-05,7.459162e-05,14321000000000.0,524334700000.0,0.3661285,2.322643e-05,-3.202557e-06,-2.58377e-05,-2.766427e-06,1.860564e-05,-4.849319e-05,-4.019726e-05,4.714765e-05,1041261000000.0,14970000000000.0,0.8084187,2059000000000.0,-0.617958
5,0.0484,9.739713,7.794863999999995,197.9812,33.98279,27.49831,48.34899,-117.3106,-39.15602,29218680000000.0,26527480000000.0,1438841000000.0,0.7618059,3.985975e-05,-3.574758e-06,-4.245288e-05,-2.811796e-06,3.392597e-05,-8.132463e-05,-6.709965e-05,8.296613e-05,22106240000000.0,997642500000.0,0.5697266,3.166574e-05,-2.665023e-06,-3.354467e-05,-2.065437e-06,2.710577e-05,-6.44253e-05,-5.312253e-05,6.605397e-05,13359860000000.0,497469000000.0,0.3536841,2.055944e-05,-1.572574e-06,-2.161492e-05,-1.190308e-06,1.773414e-05,-4.166442e-05,-3.432374e-05,4.301032e-05,967457300000.0,22880000000000.0,0.8472205,3298000000000.0,-0.662706
6,0.0513,8.561715,6.318301000000001,211.0979,31.78129,23.63709,145.6307,50.14489,130.1331,29891470000000.0,28449760000000.0,1855811000000.0,0.7780942,4.192869e-05,-2.746553e-05,-6.827843e-05,-2.658781e-05,1.19917e-05,-0.0001092382,-9.423901e-05,6.342354e-05,26335250000000.0,1498427000000.0,0.6000625,3.697991e-05,-2.267459e-05,-5.866358e-05,-2.190737e-05,1.210339e-05,-9.478845e-05,-8.155755e-05,5.745331e-05,20183950000000.0,1009406000000.0,0.4060556,2.943384e-05,-1.643438e-05,-4.507101e-05,-1.583241e-05,1.121901e-05,-7.382376e-05,-6.329013e-05,4.730053e-05,934290200000.0,38550000000000.0,0.8509215,5581000000000.0,-0.71577
7,0.0512,1.916714,10.84788,210.0851,7.030592,40.28041,-3.331804,-24.53488,429.4409,47576460000000.0,41905730000000.0,3311292000000.0,0.8814555,0.0001015774,-2.354054e-05,-0.0001224855,-2.163634e-05,7.173167e-05,-0.0002216591,-0.0001853216,0.0001964461,36331120000000.0,2429775000000.0,0.6684686,8.508562e-05,-1.861625e-05,-0.0001014753,-1.704128e-05,6.112177e-05,-0.0001845442,-0.000154101,0.0001655521,23163490000000.0,1287321000000.0,0.4263844,5.619457e-05,-1.117829e-05,-6.587659e-05,-1.016256e-05,4.140448e-05,-0.000120736,-0.0001006232,0.0001103323,1372832000000.0,26700000000000.0,1.045204,4748000000000.0,-0.831897
8,0.0598,10.49415,2.5776340000000006,244.978,45.37811,11.21617,240.2007,214.8405,492.958,31429300000000.0,21529550000000.0,1532305000000.0,0.7097767,3.800048e-05,-3.918144e-05,-7.613966e-05,-3.832336e-05,-3.377739e-06,-0.0001133606,-9.97218e-05,4.315534e-05,16819960000000.0,909394100000.0,0.5172164,2.637227e-05,-2.578157e-05,-5.142344e-05,-2.519181e-05,-9.535481e-07,-7.725287e-05,-6.778638e-05,3.132909e-05,12302600000000.0,456893600000.0,0.3421,1.593531e-05,-1.459982e-05,-3.008836e-05,-1.424802e-05,3.869296e-07,-4.569435e-05,-3.997329e-05,1.988485e-05,809511100000.0,12320000000000.0,0.8377523,1756000000000.0,-0.5732
9,0.0562,6.331678,8.078892000000002,230.7453,25.60366,32.95421,259.5357,277.3143,356.4198,34408840000000.0,30852620000000.0,2211351000000.0,0.7957064,4.723526e-05,-5.663473e-05,-0.0001025329,-5.554809e-05,-1.214854e-05,-0.0001488074,-0.0001318471,4.562447e-05,26239140000000.0,1650399000000.0,0.5987563,3.956876e-05,-4.432477e-05,-8.27621e-05,-4.342396e-05,-7.091071e-06,-0.0001215231,-0.0001073136,4.128694e-05,18165560000000.0,976929800000.0,0.3902586,2.848189e-05,-2.880321e-05,-5.645754e-05,-2.816617e-05,-2.040263e-06,-8.435511e-05,-7.412439e-05,3.276143e-05,1044670000000.0,44680000000000.0,0.9697817,7372000000000.0,-0.799722
10,0.0568,6.733809,8.526483999999995,232.8993,27.49871,35.15964,330.093,-62.35864,140.3603,39214540000000.0,25758570000000.0,1586444000000.0,0.7506986,3.801479e-05,-5.06105e-05,-8.754665e-05,-4.971685e-05,-1.476785e-05,-0.0001247709,-0.0001111335,3.173127e-05,21048980000000.0,1070034000000.0,0.5573687,2.900808e-05,-3.619714e-05,-6.437513e-05,-3.552173e-05,-8.867939e-06,-9.277886e-05,-8.23708e-05,2.660285e-05,13359860000000.0,535818400000.0,0.3522768,1.829747e-05,-2.082942e-05,-3.859655e-05,-2.040978e-05,-3.611808e-06,-5.651187e-05,-4.994505e-05,1.875109e-05,936066400000.0,19110000000000.0,0.832279,2706000000000.0,-0.6606
11,0.0587,8.751991,7.520419999999997,239.7362,36.90746,32.02165,236.1693,-89.7896,82.20634,113030100000000.0,61609120000000.0,6570398000000.0,0.9982373,0.0002141673,-0.0001073564,-0.0003151196,-0.0001032471,9.248577e-05,-0.0005244777,-0.0004476131,0.0003539671,49114290000000.0,4421880000000.0,0.7373777,0.0001664489,-7.824444e-05,-0.0002396563,-7.511355e-05,7.687229e-05,-0.0004023645,-0.0003426067,0.0002799912,32294330000000.0,2330241000000.0,0.4727672,0.0001095711,-4.709586e-05,-0.0001532915,-4.50976e-05,5.481709e-05,-0.0002603974,-0.0002210403,0.0001884259,1816237000000.0,33880000000000.0,1.432628,8258000000000.0,-1.21473
12,0.0572,7.782727999999999,4.5326149999999945,235.8472,32.23462,18.87049,222.8346,208.8944,322.4587,63723630000000.0,52862740000000.0,5064536000000.0,0.9497923,0.0001393954,-9.71352e-05,-0.0002324262,-9.426995e-05,3.334244e-05,-0.0003688157,-0.0003187664,0.0002036098,41136820000000.0,3619378000000.0,0.6954454,0.0001144184,-7.443067e-05,-0.0001854399,-7.211784e-05,3.254158e-05,-0.0002973861,-0.0002562939,0.0001722335,31140960000000.0,2295075000000.0,0.4764722,8.534803e-05,-5.081796e-05,-0.0001335815,-4.913374e-05,2.88438e-05,-0.000217081,-0.0001864175,0.0001329747,1570552000000.0,57110000000000.0,1.320433,12830000000000.0,-1.11078
13,0.063,8.83766,3.271258,259.4451,40.33886,15.0071,-146.4718,-138.9829,157.0392,72277780000000.0,38349510000000.0,4016021000000.0,0.8535853,9.445212e-05,3.975492e-05,-5.245089e-05,4.116188e-05,0.0001280095,-0.0001443833,-0.0001107082,0.0002443695,33255470000000.0,2819176000000.0,0.6476492,7.476775e-05,2.981254e-05,-4.315751e-05,3.090641e-05,9.961036e-05,-0.0001159297,-8.926655e-05,0.0001916866,26143030000000.0,1679513000000.0,0.4394665,5.304976e-05,1.94674e-05,-3.228456e-05,2.022075e-05,6.891766e-05,-8.391738e-05,-6.499211e-05,0.0001342098,1186534000000.0,53930000000000.0,1.26097,11570000000000.0,-1.076
14,0.0637,5.429013,1.3966849999999984,264.6935,25.15614,6.482727,49.10625,157.3778,610.9826,33447700000000.0,29026450000000.0,1886310000000.0,0.7753251,3.446339e-05,-9.718705e-06,-4.334497e-05,-9.046057e-06,2.271752e-05,-7.702672e-05,-6.469376e-05,6.511201e-05,22394580000000.0,1286289000000.0,0.5727461,2.739168e-05,-7.238881e-06,-3.395639e-05,-6.710866e-06,1.851824e-05,-6.072406e-05,-5.092066e-05,5.219967e-05,17012190000000.0,744442800000.0,0.3809271,1.895229e-05,-4.574608e-06,-2.305162e-05,-4.216193e-06,1.322266e-05,-4.156967e-05,-3.478538e-05,3.651274e-05,997929300000.0,29390000000000.0,0.93854,4693000000000.0,-0.736164
15,0.0623,8.970453,2.8430779999999967,256.3391,40.46462,12.8879,215.4502,96.87662,432.2535,94287900000000.0,80735820000000.0,8129699000000.0,1.09233,0.0002383078,-0.0001231757,-0.0003542867,-0.0001186376,9.897975e-05,-0.0005873855,-0.0005017647,0.0003897652,65549790000000.0,5935357000000.0,0.8103636,0.0002020634,-9.809026e-05,-0.0002939784,-9.431411e-05,9.004608e-05,-0.0004916168,-0.0004189979,0.0003364836,41136820000000.0,3298727000000.0,0.5157555,0.0001419703,-6.258496e-05,-0.000200128,-6.002031e-05,6.931662e-05,-0.0003389806,-0.0002879328,0.0002423154,2224272000000.0,38810000000000.0,1.514461,10000000000000.0,-1.271
16,0.061,6.038181,7.687692000000001,250.7001,26.51856,34.02995,170.9912,97.39186,246.4909,30275930000000.0,23259600000000.0,1660359000000.0,0.7255573,3.062965e-05,-2.508504e-05,-5.488958e-05,-2.442212e-05,3.759314e-06,-8.483476e-05,-7.386782e-05,4.130847e-05,19415040000000.0,1147465000000.0,0.5409534,2.41476e-05,-1.85223e-05,-4.201366e-05,-1.800519e-05,4.199846e-06,-6.562093e-05,-5.697338e-05,3.379307e-05,14705450000000.0,701738200000.0,0.3719075,1.766196e-05,-1.252374e-05,-2.970042e-05,-1.215067e-05,4.078881e-06,-4.696658e-05,-4.064017e-05,2.571504e-05,835252400000.0,27690000000000.0,0.8513959,4011000000000.0,-0.66429
17,0.0638,7.691539,2.559568999999994,263.4843,35.58486,11.88538,102.7956,216.2433,427.483,65645910000000.0,59782950000000.0,5080649000000.0,0.987464,0.0001231535,-4.472891e-05,-0.000164451,-4.242998e-05,7.040918e-05,-0.0002847902,-0.0002406431,0.0002211878,52670510000000.0,3794039000000.0,0.7561861,0.0001046096,-3.595919e-05,-0.000137624,-3.4035e-05,6.174867e-05,-0.0002398392,-0.0002023317,0.0001897737,29218680000000.0,1865395000000.0,0.4572462,6.78789e-05,-2.105325e-05,-8.698114e-05,-1.984368e-05,4.222082e-05,-0.0001533017,-0.000128953,0.0001252261,1777945000000.0,28350000000000.0,1.271516,6133000000000.0,-1.0197
18,0.0672,3.399436,8.644320000000006,276.5092,16.42494,42.11099,162.0251,574.6698,275.4886,34601060000000.0,24989660000000.0,1920070000000.0,0.7382272,3.279428e-05,-2.719983e-05,-5.912985e-05,-2.648957e-05,3.690176e-06,-9.124046e-05,-7.947579e-05,4.390635e-05,20760640000000.0,1320558000000.0,0.5580339,2.545917e-05,-1.985635e-05,-4.463643e-05,-1.93111e-05,4.102881e-06,-6.956226e-05,-6.042798e-05,3.53111e-05,15666590000000.0,766949000000.0,0.3734297,1.78891e-05,-1.28581e-05,-3.026226e-05,-1.248106e-05,3.955927e-06,-4.777434e-05,-4.135495e-05,2.587234e-05,882884600000.0,33570000000000.0,0.9538664,5448000000000.0,-0.7467902
19,0.0662,5.103596,3.556612999999999,274.2279,24.49154,17.11233,96.83741,202.5369,459.7135,44981380000000.0,39406770000000.0,3294737000000.0,0.8673097,5.626083e-05,-2.578704e-05,-8.056647e-05,-2.46705e-05,2.704879e-05,-0.0001355544,-0.0001154052,9.607126e-05,31621530000000.0,2403528000000.0,0.6353615,4.695495e-05,-1.99966e-05,-6.570006e-05,-1.907778e-05,2.405592e-05,-0.0001115895,-9.477003e-05,8.16371e-05,22106240000000.0,1449622000000.0,0.4162737,3.442931e-05,-1.330331e-05,-4.679907e-05,-1.264384e-05,1.895042e-05,-8.04442e-05,-6.810795e-05,6.114524e-05,1255500000000.0,39270000000000.0,1.015076,6782000000000.0,-0.848
21,0.0692,5.904877,8.452239999999998,283.6932,29.34125,42.38138,-14.02397,24.8813,121.7497,1336274000000000.0,755552700000000.0,97659070000000.0,2.287371,0.01022707,-3.261916e-05,-0.009762428,-0.0001014611,0.008768659,-0.01972055,-0.01598772,0.02091652,655209600000000.0,79139880000000.0,1.741476,0.009189482,-2.745843e-05,-0.008758885,-0.0001012249,0.007844069,-0.0177058,-0.01434787,0.0187392,479128600000000.0,52970560000000.0,1.156542,0.007378844,-1.997509e-05,-0.007015274,-9.58686e-05,0.006249227,-0.01419797,-0.01149631,0.01496914,10985740000000.0,108900000000000.0,7.383462,136800000000000.0,-6.993
22,0.0668,0.8494793,4.0516579999999935,277.4858,4.114365,19.65728,-308.4745,-162.2545,442.0162,58917920000000.0,51805480000000.0,5466491000000.0,0.9375499,0.0001122647,7.684765e-05,-3.293071e-05,7.825423e-05,0.0001814996,-0.0001421207,-0.0001021163,0.0003201018,45750300000000.0,4355551000000.0,0.7189252,0.0001000753,6.463271e-05,-3.319643e-05,6.586023e-05,0.0001578333,-0.0001305258,-9.485824e-05,0.0002813366,36523350000000.0,2987117000000.0,0.4906112,8.166817e-05,4.846282e-05,-3.133433e-05,4.943004e-05,0.0001244058,-0.0001107561,-8.163969e-05,0.0002251286,1472312000000.0,76190000000000.0,1.353111,17540000000000.0,-1.15632
23,0.0687,7.44358,3.4074529999999967,283.4597,37.03425,17.02105,-164.4312,150.0749,595.5233,107647800000000.0,88136600000000.0,9735251000000.0,1.118017,0.0002545628,5.134021e-05,-0.0001966098,5.472124e-05,0.0002875587,-0.0004446709,-0.0003535978,0.0006001019,76314570000000.0,7473617000000.0,0.8511563,0.0002211614,4.207644e-05,-0.0001732555,4.493512e-05,0.0002470415,-0.0003887567,-0.0003096119,0.0005184334,51613250000000.0,4432334000000.0,0.5506121,0.0001643128,2.847715e-05,-0.0001313943,3.049583e-05,0.0001804132,-0.0002914886,-0.000232658,0.0003818576,2301247000000.0,62090000000000.0,1.764518,18640000000000.0,-1.51965
24,0.0679,9.002468,4.380936999999998,278.8236,44.17363,21.62741,52.73946,-234.2513,346.3785,40464020000000.0,36042770000000.0,2782934000000.0,0.8342452,4.340651e-05,-6.202115e-06,-4.8527e-05,-5.38714e-06,3.457469e-05,-9.089199e-05,-7.537845e-05,8.794382e-05,27488620000000.0,1914587000000.0,0.6061699,3.431026e-05,-4.562797e-06,-3.800801e-05,-3.927742e-06,2.763847e-05,-7.149335e-05,-5.922849e-05,6.980694e-05,18453900000000.0,1055609000000.0,0.3923283,2.32104e-05,-2.820498e-06,-2.543645e-05,-2.399507e-06,1.89348e-05,-4.808748e-05,-3.978818e-05,4.744576e-05,1189772000000.0,23930000000000.0,0.898714,3659000000000.0,-0.71775
25,0.0685,1.471979,6.746440999999998,283.1021,7.274742,33.50056,-142.2488,418.1459,225.736,110915600000000.0,107071100000000.0,10874610000000.0,1.200227,0.0002890592,5.309688e-05,-0.0002281708,5.676994e-05,0.0003206702,-0.0005097529,-0.0004063128,0.0006751207,95633500000000.0,8933401000000.0,0.9177068,0.0002626796,4.564822e-05,-0.0002098649,4.890182e-05,0.0002885296,-0.0004657416,-0.0003717169,0.0006104859,64780880000000.0,5782564000000.0,0.5951134,0.0002042007,3.221592e-05,-0.0001662789,3.461102e-05,0.0002205933,-0.0003651802,-0.0002920477,0.0004706426,2615746000000.0,66380000000000.0,1.823144,20590000000000.0,-1.6137
26,0.0701,7.784454,9.111736,285.5162,39.03194,46.21819,-319.7222,-365.3727,-263.5288,29410900000000.0,19318930000000.0,1326196000000.0,0.6794186,2.05179e-05,3.096793e-05,1.081954e-05,3.123501e-05,5.023317e-05,-9.116795e-06,-1.830531e-06,7.571202e-05,17588870000000.0,874843000000.0,0.5219926,1.560561e-05,2.254326e-05,7.221905e-06,2.274389e-05,3.718732e-05,-7.940545e-06,-2.398216e-06,5.656092e-05,12014260000000.0,432542100000.0,0.3393474,9.34691e-06,1.249978e-05,3.326606e-06,1.261716e-05,2.126105e-05,-5.754046e-06,-2.433892e-06,3.285907e-05,732573700000.0,14800000000000.0,0.804202,2025000000000.0,-0.5732659
27,0.0702,8.659061,3.5659139999999954,288.5656,43.94574,18.19,-316.8011,23.3525,406.5287,86310430000000.0,74488400000000.0,7435418000000.0,1.056231,0.0001666082,0.0001015442,-6.124631e-05,0.0001035158,0.0002564788,-0.0002232454,-0.0001638594,0.0004619681,55938390000000.0,5230316000000.0,0.7669232,0.0001376413,7.841297e-05,-5.601937e-05,7.998975e-05,0.0002062391,-0.0001898467,-0.000140771,0.0003759076,39022310000000.0,3080943000000.0,0.5035731,9.972781e-05,5.19476e-05,-4.539726e-05,5.303432e-05,0.0001443815,-0.0001423561,-0.0001067821,0.0002672153,2085675000000.0,49040000000000.0,1.522142,12700000000000.0,-1.27512
28,0.0702,8.731912,9.252023999999997,285.1934,43.8033,47.00181,26.49401,-412.3235,27.23448,51036570000000.0,47095890000000.0,4552957000000.0,0.9182786,7.571976e-05,6.662673e-06,-6.716461e-05,7.93319e-06,7.752146e-05,-0.0001409949,-0.0001139421,0.0001706223,41040710000000.0,3554719000000.0,0.6925572,6.671969e-05,5.52548e-06,-5.950953e-05,6.628874e-06,6.790899e-05,-0.0001245621,-0.0001007204,0.0001499152,31237070000000.0,2338484000000.0,0.4663242,5.25e-05,3.976047e-06,-4.717648e-05,4.823327e-06,5.299556e-05,-9.83622e-05,-7.959589e-05,0.0001174873,1393097000000.0,46850000000000.0,1.126973,8983000000000.0,-0.946836
29,0.0704,4.372211,9.761837000000003,288.5322,22.06058,49.78516,-209.5741,350.2945,-160.4513,32294330000000.0,17684990000000.0,1063645000000.0,0.6592388,2.128629e-05,1.527647e-05,-5.556274e-06,1.560775e-05,3.526291e-05,-2.62746e-05,-1.86961e-05,6.157406e-05,12206490000000.0,521811900000.0,0.4647102,1.311887e-05,9.074604e-06,-3.762578e-06,9.27685e-06,2.138591e-05,-1.653105e-05,-1.185988e-05,3.759803e-05,5574616000000.0,139973100000.0,0.2622185,5.351618e-06,3.536289e-06,-1.699272e-06,3.617753e-06,8.555006e-06,-6.907777e-06,-5.001983e-06,1.516654e-05,774071900000.0,3987000000000.0,0.7048137,478100000000.0,-0.4161
32,0.068,2.515928,6.265582000000003,281.767,12.38069,30.96591,-135.0792,147.6466,491.8969,31044840000000.0,27200280000000.0,2007844000000.0,0.7570404,2.970889e-05,8.141607e-06,-2.089341e-05,8.658486e-06,3.606745e-05,-4.986527e-05,-3.926264e-05,7.270788e-05,22010120000000.0,1438985000000.0,0.5629975,2.443275e-05,6.258033e-06,-1.761328e-05,6.677308e-06,2.920427e-05,-4.143804e-05,-3.271719e-05,5.932587e-05,17012190000000.0,905295400000.0,0.3815231,1.774963e-05,4.125929e-06,-1.320793e-05,4.423927e-06,2.077312e-05,-3.051409e-05,-2.417719e-05,4.264265e-05,935417600000.0,44650000000000.0,0.9339696,7095000000000.0,-0.7562601
33,0.0737,9.45093,4.871110999999994,301.1008,50.12194,26.01362,-391.0253,-98.76308,352.3612,68913790000000.0,59206260000000.0,5466589000000.0,0.9763846,0.0001003678,9.279199e-05,-5.496779e-06,9.395305e-05,0.0001863955,-0.0001030083,-6.730403e-05,0.0003105735,46230870000000.0,3838570000000.0,0.7217926,8.172215e-05,7.090822e-05,-9.093109e-06,7.182826e-05,0.000147038,-8.848555e-05,-5.940739e-05,0.0002480997,29507020000000.0,2016631000000.0,0.456015,5.470998e-05,4.33685e-05,-1.016013e-05,4.395731e-05,9.424459e-05,-6.330679e-05,-4.383249e-05,0.0001618517,1764347000000.0,40210000000000.0,1.311466,8972000000000.0,-1.07811
35,0.0724,9.060463000000002,5.826676000000005,295.9847,47.19961,30.5859,-189.6248,-197.974,125.3745,42866870000000.0,39310650000000.0,3038589000000.0,0.8523743,4.547757e-05,2.94981e-05,-1.496348e-05,3.01785e-05,7.209046e-05,-5.920969e-05,-4.301562e-05,0.0001282304,33351580000000.0,2295784000000.0,0.6461461,3.875409e-05,2.362185e-05,-1.425713e-05,2.419259e-05,5.988764e-05,-5.196111e-05,-3.815854e-05,0.0001077119,25181890000000.0,1450020000000.0,0.4376099,2.948958e-05,1.647758e-05,-1.233535e-05,1.690128e-05,4.403924e-05,-4.102505e-05,-3.051896e-05,8.041225e-05,1233568000000.0,33070000000000.0,1.011655,5692000000000.0,-0.8242324
36,0.0741,4.826179,10.53801,301.9675,25.49587,56.3735,-336.8832,-39.25869,17.52576,30948730000000.0,28257540000000.0,2018982000000.0,0.7686865,2.44137e-05,3.070494e-05,6.77627e-06,3.104409e-05,5.360979e-05,-1.694654e-05,-8.273172e-06,8.38542e-05,24989660000000.0,1557386000000.0,0.5871177,2.098135e-05,2.476701e-05,4.207113e-06,2.505428e-05,4.44376e-05,-1.617985e-05,-8.72475e-06,7.042214e-05,17877220000000.0,967599000000.0,0.3870585,1.574591e-05,1.68398e-05,1.416007e-06,1.704997e-05,3.158402e-05,-1.388315e-05,-8.286796e-06,5.10748e-05,967820600000.0,42850000000000.0,0.897898,6546000000000.0,-0.740421
37,0.0719,7.454852000000001,7.650852000000005,294.5429,38.54121,39.9038,-602.5214,-204.8638,268.6968,37484490000000.0,36715570000000.0,2583402000000.0,0.8476204,3.507823e-05,6.90146e-05,3.449104e-05,6.935801e-05,0.0001018517,4.592895e-07,1.289765e-05,0.0001455436,34024380000000.0,2121978000000.0,0.6506145,3.154522e-05,5.814743e-05,2.711061e-05,5.844987e-05,8.765345e-05,-3.490072e-06,7.696325e-06,0.0001269296,25470230000000.0,1469660000000.0,0.4371303,2.584178e-05,4.33023e-05,1.788915e-05,4.354138e-05,6.744207e-05,-7.175013e-06,1.990266e-06,9.95974e-05,1146260000000.0,50860000000000.0,1.001138,8663000000000.0,-0.861894
38,0.0731,5.121969,10.105829999999994,298.1306,26.72267,53.34947,-403.9843,5.747753,18.85083,29507020000000.0,24124630000000.0,1529970000000.0,0.7279523,2.049554e-05,3.23598e-05,1.224282e-05,3.263391e-05,5.160919e-05,-7.663455e-06,-3.893644e-07,7.70488e-05,19511160000000.0,1010303000000.0,0.5406441,1.592999e-05,2.370932e-05,8.07709e-06,2.391935e-05,3.866045e-05,-7.394246e-06,-1.739777e-06,5.84273e-05,12687060000000.0,485740100000.0,0.3442292,9.82277e-06,1.339228e-05,3.756561e-06,1.351875e-05,2.260121e-05,-5.782831e-06,-2.295387e-06,3.478409e-05,902020000000.0,11770000000000.0,0.7245907,1451000000000.0,-0.530739
39,0.0807,9.260579,4.611692000000004,330.2433,53.84613,26.99035,-141.6167,-140.1807,213.44,38061170000000.0,34216610000000.0,2239669000000.0,0.8220407,2.633418e-05,1.354668e-05,-1.219139e-05,1.397614e-05,3.826212e-05,-3.783058e-05,-2.844909e-05,7.07549e-05,27200280000000.0,1580417000000.0,0.6075555,2.193565e-05,1.056612e-05,-1.086792e-05,1.091896e-05,3.113738e-05,-3.222417e-05,-2.440824e-05,5.819438e-05,17973330000000.0,833512200000.0,0.3860187,1.536314e-05,6.696376e-06,-8.309531e-06,6.937697e-06,2.108505e-05,-2.326638e-05,-1.779062e-05,4.002497e-05,1170208000000.0,28070000000000.0,0.9401686,4490000000000.0,-0.7608
42,0.0892,9.791234,10.619499999999995,358.3527,61.84181,68.18332,432.2486,-106.0735,546.5473,71989440000000.0,53151080000000.0,4449585000000.0,0.9342746,6.066017e-05,-7.900878e-05,-0.0001377711,-7.754847e-05,-2.203921e-05,-0.0001973285,-0.0001754632,5.18209e-05,36715570000000.0,2696224000000.0,0.6629831,4.522449e-05,-5.52485e-05,-9.904096e-05,-5.417432e-05,-1.282437e-05,-0.000143439,-0.0001271345,4.221389e-05,18646130000000.0,1067684000000.0,0.392568,2.534065e-05,-2.8438e-05,-5.296254e-05,-2.784819e-05,-4.7066e-06,-7.783712e-05,-6.869844e-05,2.611098e-05,1803416000000.0,24840000000000.0,1.212201,5123000000000.0,-0.968022
